iteration	likelihood	noise_sigma_SSL_surf_IFN1_data0	upfactor	s1	s2	sf
2000	-1614.45477417391	999.943982940595	0.00147261729359352	0.257087702887566	1.02385883192985	5.53456149845904
2010	-1614.68695902528	999.839193857981	0.00147261729359352	0.257087702887566	1.02037167422239	5.48144703017076
2020	-1615.20398788216	999.839193857981	0.00149102647860099	0.252967643152089	1.02319241452857	5.48144703017076
2030	-1615.06855711299	999.839193857981	0.00146630991227452	0.252967643152089	1.03488841664762	5.54234445914825
2040	-1615.25140990048	999.839193857981	0.00146630991227452	0.252967643152089	1.04280287876226	5.54001637782272
2050	-1615.24300687216	999.839193857981	0.00146630991227452	0.252874814703737	1.04110879129778	5.54001637782272
2060	-1614.28601868209	999.839193857981	0.00149356360764267	0.256879163828985	1.04110879129778	5.46281873841309
2070	-1614.1598431395	999.839193857981	0.00149356360764267	0.256879163828985	1.04110879129778	5.43272179597973
2080	-1614.15784692278	999.839193857981	0.00149356360764267	0.256879163828985	1.03820416694421	5.4303885865821
2090	-1614.17743608057	999.839193857981	0.00149356360764267	0.256879163828985	1.03820416694421	5.42748540171014
2100	-1614.90250297256	999.839193857981	0.00150009938012029	0.253446814082044	1.00122397324102	5.42748540171014
2110	-1615.76460412877	999.839193857981	0.00152346203899744	0.247494714748106	1.00769545762321	5.38690155355276
2120	-1615.66414934177	999.839193857981	0.00152346203899744	0.247494714748106	0.984867198654473	5.38690155355276
2130	-1615.7920464974	999.839193857981	0.00152759510524361	0.245845320695457	0.984867198654473	5.39979405360161
2140	-1616.85356486199	999.839193857981	0.00154255790956985	0.240714891871472	0.95000823710052	5.33181298794247
2150	-1618.04957134647	999.474002646554	0.00154255790956985	0.240637457438029	0.94044682760225	5.31153164510929
2160	-1620.59439047041	999.474002646554	0.00154255790956985	0.240637457438029	0.94473202342969	5.25521961931868
2170	-1622.25162101771	999.52952019703	0.00156080181269756	0.247478008620349	1.14362685748276	5.40095289621534
2180	-1619.90733576814	999.52952019703	0.00157574662705992	0.244708600500052	1.14362685748276	5.29388565815228
2190	-1618.96040376707	999.52952019703	0.00155995014170324	0.249591050735998	1.14362685748276	5.29388565815228
2200	-1619.32708209252	999.368311706348	0.0015634655806929	0.249591050735998	1.14448104733871	5.28954432146166
2210	-1618.0902349264	999.368311706348	0.00156783170282642	0.249591050735998	1.10380895111478	5.28954432146166
2220	-1616.9346786526	999.368311706348	0.00156043747615975	0.247762231472622	1.05567716386515	5.3288348094805
2230	-1618.36117297746	998.931183326971	0.00155141570503992	0.246400109057262	1.0296424337822	5.3288348094805
2240	-1618.46310605032	998.931183326971	0.00155141570503992	0.244561953976292	1.00270746238318	5.35237413413446
2250	-1617.09357507914	998.931183326971	0.00155509699588569	0.250445676190562	0.984676741181203	5.28869645847052
2260	-1616.98113301612	998.931183326971	0.00154741452506463	0.251033584076612	1.01687529394914	5.24838771011442
2270	-1616.38787000853	998.931183326971	0.00154741452506463	0.251033584076612	1.00408300410924	5.28165865220427
2280	-1619.45843973548	998.931183326971	0.00153684526573598	0.242518388676161	0.973303323155876	5.31185877316056
2290	-1617.93582357751	998.931183326971	0.00153684526573598	0.244762002616261	0.980694777194737	5.34981439502485
2300	-1620.51908301263	998.931183326971	0.00155233851882139	0.245981512973482	1.00157886274337	5.38753563398375
2310	-1616.18446296736	999.78097136044	0.00153018386066901	0.252074943235976	0.983190453170451	5.38753563398375
2320	-1615.88894305414	999.78097136044	0.00150984341505284	0.246677132161279	1.01756212017287	5.47309008667329
2330	-1615.82232879363	999.868830601235	0.00150564885476263	0.247279801429107	0.955956125930999	5.43658442734011
2340	-1615.32978645575	999.868830601235	0.00150061228641626	0.249203763251494	0.955956125930999	5.43658442734011
2350	-1616.90719766605	999.868830601235	0.00149627137787035	0.245239815367129	0.955956125930999	5.43658442734011
2360	-1616.45298081153	999.868830601235	0.00149459181159577	0.247989806598873	1.03780244326997	5.54386451115354
2370	-1616.04274910819	999.868830601235	0.00149054683096515	0.245668150644287	1.0293901062005	5.54386451115354
2380	-1616.48250301838	999.868830601235	0.00148912507648405	0.248375156729854	1.06316693655741	5.54386451115354
2390	-1620.07200929247	999.21730124156	0.00147782849673981	0.250351950604373	1.01889152885324	5.43518817586962
2400	-1618.50581156873	999.21730124156	0.00147782849673981	0.250351950604373	1.07761381732294	5.52637228504237
2410	-1617.23582682216	999.21730124156	0.00148388739618889	0.256443941285177	1.04527471137329	5.51828921902361
2420	-1617.14105877237	999.102713914982	0.00146374512835042	0.25426670342016	1.04630600391602	5.54901982768767
2430	-1617.21646866183	999.102713914982	0.00146374512835042	0.25426670342016	1.0436539510556	5.60972374205607
2440	-1617.64488073081	998.733727011261	0.00145694109315336	0.255193929791381	1.04295696151058	5.61601997155643
2450	-1618.51540827273	998.733727011261	0.00145416126852943	0.248721199917811	1.02202730396228	5.61601997155643
2460	-1618.16750713017	998.858911384184	0.00145459300926798	0.248721199917811	1.03541707276185	5.62529059849828
2470	-1617.1734589151	998.858911384184	0.00143233720536587	0.252243052348008	1.02123307556858	5.70425870372995
2480	-1617.90829725395	998.858911384184	0.00143233720536587	0.250469456559472	1.03758046288514	5.7257648703426
2490	-1619.32677419578	998.858911384184	0.00141146171672502	0.246819456951068	1.04103399546617	5.81089378925506
2500	-1618.28498164715	998.858911384184	0.00140664825528874	0.248028268611594	1.00963214425196	5.81089378925506
2510	-1618.60378893868	998.858911384184	0.00141349700835779	0.256535643457144	1.02042015963594	5.80062511654061
2520	-1617.97472807474	998.858911384184	0.00140794458433859	0.255939995680706	1.0061919297066	5.79690959327645
2530	-1618.56414256821	998.858911384184	0.00141221672574053	0.254250943816848	0.99980786837388	5.79058060871506
2540	-1618.42028509319	998.858911384184	0.00141479470307879	0.248079784861453	0.99980786837388	5.79852904666492
2550	-1616.38177177994	999.598674599003	0.0014129784603439	0.249592722243667	0.984643378950111	5.76570391858219
2560	-1616.38860347061	999.598674599003	0.00141838150756434	0.253550962092167	1.06711453199643	5.7457447093282
2570	-1616.15553905869	999.598674599003	0.00141838150756434	0.263436046218757	1.1033318815305	5.71924772909258
2580	-1616.24379599919	999.598674599003	0.00141388610824311	0.263050127338125	1.1033318815305	5.71924772909258
2590	-1616.62777673119	999.598674599003	0.00142210963134815	0.263419136844343	1.07919823261956	5.71924772909258
2600	-1616.62777673119	999.598674599003	0.00142210963134815	0.263419136844343	1.07919823261956	5.71924772909258
