iteration	likelihood	noise_sigma_SSL_surf_IFN1_data0	noise_sigma_SSL_surf_none_data0	T0	upfactor	offset	s1	s2	sf
5150	-1018.63941576282	51.5930064388346	11.1987384195304	-66.4063064815606	4695.79395062092	217.974110457787	0.225464203587813	1.98287131340033	0.000206019642536088
5160	-1018.50243092626	51.5930064388346	13.5129431671696	-67.3228016601239	4695.79395062092	217.974110457787	0.225464203587813	1.99759928258673	0.000206797363713807
5170	-1020.40841956167	51.5930064388346	13.5129431671696	-56.8321103825173	4524.69972572412	217.974110457787	0.194113875898673	2.2324267289109	0.000224754284832831
5180	-1019.83245925798	44.7899742324959	13.1611165808139	-60.0435751421513	4600.19608125631	217.974110457787	0.194113875898673	2.2324267289109	0.000224754284832831
5190	-1019.38781222507	44.7899742324959	12.6667067190908	-61.1754376588071	4600.19608125631	217.974110457787	0.194113875898673	2.2324267289109	0.000224754284832831
5200	-1018.41507577031	44.7899742324959	12.1912688237215	-61.1754376588071	4723.85147851179	255.855838320413	0.194113875898673	2.2324267289109	0.000224754284832831
5210	-1018.0374488577	48.4102853470992	12.1912688237215	-61.1754376588071	4779.30966009224	255.855838320413	0.196082158188591	2.04509973863805	0.000218945078124434
5220	-1019.6097900841	48.4102853470992	12.4462784534727	-63.9369206228451	4779.30966009224	255.855838320413	0.193102413195756	1.4546866928151	0.000211376776128673
5230	-1018.53992834547	39.4505927140946	11.5062143100491	-70.0425801949112	4779.30966009224	257.895209245183	0.222197227740913	1.4546866928151	0.000191510660418695
5240	-1017.58987548544	39.4505927140946	12.3126538139983	-74.5408223605196	4560.68758743182	257.895209245183	0.222197227740913	1.51690966015487	0.000191510660418695
5250	-1018.0277664623	39.4505927140946	11.307803712227	-72.4249362688797	4405.84741896954	281.344407820592	0.240509180210353	1.51690966015487	0.000191510660418695
5260	-1016.26554186129	39.4505927140946	11.999643894472	-72.8922525204964	4169.13325735361	232.421890566884	0.240509180210353	1.51690966015487	0.000191510660418695
5270	-1016.63937340103	39.4505927140946	11.917369593129	-71.4055054161896	4242.61763152061	232.421890566884	0.240509180210353	1.51690966015487	0.000201075471567495
5280	-1016.59694183505	39.4505927140946	11.0141160863694	-66.6173678942686	3878.58653725191	252.984316387898	0.240509180210353	1.55775615278758	0.000201075471567495
5290	-1016.47771580511	39.4505927140946	11.0141160863694	-66.6173678942686	3878.58653725191	252.984316387898	0.250416416874841	1.55775615278758	0.000201075471567495
5300	-1016.46930757621	39.9481399131017	11.0141160863694	-66.6173678942686	3878.58653725191	252.984316387898	0.297342335701416	1.95906553853411	0.000201075471567495
5310	-1015.95414573841	40.6292190703208	10.5979588606742	-65.2076455385875	3777.19502217424	241.491752934987	0.286275276662394	2.19324770549061	0.000209353330518448
5320	-1015.83349802224	39.9067743248078	10.5979588606742	-60.4228277369632	3777.19502217424	241.491752934987	0.3024209696554	2.19324770549061	0.000209353330518448
5330	-1017.63783062894	37.3860988689997	10.7234636958048	-60.4228277369632	3777.19502217424	261.734637697554	0.297511732016674	2.02208854133281	0.000216655325686651
5340	-1017.63472901408	37.3860988689997	10.4525329872418	-60.4228277369632	3777.19502217424	261.734637697554	0.297511732016674	2.15377635498717	0.000195999555896019
5350	-1017.92059634044	37.8383540719993	10.4525329872418	-57.3049736634249	3944.92711490978	224.19308790403	0.333909117629388	2.55580463129862	0.000195999555896019
5360	-1017.19741494849	37.8383540719993	12.194729957639	-49.8291828594964	4242.39190210554	267.910996503976	0.333909117629388	2.43081014466029	0.000192946224363296
5370	-1016.6796526504	37.8383540719993	12.194729957639	-49.8291828594964	4242.39190210554	267.910996503976	0.333909117629388	2.43081014466029	0.000195520099414798
5380	-1017.31373465753	43.2663832559728	11.0040495712837	-48.1556646942149	4289.76196520879	267.910996503976	0.333909117629388	2.27835877410663	0.000212455216859325
5390	-1017.23270874315	37.7985006314775	11.7783017282742	-53.239140595948	4552.42931610156	267.910996503976	0.316573494526487	2.92646412640157	0.000212455216859325
5400	-1016.52530616467	38.4445671608513	10.833817888962	-50.0617534375347	4552.42931610156	262.207163862088	0.316573494526487	2.92646412640157	0.000212455216859325
5410	-1016.80208204503	38.3600046887789	10.7740036430918	-47.522738867222	4212.14208296506	214.976192437949	0.345305789491629	2.92646412640157	0.000212455216859325
5420	-1017.79290290361	38.3600046887789	10.8965791205171	-53.5575060096931	4297.61197415853	255.252937983486	0.283102714323067	2.92646412640157	0.000212455216859325
5430	-1016.33297512126	40.145976241059	12.223705103704	-52.9736285324671	4417.66741851048	253.94447207754	0.278370564382091	2.84889401585397	0.0002247675843505
5440	-1017.00458824711	40.1285959855994	12.223705103704	-48.7376453021308	4761.72416489984	196.119412722487	0.306497458908483	2.84889401585397	0.0002247675843505
5450	-1017.66734226158	36.9903696185166	13.4516242162388	-45.8766378588995	4270.44352713967	216.461808422196	0.306497458908483	2.84889401585397	0.000215931997494693
5460	-1015.93224502922	36.9903696185166	12.5412236512894	-45.8766378588995	4270.44352713967	216.461808422196	0.306497458908483	2.63949670476859	0.000215931997494693
5470	-1015.2639716246	41.1684689368137	12.5412236512894	-56.0328119315121	4270.44352713967	212.095755693122	0.306497458908483	2.63949670476859	0.000215931997494693
5480	-1015.95916039152	41.1684689368137	12.5412236512894	-49.0260763295993	3979.98537748691	189.407766488712	0.306497458908483	2.63949670476859	0.000215931997494693
5490	-1014.78036250582	41.1684689368137	12.5412236512894	-49.0260763295993	3979.98537748691	189.407766488712	0.301029915828635	2.0537938777267	0.000215931997494693
5500	-1014.56387633526	39.8402233327044	12.4762444817901	-49.0260763295993	3660.07604864023	227.073206395008	0.331733099888358	2.0537938777267	0.000215931997494693
5510	-1016.50833223916	46.2717636051394	12.8275241320765	-49.0138068681785	3829.16055396254	227.073206395008	0.331733099888358	2.0537938777267	0.000207526855092979
5520	-1016.60982549014	45.4995102441533	13.598058412514	-49.0138068681785	3795.40973130587	217.047409050173	0.301726840667251	2.10679575420698	0.000234152965919517
5530	-1014.97708508867	45.4995102441533	12.5935547078872	-49.0138068681785	3795.40973130587	193.692302121121	0.285855108686424	2.28728467814304	0.000230638573714802
5540	-1014.72977185915	43.2779757669552	12.0290624225552	-49.5290345170726	3795.40973130587	193.692302121121	0.285855108686424	2.28728467814304	0.000230638573714802
5550	-1014.85808765703	43.2779757669552	12.0428219256029	-48.4778818951024	3630.16621950661	193.692302121121	0.285855108686424	2.28728467814304	0.000230638573714802
5560	-1015.26269126428	43.6943545964676	12.0428219256029	-41.3840380295093	3630.16621950661	193.692302121121	0.285855108686424	2.55815598136209	0.000244037849209625
5570	-1015.39364378132	43.6943545964676	12.0428219256029	-41.3840380295093	3630.16621950661	193.692302121121	0.352811517805125	2.42265834737027	0.000224243767783524
5580	-1015.68416355607	42.5680656236516	11.7150570328854	-41.3840380295093	3630.16621950661	193.692302121121	0.336112211998349	2.42265834737027	0.000224243767783524
5590	-1014.80574463359	42.5680656236516	13.4158764225983	-45.2643595926725	3581.10611041303	193.692302121121	0.336112211998349	2.42265834737027	0.000224243767783524
5600	-1015.96161041956	42.5680656236516	12.0210998239039	-48.9396755836477	3827.19988854831	249.453642159403	0.336112211998349	2.42265834737027	0.000224243767783524
5610	-1016.52683337102	42.5680656236516	12.0210998239039	-49.2756251886898	3827.19988854831	249.453642159403	0.336112211998349	2.28335010583583	0.000224243767783524
5620	-1016.18913495572	36.4864123413123	12.0099008147764	-55.5235684031311	3827.19988854831	196.213990337308	0.255774850193246	2.01554816758181	0.000224243767783524
5630	-1016.18802193012	36.4864123413123	12.0099008147764	-55.5235684031311	3827.19988854831	187.088192294445	0.30099404713689	2.01554816758181	0.000224243767783524
5640	-1016.05595308612	36.4864123413123	12.0099008147764	-55.5235684031311	3827.19988854831	187.088192294445	0.267073101503331	2.01554816758181	0.000224243767783524
5650	-1016.35657284135	46.5881345801185	14.2295401436767	-55.5235684031311	3827.19988854831	187.088192294445	0.267073101503331	2.04205607710653	0.000224243767783524
5660	-1017.48869031689	37.3995955694676	13.9102419678849	-64.5342613624459	3686.72014006169	227.619935281821	0.267073101503331	2.19518795917214	0.000224517790441015
5670	-1015.19637362965	37.3995955694676	12.2768540478015	-58.4057438091356	3418.19337810121	238.142180200022	0.267073101503331	1.87517246317753	0.000226380001799013
5680	-1016.02716211366	42.0160214156779	12.2768540478015	-58.4057438091356	3464.50735269532	209.490059918895	0.263615041961545	1.57228432006462	0.000226380001799013
5690	-1015.58405248739	42.0160214156779	11.953759855112	-56.4960991005611	3357.71938113804	212.09847847768	0.250162829803504	1.57228432006462	0.000226380001799013
5700	-1015.36933570997	42.0160214156779	11.953759855112	-56.4960991005611	3357.71938113804	212.09847847768	0.288506678879855	1.85483914738718	0.000226380001799013
5710	-1016.31937804196	42.0160214156779	11.953759855112	-56.4960991005611	3357.95119585714	180.3303714715	0.29349819833563	1.85483914738718	0.000226380001799013
5720	-1016.31937804196	42.0160214156779	11.953759855112	-56.4960991005611	3357.95119585714	180.3303714715	0.29349819833563	1.85483914738718	0.000226380001799013
5730	-1016.47309663723	41.3361712218013	12.8639715723556	-57.4602088069856	3608.25025206323	180.968516099968	0.325628886506718	1.75316927973811	0.000209480648794155
5740	-1017.55812894883	40.5157720038425	14.4802624126213	-57.4602088069856	3608.25025206323	180.968516099968	0.328279073964536	1.55309106507691	0.000189546500011192
5750	-1017.38831133844	37.3893735324102	14.4802624126213	-57.4602088069856	3608.25025206323	168.606687127965	0.327520085634061	1.58031154462125	0.000209846391186303
5760	-1016.90661891578	38.6896120046269	13.9325928385734	-47.8174276222452	3063.36500634092	193.098648096395	0.329188846226488	1.73805317428273	0.000216845039766321
5770	-1017.37302396359	40.4106206017376	12.3176207206581	-47.8174276222452	3192.25997162258	253.728559595577	0.329188846226488	1.73805317428273	0.000216845039766321
5780	-1016.96892895224	40.4106206017376	12.7091025230245	-54.7690420864588	3192.25997162258	203.754268054812	0.350288213037388	1.73805317428273	0.00020584851879639
5790	-1017.54201833989	40.4106206017376	13.3757479608708	-46.0094157846485	3277.8179017146	203.754268054812	0.350288213037388	1.73805317428273	0.00020584851879639
5800	-1018.33544815528	42.635256858497	13.2253101402816	-60.7685945890137	3169.88537130917	210.335888892064	0.336784770252307	1.58902016259697	0.00020365312326672
5810	-1016.21306980356	42.635256858497	13.0169586610424	-61.0447465916839	3169.88537130917	186.678783699152	0.269593611172477	2.12527973692939	0.000223193290542263
5820	-1015.828869056	42.635256858497	13.0169586610424	-64.1646077437008	3770.72920405443	200.073678284747	0.269593611172477	2.12527973692939	0.000223193290542263
5830	-1015.70283782617	42.635256858497	13.0169586610424	-65.2739512151087	4597.66909918186	220.796646954973	0.272287610956997	1.9231734382541	0.000189140930515449
5840	-1015.87591409594	42.635256858497	13.0169586610424	-65.2739512151087	4597.66909918186	213.921505386158	0.299271083592522	2.49706203686533	0.000189140930515449
5850	-1017.65836722572	42.635256858497	14.5171689911314	-58.6731068453862	4597.66909918186	196.873980704174	0.364939311434101	2.49706203686533	0.000189140930515449
5860	-1018.13850883763	44.715964294887	12.2381201857001	-58.0131963630977	4597.66909918186	196.873980704174	0.364939311434101	2.49706203686533	0.000181324898887529
5870	-1016.65127642377	40.6898860356823	12.2381201857001	-58.0131963630977	4510.04358257676	221.938712680263	0.345472487149074	2.49706203686533	0.000181324898887529
5880	-1016.49314548704	40.6898860356823	12.0710084310766	-60.2308096338025	4733.72158231653	234.608202611481	0.345472487149074	2.49706203686533	0.000181324898887529
5890	-1018.50561184957	44.9611774049507	13.2110366234675	-57.4831687834957	4972.47140362551	234.608202611481	0.325379278878481	2.49706203686533	0.000201260417264502
5900	-1017.1240373433	44.9611774049507	13.2110366234675	-60.1238636144736	4972.47140362551	254.00191736861	0.259236285507516	2.03952897347966	0.000198546599315266
5910	-1017.89740600131	37.1320273995549	13.2110366234675	-60.9274945222688	4546.37052574411	282.334875693725	0.259236285507516	2.03952897347966	0.000198546599315266
5920	-1019.88041309694	37.1320273995549	11.1110680519401	-66.4341487360254	5024.69065424092	282.334875693725	0.259236285507516	2.59160770150729	0.000208778185726028
5930	-1021.72797675936	33.335914098689	13.2281176774376	-66.4341487360254	4568.5389415616	305.302092661267	0.287001609309905	2.0409748801322	0.000194162826878839
5940	-1020.36224415393	33.335914098689	14.6096724076957	-54.2127688792597	4824.49702497449	252.208975058767	0.28239690110922	2.0409748801322	0.000194162826878839
5950	-1017.89282348997	37.2436712578564	14.6096724076957	-54.2127688792597	4824.49702497449	227.560119494563	0.28239690110922	1.70398357938148	0.000194162826878839
5960	-1018.22630120444	37.1879803173531	14.6096724076957	-54.2127688792597	4682.48176037344	227.560119494563	0.291688739928221	1.77987529017734	0.000184417193211612
5970	-1016.71143462705	36.7734979632018	13.8500250389042	-54.2127688792597	4663.84941382858	202.311477765387	0.291688739928221	1.7462715464631	0.000197455630266545
5980	-1017.37685978635	35.7373294403275	12.8829097879372	-64.6720645807618	4375.63351250231	198.992744134484	0.245345700604588	1.68612074737042	0.000202119315303851
5990	-1017.76274536482	35.7373294403275	12.8829097879372	-60.9362934128061	4375.63351250231	198.992744134484	0.245345700604588	1.68612074737042	0.000202119315303851
6000	-1017.9811081167	35.7373294403275	12.8829097879372	-59.4653931215109	4375.63351250231	198.992744134484	0.245345700604588	1.63927886971994	0.000202119315303851
6010	-1017.02417621802	35.7373294403275	12.8829097879372	-66.3198316944329	4022.7670754826	210.138493054888	0.245345700604588	1.42821179316211	0.000202119315303851
6020	-1017.15082502723	35.7373294403275	13.8675683673719	-62.0863831918959	4022.7670754826	210.138493054888	0.251282381199382	1.42821179316211	0.000202119315303851
6030	-1018.66532698517	41.3292436930517	12.3301337663606	-65.7483633393402	4022.7670754826	172.098561567932	0.251282381199382	1.42821179316211	0.00020412525990877
6040	-1019.10781028742	41.3292436930517	12.3301337663606	-70.3601158394964	3812.09828378891	172.098561567932	0.251282381199382	1.42821179316211	0.000211013081238842
6050	-1018.29613401364	41.3292436930517	12.3301337663606	-70.3601158394964	3057.92537626829	172.098561567932	0.251282381199382	1.42821179316211	0.000211013081238842
6060	-1017.37412931604	43.2055005700396	13.9723888754883	-71.2797655666194	3361.32028210975	181.03038039683	0.228784609013644	1.42821179316211	0.000211013081238842
6070	-1019.96672838528	43.2055005700396	13.8768610532161	-71.2797655666194	3292.28790606889	142.969180054254	0.239513849483725	1.79497903510766	0.000211013081238842
6080	-1019.12340798801	43.2055005700396	13.8768610532161	-69.1218936295204	3295.07274065089	142.969180054254	0.239513849483725	1.79497903510766	0.00022617018961217
6090	-1017.92204978415	43.2055005700396	14.4188720867099	-62.2596089180285	3675.75820916455	154.535600924005	0.234269703925563	1.79497903510766	0.00022617018961217
6100	-1017.36469281799	40.699531514116	14.2345604408826	-68.0997964909963	3560.674651923	219.697677283042	0.221089597316217	1.79497903510766	0.00022617018961217
6110	-1018.70055199865	38.7757376564711	13.404888707208	-73.0513288006621	3418.70144507129	166.474043211961	0.221089597316217	1.42434419037626	0.000222751138311756
6120	-1017.64150343298	38.7757376564711	13.404888707208	-73.0513288006621	3384.64215589637	188.005415210574	0.225703259592863	1.42434419037626	0.000222751138311756
6130	-1019.88217394311	48.920354028873	14.7598419988262	-73.0513288006621	3194.27171965854	204.638349299655	0.225703259592863	1.57108695831313	0.000201596771323633
6140	-1017.83188371417	45.224647991034	13.7688110082829	-79.5143269487274	3748.31245508343	210.882998270651	0.222402898850488	2.01304795556736	0.000199398747157035
6150	-1017.87196062228	45.224647991034	13.7688110082829	-74.3087057116139	4262.2884599603	250.239614711263	0.222402898850488	2.01304795556736	0.000199398747157035
6160	-1018.52134986977	42.4688980578597	12.6039309763375	-82.8339870715209	3809.7500362993	274.472834236134	0.245963425756023	2.0560437643267	0.000204923924604867
6170	-1018.88756906966	42.4688980578597	14.108301586519	-76.8968012248458	3660.88844803581	259.583043551287	0.254130174269584	2.2437982513891	0.000204923924604867
6180	-1017.5102036247	40.1964512328315	12.3480320472833	-87.7611525689481	3564.80912838947	204.012017364681	0.263960788081807	2.2437982513891	0.000204923924604867
6190	-1018.11491570071	44.8794667978662	12.2560977492228	-73.74301940132	3766.77520670205	184.497953806463	0.263960788081807	2.56420522548769	0.00022082949735207
6200	-1019.14836316427	52.7733274450907	12.6757752348417	-79.2102687177716	3725.53481025771	182.4748465706	0.263960788081807	2.37505637322167	0.000204073276160298
6210	-1019.75212210506	48.6861911537058	14.8761810647392	-79.2102687177716	3725.53481025771	185.514562344063	0.263960788081807	2.63356691632023	0.000208147159232453
6220	-1019.37803054413	41.6026149421186	10.8638765468773	-80.9726842670384	3265.82460863834	257.459177715089	0.263960788081807	2.63356691632023	0.000208147159232453
6230	-1018.43437641236	45.0330987922154	10.0916079868655	-80.9726842670384	4015.49845116081	246.996705184383	0.231962200514889	2.4978425143706	0.00021169674953889
6240	-1018.02969862178	45.0330987922154	10.0916079868655	-82.7698270934983	3921.38602096879	246.996705184383	0.26853804751621	2.34455043657239	0.000183990957999861
6250	-1022.38910089694	45.1802313085147	16.1506317602621	-80.1388041391464	3286.30281447965	207.867350847915	0.270364133899618	2.3765864165239	0.000189077154203015
6260	-1019.33668363352	45.1802313085147	11.961872589831	-86.1762674200999	3198.07715866615	207.867350847915	0.24644238591578	2.20545251987856	0.000189077154203015
6270	-1017.69499083567	48.261946519475	13.4458022380484	-85.9882597572775	3215.92899200312	207.867350847915	0.24644238591578	1.75913092115392	0.000196119693149378
6280	-1022.16277608424	48.261946519475	14.5422941612899	-91.8286336579417	3791.7071869518	143.564536688441	0.233716642734619	1.97742593206795	0.000180987913530088
6290	-1021.47789892392	42.8328575575669	11.3936549042748	-82.0313172654401	3299.38876027149	174.335931351643	0.223865687997622	1.80772485245691	0.000200014454934356
6300	-1018.78294613037	35.2698414208391	12.6005038619663	-75.2882540481038	3692.03439164875	162.726345139939	0.270260847010507	1.93827845091153	0.000205149164570357
6310	-1016.35103313258	43.2511412774068	12.6005038619663	-72.4624748070219	3692.03439164875	176.883872130761	0.270260847010507	1.93827845091153	0.000205206522549511
6320	-1017.10177080197	43.2511412774068	14.1854455371568	-70.8801144471906	3515.01357317502	161.310447203263	0.270260847010507	1.93827845091153	0.000213966034486067
6330	-1017.80933621931	43.2511412774068	14.1854455371568	-78.6114978949204	3678.40947262132	199.500539206925	0.23170392550587	1.63513777266667	0.000213966034486067
6340	-1016.78620868216	43.2511412774068	14.1854455371568	-78.6114978949204	3678.40947262132	199.500539206925	0.23170392550587	1.73099406586927	0.000201235187401046
6350	-1016.99029691984	43.2511412774068	14.1854455371568	-81.9920267136922	3592.28435097799	206.497520944228	0.23170392550587	1.5963148052845	0.000201235187401046
6360	-1016.37759322689	40.2778552605162	12.8273275449591	-81.9920267136922	3200.70814303779	219.938332283041	0.288566742592953	1.72553184370652	0.000186419188034434
6370	-1017.9054790036	39.039549072435	12.4348180334348	-80.2294273009723	3429.79480941546	232.791181569706	0.255623750000068	1.4525075062787	0.00020479476794271
6380	-1020.1869559162	50.2014117486462	12.8220140075507	-67.1319684762485	3499.61304838223	268.707848895583	0.271988209392878	2.02673264003112	0.000187907436081125
6390	-1021.10128195328	50.2014117486462	12.8981823217399	-67.1319684762485	3619.78265558785	268.707848895583	0.242752239617303	2.02673264003112	0.000188493138612442
6400	-1019.41960601704	47.7196766648285	12.8981823217399	-67.1319684762485	3619.78265558785	268.707848895583	0.276336126732771	2.39926029847145	0.000218764212507102
6410	-1016.00761157279	41.7049926736837	12.8981823217399	-67.1319684762485	3416.03419388378	215.01915835413	0.276336126732771	2.29194412215842	0.00022052078598611
6420	-1015.77808842312	41.7049926736837	12.1116142265924	-67.1319684762485	3416.03419388378	215.01915835413	0.276336126732771	2.29194412215842	0.00022052078598611
6430	-1015.06238040659	41.7049926736837	12.1116142265924	-61.4251592688067	3323.64105933283	215.01915835413	0.276336126732771	1.95433426544463	0.000221971553064499
6440	-1017.56859727557	40.2122003974807	14.8027520187252	-61.4251592688067	3323.64105933283	215.01915835413	0.276336126732771	1.72377665321578	0.000227249474002794
6450	-1018.68013645985	40.2122003974807	11.8568487280623	-63.5489948000746	2990.85098450526	210.84834891435	0.222155309903831	1.77855743107505	0.000256876927470597
6460	-1020.38574025912	40.2122003974807	14.4290396334839	-65.3289433512875	3226.98855935683	196.162382266135	0.231978815891457	1.77855743107505	0.000256876927470597
6470	-1018.82807744134	44.1225126680789	14.563775572029	-60.5366119355285	3151.57656878331	170.238853945803	0.231978815891457	1.79414996424955	0.000256876927470597
6480	-1018.44793048713	44.1225126680789	14.563775572029	-56.4258309013976	2907.3667499353	178.302199283961	0.231978815891457	1.97581728282094	0.000256876927470597
6490	-1018.4068625254	47.0552075455725	13.5541366655998	-58.7865038775405	2991.28193948288	178.302199283961	0.231978815891457	1.97581728282094	0.000256876927470597
6500	-1016.32942894205	43.5832202255497	14.0028449592974	-64.8000661740447	3497.32736272929	180.841801281303	0.252891044106697	1.68863886163094	0.00020983006265901
6510	-1017.63201369984	39.5835083292546	13.426100776659	-69.8220849402768	3497.32736272929	180.841801281303	0.252891044106697	1.6609936597497	0.000226114339845646
6520	-1015.33518644952	39.5835083292546	11.7569051082949	-60.0273234472786	3469.49513388316	242.503201620239	0.24611776635546	1.97812461092196	0.000226114339845646
6530	-1015.77174145279	39.4117103608179	12.8376175897884	-65.2212240154784	3240.05642207362	218.820666657362	0.24611776635546	1.68829503281434	0.000226114339845646
6540	-1016.79566500415	39.4117103608179	12.8376175897884	-65.2212240154784	3240.60862562919	199.743074003825	0.277535153444391	1.68829503281434	0.000226114339845646
6550	-1020.4600812497	39.8453909938473	13.9753725031059	-67.1696473009291	3650.45373949256	199.743074003825	0.277535153444391	1.62523614365342	0.000226140396347342
6560	-1019.55425764689	35.4635941513807	14.1003342013312	-75.6921808081589	3630.48245700848	154.222590928868	0.299498653656888	1.53653742590351	0.000175606954157552
6570	-1020.7193931273	39.9869011754114	14.6729718883691	-75.6921808081589	4233.31935845658	129.875399253429	0.299498653656888	1.53653742590351	0.000175606954157552
6580	-1021.74798250729	39.0630116779373	18.390089701373	-82.5550508565561	3917.3146597593	129.875399253429	0.286416865021632	1.5770255393473	0.000167823169926408
6590	-1020.89641076991	39.0630116779373	18.2398588398116	-92.2330610890099	3550.99981368887	129.875399253429	0.305273757642267	1.63695223479633	0.000167878394227284
6600	-1019.69158376777	40.2716128189675	15.9708931756705	-84.7388281194503	3550.99981368887	133.904857309844	0.321821199017235	1.49370643059012	0.000174350700416946
6610	-1020.39927860679	40.2716128189675	15.9708931756705	-84.7388281194503	3550.99981368887	133.904857309844	0.304324200915938	1.32826206902094	0.000169482463440596
6620	-1021.65523800939	40.2716128189675	15.9708931756705	-93.9463441421715	3550.99981368887	133.904857309844	0.318004403102137	1.28855516517691	0.000156172369824959
6630	-1020.45096577075	39.3046013192604	14.713415219133	-99.3200615306822	3175.7432436571	168.317933175118	0.307125562825902	1.45361288924976	0.000156172369824959
6640	-1020.75547298785	38.078926233974	14.2901703179111	-101.243741813986	3175.7432436571	158.992626974771	0.346085378641907	1.37659608667178	0.000156172369824959
6650	-1020.68594580336	38.078926233974	15.2109072306292	-103.252721173359	3175.7432436571	158.992626974771	0.346085378641907	1.37659608667178	0.000156172369824959
6660	-1020.2118018831	35.9924919234738	15.2109072306292	-103.252721173359	2982.60598903911	158.992626974771	0.346085378641907	1.57769069282119	0.000164741924079166
6670	-1022.01074749577	34.4562844726959	13.1305008069902	-96.0231696963181	2982.60598903911	158.992626974771	0.346085378641907	1.4346933407931	0.000164741924079166
6680	-1020.99432857965	34.4562844726959	13.1305008069902	-94.2835739037991	2982.60598903911	189.898403459625	0.321339484059011	1.4346933407931	0.000164741924079166
6690	-1020.10228095285	37.322123051663	13.1305008069902	-94.2835739037991	2982.60598903911	189.898403459625	0.273983151831173	1.27017516197573	0.00016973741667561
6700	-1018.94788938041	37.322123051663	13.1305008069902	-98.9933742281877	3061.64036370939	189.898403459625	0.273983151831173	1.61231446165872	0.00019662214207855
6710	-1018.58543863898	37.322123051663	13.1305008069902	-98.9933742281877	2916.9779935558	189.898403459625	0.273983151831173	1.61231446165872	0.00019662214207855
6720	-1018.52436240665	40.5985049079187	13.4328999571897	-92.4126692170938	2916.9779935558	189.898403459625	0.239184134567451	1.79655044502881	0.00019662214207855
6730	-1024.5280427656	40.5739946376017	11.7439874796189	-95.3206514386267	2324.66053162305	221.95541256752	0.258637889982133	2.22887019910638	0.00022340471708438
6740	-1025.19452859912	40.0268697381684	11.7439874796189	-116.246420298918	2367.01104088553	221.95541256752	0.258637889982133	2.22887019910638	0.000211826016473954
6750	-1024.95183454202	40.0268697381684	11.7439874796189	-116.246420298918	2367.01104088553	221.95541256752	0.258637889982133	2.22887019910638	0.000210563361211057
6760	-1024.61065059408	40.0268697381684	11.7439874796189	-114.519190999665	2367.01104088553	206.401369108421	0.238476127758668	1.72623291081101	0.000182599422824384
6770	-1024.45130065829	40.0268697381684	11.7439874796189	-111.871636525533	2367.01104088553	192.755240989868	0.25491332456151	1.83116190593911	0.000182599422824384
6780	-1021.52909735796	40.8999417994145	11.5016394470135	-94.1924992646007	2454.11930190322	194.414922564479	0.300374112688509	1.57895187238083	0.000188231022353349
6790	-1025.00245067839	40.8999417994145	11.5016394470135	-89.8344560737641	2337.40499784441	194.414922564479	0.356925946936812	1.59893393020113	0.000188231022353349
