iteration	likelihood	noise_sigma_ASN_surf_IFN1_data10	noise_sigma_SSL_surf_IFN1_data0	noise_sigma_SSL_surf_none_data0	upfactor	s1	s2	sf	gM
2000	-3379.20308982615	297.794195543013	999.905179597926	690.750329000027	0.181455074705545	6.02367720953771	0.130452845247566	6.26350956299084	0.011707901393846
2010	-3381.19981884702	297.794195543013	999.905179597926	671.764232060971	0.181294685247761	6.17897478669222	0.130986005447679	6.29728082338376	0.011707901393846
2020	-3379.64308052616	305.859750567659	999.905179597926	648.205856754578	0.181380231659208	6.17897478669222	0.129272006270484	6.21575753524597	0.0119796851784031
2030	-3378.36088062934	305.859750567659	999.905179597926	653.455069721649	0.184999398687152	5.93987347420754	0.130145326069354	6.21575753524597	0.0123383968724375
2040	-3379.20798722842	305.859750567659	999.905179597926	714.246969896082	0.18431911239626	5.98964648584533	0.130145326069354	6.20511282268906	0.0131657174652321
2050	-3379.94122323526	301.382331013292	999.905179597926	714.246969896082	0.181739825140087	6.08919252849101	0.136432924842125	6.20511282268906	0.0127682807263485
2060	-3384.4276820932	280.056584644145	999.905179597926	812.839661530701	0.184185796313769	6.02971007184941	0.136432924842125	6.20511282268906	0.0127682807263485
2070	-3385.48456135125	280.056584644145	999.905179597926	866.840398772133	0.181469057908635	6.02971007184941	0.136432924842125	6.20511282268906	0.0127682807263485
2080	-3384.37364102301	298.622643270996	999.905179597926	866.840398772133	0.181469057908635	6.02971007184941	0.136432924842125	6.33242991470754	0.0122492913897866
2090	-3386.95460944657	298.622643270996	999.905179597926	948.415744903799	0.181469057908635	6.02971007184941	0.136432924842125	6.33242991470754	0.0122492913897866
2100	-3386.29693722972	301.762552387846	999.905179597926	948.415744903799	0.181999693582988	6.17175280779966	0.136432924842125	6.19750978130742	0.0122492913897866
2110	-3383.03628852797	329.821043758259	999.905179597926	891.69568513924	0.184045547882813	6.15309150752594	0.121837503738222	6.16204921476174	0.0116736737892059
2120	-3385.37736214343	329.821043758259	999.905179597926	881.781380158104	0.187278608575991	6.15309150752594	0.127507434250975	6.15546061637406	0.00962141114278523
2130	-3389.09109701422	329.821043758259	999.905179597926	834.631168857947	0.187405909583488	6.15309150752594	0.130933202517835	6.25105799700133	0.00887663936343648
2140	-3386.28520011401	329.821043758259	999.905179597926	834.631168857947	0.183824845122991	6.13649752805731	0.138921361299208	6.2339403619933	0.00887663936343648
2150	-3385.34652894667	326.201515737826	999.905179597926	794.628196082108	0.180790840260783	6.13649752805731	0.148922188906578	6.27797826451224	0.00974590193049412
2160	-3383.19351829374	345.940090955596	999.905179597926	789.391223372005	0.180734530931314	6.10610602348745	0.13006452350163	6.42784788604785	0.00974590193049412
2170	-3382.30020419345	345.940090955596	999.905179597926	733.450315120592	0.181143642653572	6.07210941573723	0.13006452350163	6.42784788604785	0.00968233759368109
