Time	Me-P1	Me-P2	Me-P3	Me-P4	Me-P5	Me-P6	Me-P7	Me-P8	Me-P9
0	0	0	0	0	0	0	0	0	0
3.60001936685465	0	0	0	0	0	0	0	0	0
7.2000240759251	0	0	0	0	0	0	0	0	0
10.800069226364	0	0	0	0	0	0	0	0	0
14.400026870402	0	0	0	0	0	0	0	0	0
18.0000852593617	0	0	0	0	0	0	0	0	0
21.6000729821612	0	0	0	0	0	0	0	0	0
25.2001132133656	0	0	0	0	0	0	0	0	0
28.800167702973	0	0	0	0	0	0	0	0	0
32.4001856833237	0	0	0	0	0	0	0	0	0
36.0002225328986	0	0	0	0	0	0	0	0	0
39.6002280989115	0	0	0	0	0	0	0	0	0
43.2002174836694	0	0	0	0	0	0	0	0	0
46.8002669310171	0	0	0	0	0	0	0	0	0
50.4002914243505	0	0	0	0	0	0	0	0	0
54.0003012858409	0	0	0	0	0	0	0	0	0
57.6003258344199	0	0	0	0	0	0	0	0	0
61.2003284683842	0	0	0	0	0	0	0	0	0
64.8003418143507	0	0	0	0	0	0	0	0	0
68.4003503596471	0	0	0	0	0	0	0	0	0
72.0003427303012	0	0	0	0	0	0	0	0	0
75.6003833587379	0	0	0	0	0	0	0	0	0
79.2003956163786	0	0	0	0	0	0	0	0	0
82.8004120382279	0	0	0	0	0	0	0	0	0
86.4004140301216	0	0	0	0	0	0	0	0	0
90.0004089823231	0	0	0	0	0	0	0	0	0
93.6004128730904	0	0	0	0	0	0	0	0	0
97.2004407863209	0	0	0	0	0	0	0	0	0
100.800458036433	0	0	0	0	0	0	0	0	0
104.400458338732	0	0	0	0	0	0	0	0	0
108.000537742556	0	0	0	0	0	0	0	0	0
111.600543172022	0	0	0	0	0	0	0	0	0
115.200547282496	0	0	0	0	0	0	0	0	0
118.800533084371	0	0	0	0	0	0	0	0	0
122.400544001262	0	0	0	0	0	0	0	0	0
126.000503588183	0	0	0	0	0	0	0	0	0
129.600522774663	0	0	0	0	0	0	0	0	0
133.200569929699	0	0	0	0	0	0	0	0	0
136.800566961959	0	0	0	0	0	0	0	0	0
140.400579632724	0	0	0	0	0	0	0	0	0
144.000593714082	0	0	0	0	0	0	0	0	0
147.60062587087	0	0	0	0	0	0	0	0	0
151.200631271771	0	0	0	0	0	0	0	0	0
154.800646162996	0	0	0	0	0	0	0	0	0
158.400649144274	0	0	0	0	0	0	0	0	0
162.000701675533	0	0	0	0	0	0	0	0	0
165.600708658063	0	0	0	0	0	0	0	0	0
169.20073695586	0	0	0	0	0	0	0	0	0
172.800733598053	0	0	0	0	0	0	0	0	0
176.400776847806	0	0	0	0	0	0	0	0	0
180.000801791466	0	0	0	0	0	0	0	0	0
183.600796446289	0	0	0	0	0	0	0	0	0
187.200833889561	0	0	0	0	0	0	0	0	0
190.800843006941	0	0	0	0	0	0	0	0	0
194.400858881376	0	0	0	0	0	0	0	0	0
198.000861000742	0	0	0	0	0	0	0	0	0
201.600913559036	0	0	0	0	0	0	0	0	0
205.200976133725	0	0	0	0	0	0	0	0	0
208.800943443652	0	0	0	0	0	0	0	0	0
212.401013002977	0	0	0	0	0	0	0	0	0
216.001022808254	0	0	0	0	0	0	0	0	0
219.601044368268	0	0	0	0	0	0	0	0	0
223.201067261936	0	0	0	0	0	0	0	0	0
226.801123115445	0	0	0	0	0	0	0	0	0
230.401171396004	0	0	0	0	0	0	0	0	0
234.001167031914	0	0	0	0	0	0	0	0	0
237.601147645653	0	0	0	0	0	0	0	0	0
241.20118755403	0	0	0	0	0	0	0	0	0
244.80113961214	0	0	0	0	0	0	0	0	0
248.401207590426	0	0	0	0	0	0	0	0	0
252.001215106382	0	0	0	0	0	0	0	0	0
255.601225230417	0	0	0	0	0	0	0	0	0
259.201290995003	0	0	0	0	0	0	0	0	0
262.801366313802	0	0	0	0	0	0	0	0	0
266.40139842885	0	0	0	0	0	0	0	0	0
270.001335759795	0	0	0	0	0	0	0	0	0
273.601321103263	0	0	0	0	0	0	0	0	0
277.201440208209	0	0	0	0	0	0	0	0	0
280.801473908046	0	0	0	0	0	0	0	0	0
284.401503130421	0	0	0	0	0	0	0	0	0
288.001487059396	0	0	0	0	0	0	0	0	0
291.601504712774	0	0	0	0	0	0	0	0	0
295.201508712081	0	0	0	0	0	0	0	0	0
298.801518578387	0	0	0	0	0	0	0	0	0
302.401521562601	0	0	0	0	0	0	0	0	0
306.001558954605	0	0	0	0	0	0	0	0	0
309.601551395584	0	0	0	0	0	0	0	0	0
313.20156005146	0	0	0	0	0	0	0	0	0
316.801575163444	0	0	0	0	0	0	0	0	0
320.401590414774	0	0	0	0	0	0	0	0	0
324.001583686737	0	0	0	0	0	0	0	0	0
327.60164413634	0	0	0	0	0	0	0	0	0
331.201664832266	0	0	0	0	0	0	0	0	0
334.801672364984	0	0	0	0	0	0	0	0	0
338.401673951424	0	0	0	0	0	0	0	0	0
342.001665758679	0	0	0	0	0	0	0	0	0
345.601639548614	0	0	0	0	0	0	0	0	0
349.201763203605	0	0	0	0	0	0	0	0	0
352.801743944367	0	0	0	0	0	0	0	0	0
356.40177517637	0	0	0	0	0	0	0	0	0
360.001774666686	0	0	0	0	0	0	0	0	0
363.601775169734	0	0	0	0	0	0	0	0	0
367.201793102044	0	0	0	0	0	0	0	0	0
370.801758838003	0	0	0	0	0	0	0	0	0
374.40180130303	0	0	0	0	0	0	0	0	0
378.001800498147	0	0	0	0	0	0	0	0	0
381.601820013978	0	0	0	0	0	0	0	0	0
