iteration	likelihood	noise_sigma_SSL_surf_IFN1_data0	noise_sigma_SSL_surf_none_data0	upfactor	s1	s2	sf	gM
2000	-2100.56797798636	999.458423179409	427.291430352781	17.0768426940029	0.263086504073688	1.11592471213278	0.0665234222276289	1.18579387858549
2010	-2100.16526523689	999.458423179409	427.291430352781	16.7112030872171	0.266312340291985	1.08260387840471	0.0669715931480587	1.18579387858549
2020	-2100.42878170589	999.851004935475	421.265606485551	16.8751619365679	0.266312340291985	1.05246178183025	0.0669715931480587	1.22978868411221
2030	-2100.41292947216	999.851004935475	435.437586792562	16.9415070613664	0.266312340291985	1.05246178183025	0.0669715931480587	1.22978868411221
2040	-2100.00481768984	999.851004935475	435.437586792562	16.9415070613664	0.266312340291985	1.08273726245882	0.0660738633881531	1.22978868411221
2050	-2099.16441454214	999.851004935475	435.437586792562	16.9415070613664	0.266312340291985	1.08273726245882	0.0667532894547267	1.20295413513257
2060	-2102.87852338839	999.851004935475	437.068132350419	17.3682874302024	0.252588533145411	1.11339985370852	0.0673590232594419	1.27446020618227
2070	-2103.37074707243	999.851004935475	427.802338188517	17.3386630722734	0.252588533145411	1.11339985370852	0.0673590232594419	1.28788591632754
2080	-2099.90231795786	999.851004935475	427.802338188517	17.3386630722734	0.252588533145411	1.105241387535	0.0664028400707591	1.17206301102915
2090	-2099.90231795786	999.851004935475	427.802338188517	17.3386630722734	0.252588533145411	1.105241387535	0.0664028400707591	1.17206301102915
2100	-2101.16407819943	999.851004935475	424.390502472771	17.3386630722734	0.252588533145411	1.105241387535	0.0664028400707591	1.14177390309758
2110	-2099.04152124445	999.851004935475	424.390502472771	17.1897776751099	0.25838877322863	1.105241387535	0.0664028400707591	1.14177390309758
2120	-2098.96482621808	999.851004935475	426.524019978182	17.2461087796227	0.25838877322863	1.105241387535	0.0664028400707591	1.18791617633413
2130	-2100.05066384722	999.851004935475	426.524019978182	16.8854171919752	0.266483341166468	1.105241387535	0.0663963888173288	1.18791617633413
2140	-2101.01241814345	999.851004935475	426.524019978182	16.8854171919752	0.26870729764111	1.15101225475468	0.0663963888173288	1.18791617633413
2150	-2100.56670718462	999.851004935475	426.742898168545	17.1535259402543	0.26870729764111	1.14434559276851	0.0663963888173288	1.21915701711239
2160	-2100.28940460701	999.851004935475	426.742898168545	16.9025073601847	0.267703656267755	1.10481442039131	0.0663963888173288	1.21915701711239
2170	-2099.7682533555	999.851004935475	426.742898168545	16.9025073601847	0.268760271807594	1.10481442039131	0.0663963888173288	1.20574440139593
2180	-2100.10405915911	999.851004935475	426.194897358396	16.9025073601847	0.274943730103593	1.10481442039131	0.0663963888173288	1.20574440139593
2190	-2098.41317101252	999.851004935475	426.194897358396	17.1096213507633	0.264838620846633	1.13666019745862	0.0663963888173288	1.19086683620012
2200	-2098.09033441887	999.851004935475	425.62000070943	17.1096213507633	0.264838620846633	1.1216694772785	0.0663963888173288	1.20369711522106
2210	-2098.88252710328	999.851004935475	414.182969776329	17.1096213507633	0.264838620846633	1.1216694772785	0.0668535631189046	1.17299707431049
2220	-2099.37038937737	999.851004935475	408.665283837726	16.618673113801	0.264838620846633	1.07988543693631	0.0679263844617214	1.17299707431049
2230	-2100.59134723921	999.851004935475	408.665283837726	16.618673113801	0.259885073530666	1.01796182592396	0.069064477584947	1.10488124335807
2240	-2099.49735657147	999.851004935475	405.959000698377	16.6020112517232	0.256910449989351	1.0343734187425	0.069064477584947	1.11582213998182
2250	-2100.12553419707	999.851004935475	405.959000698377	16.9688847478412	0.260233625739143	1.05478844959101	0.0677169326384224	1.19015664055599
2260	-2099.56975806934	999.586672297979	411.453124165135	16.9688847478412	0.260233625739143	1.05731786753246	0.0673480827353629	1.17665495474644
2270	-2101.4325845399	999.586672297979	411.453124165135	16.7004868061358	0.260348437543867	1.05003298682346	0.0673480827353629	1.17665495474644
2280	-2102.97807713859	998.710133555648	413.221548531435	16.263308820865	0.268712132957967	1.05157159201033	0.069598725422279	1.1380052651648
2290	-2102.49877437175	998.710133555648	408.484513814492	16.1370926084678	0.268712132957967	1.07817201351577	0.069598725422279	1.1380052651648
2300	-2102.60586980877	998.710133555648	409.5574049408	16.1360175508147	0.26459871041397	1.06590151817912	0.069598725422279	1.1380052651648
2310	-2104.46859219697	998.416928309225	407.085984489186	16.1360175508147	0.26459871041397	1.00217859623818	0.0698148827478655	1.10845600005518
2320	-2105.58193836986	998.416928309225	407.085984489186	16.2187280472019	0.26459871041397	1.00217859623818	0.0693671913972205	1.06244921375841
2330	-2105.01720783287	998.416928309225	405.253820242427	16.2294508101849	0.26459871041397	1.00217859623818	0.0693671913972205	1.08280866397611
2340	-2104.60795273191	998.416928309225	405.253820242427	16.2294508101849	0.26459871041397	1.00217859623818	0.0693547268756572	1.11234014741904
2350	-2107.90563268021	999.621863263695	412.152360209401	16.8380560558053	0.262487739944627	1.00217859623818	0.0693547268756572	1.08542627131141
2360	-2104.00024906109	999.621863263695	412.152360209401	16.8380560558053	0.258922333106412	1.00217859623818	0.0669911918227683	1.08542627131141
2370	-2101.91940512082	999.556360390151	414.487782992758	16.8380560558053	0.254113635517856	1.00217859623818	0.0669911918227683	1.19268750335506
2380	-2101.23672056219	999.556360390151	406.599875586804	16.8380560558053	0.263290040444827	1.01537029558509	0.0669911918227683	1.19268750335506
2390	-2100.62812895714	999.556360390151	413.250737481959	17.0698186813435	0.257876520366018	1.01537029558509	0.0669911918227683	1.17211357627711
2400	-2101.09620728649	999.556360390151	409.843148937641	17.0698186813435	0.260070199343975	1.01821428767597	0.0660796646067763	1.2642373635043
2410	-2100.44171404934	999.556360390151	409.843148937641	17.0698186813435	0.260070199343975	1.00772258451773	0.0662603188437517	1.22361332394743
2420	-2099.23515686983	999.556360390151	409.556495207792	17.0698186813435	0.260070199343975	1.04361570040825	0.0669098100914033	1.16126616031849
2430	-2103.37878403607	999.556360390151	408.111018706549	16.9748582043915	0.264334952276505	1.07511264065899	0.0681987112662376	1.15041156115573
2440	-2099.81187721496	999.556360390151	413.930935758529	17.051455847804	0.264334952276505	1.05789152600755	0.0669923469682306	1.14500619817272
2450	-2099.70240209583	999.556360390151	416.881223374316	17.051455847804	0.264334952276505	1.05789152600755	0.0669923469682306	1.14500619817272
2460	-2099.21670155943	999.556360390151	416.881223374316	17.051455847804	0.255943755790107	1.06539247499881	0.0669923469682306	1.1585257818154
2470	-2101.24748117515	999.556360390151	416.881223374316	17.0986444358064	0.256251809647124	1.04944493429404	0.0670571192426451	1.07833689386547
2480	-2102.36118154584	999.556360390151	416.881223374316	17.0986444358064	0.2556973532972	0.994504415075805	0.0670571192426451	1.07833689386547
2490	-2102.95004308085	999.556360390151	416.881223374316	17.0413385001244	0.262961888371728	0.998180967803728	0.0670571192426451	1.08844551074925
2500	-2102.41673520162	999.556360390151	419.554571669362	17.0365101454515	0.260626384266708	0.989428581545127	0.0669105719122487	1.08844551074925
2510	-2103.88350595897	999.773030288697	418.334963963807	17.1252460444472	0.263893010983604	0.989428581545127	0.0670943239319395	1.17972894304387
2520	-2103.2229836354	999.773030288697	423.129062475636	17.1252460444472	0.263893010983604	1.01292728885337	0.0673039473985076	1.17972894304387
2530	-2100.36804106246	999.428319006131	426.431656069638	17.8807995587371	0.25113535807593	1.01292728885337	0.065102544507969	1.22892278556041
2540	-2099.62452351911	999.428319006131	426.431656069638	17.8807995587371	0.247311218049679	1.04597771492114	0.065102544507969	1.22892278556041
2550	-2100.64838291587	999.428319006131	426.431656069638	17.8807995587371	0.247311218049679	1.03212786163844	0.0645111681555219	1.20232953416857
2560	-2102.31048610811	999.428319006131	426.431656069638	17.8807995587371	0.247311218049679	1.05051726671726	0.0649379088545221	1.12017987745649
2570	-2101.46504019483	999.428319006131	426.431656069638	17.8807995587371	0.251245774156137	1.00481045847714	0.0649527484910486	1.12017987745649
2580	-2101.04737974656	999.428319006131	430.727057618068	17.8807995587371	0.25480635832737	1.02320370840368	0.0643675178330641	1.12017987745649
2590	-2100.2835014139	999.428319006131	424.428525315716	17.8807995587371	0.25480635832737	1.02320370840368	0.0643675178330641	1.14833794247095
2600	-2102.8833978878	999.428319006131	421.648669902785	17.8391967628823	0.25480635832737	1.03531864164631	0.0651738854538066	1.07316231169966
2610	-2101.348142672	999.428319006131	423.946917970914	17.7102779331409	0.25480635832737	1.03531864164631	0.0651738854538066	1.0969004738645
2620	-2099.77546106367	999.428319006131	423.946917970914	17.7102779331409	0.25480635832737	1.03531864164631	0.0651738854538066	1.14512967013464
2630	-2099.76942636936	999.428319006131	423.946917970914	17.7102779331409	0.25480635832737	1.03593602561223	0.0651738854538066	1.14512967013464
2640	-2099.76942636936	999.428319006131	423.946917970914	17.7102779331409	0.25480635832737	1.03593602561223	0.0651738854538066	1.14512967013464
2650	-2101.39550564846	999.428319006131	423.946917970914	17.7102779331409	0.260447692337766	1.03166501600433	0.0651738854538066	1.14512967013464
2660	-2101.39550564846	999.428319006131	423.946917970914	17.7102779331409	0.260447692337766	1.03166501600433	0.0651738854538066	1.14512967013464
2670	-2101.55369120286	999.428319006131	423.946917970914	17.7102779331409	0.255931025154512	0.986553133106373	0.0651738854538066	1.14273225976407
2680	-2101.78300989388	999.428319006131	427.087594169016	17.7086908366923	0.254590073907752	0.986553133106373	0.0651738854538066	1.13239086692464
2690	-2103.30670599396	999.428319006131	429.438298264403	17.5204436878953	0.254590073907752	0.948423904893129	0.0654985604787267	1.12737554977712
2700	-2103.92762095612	999.428319006131	429.438298264403	17.5204436878953	0.249696129768574	0.948423904893129	0.0654985604787267	1.09650520209583
2710	-2102.12036455405	999.428319006131	429.438298264403	17.376157191168	0.253055750804035	0.956679385600604	0.0654985604787267	1.17953116626074
2720	-2101.46819883284	999.428319006131	429.438298264403	17.3410899199978	0.253055750804035	0.956679385600604	0.0658154906267065	1.18249029926258
2730	-2101.71745428302	999.428319006131	438.347415839081	17.0580326606769	0.257216920542789	0.980513917724837	0.0663121816389268	1.17742816806105
2740	-2100.57102305184	999.428319006131	444.621199969736	17.0580326606769	0.26060088362372	0.980513917724837	0.0663121816389268	1.17742816806105
2750	-2102.1515430543	999.428319006131	444.621199969736	17.0580326606769	0.26060088362372	0.954727692246344	0.0663121816389268	1.17742816806105
2760	-2102.39593695624	999.428319006131	452.387386436166	17.1433466399528	0.26060088362372	0.954727692246344	0.0663121816389268	1.17742816806105
2770	-2100.94835361037	999.339374581712	449.233290104698	17.1433466399528	0.263133577713244	1.00702843315517	0.065376129707165	1.17742816806105
2780	-2100.13567817836	999.339374581712	449.233290104698	17.1433466399528	0.268002302287322	1.0251937372122	0.065376129707165	1.17742816806105
2790	-2100.96448453691	999.339374581712	449.233290104698	17.1433466399528	0.268002302287322	1.0251937372122	0.065376129707165	1.20575490025336
2800	-2101.04043841633	999.124439327617	444.271892552663	17.0471943565476	0.268002302287322	1.02579927628402	0.0653806595175846	1.22380808470105
2810	-2100.21550930585	999.124439327617	444.271892552663	17.4312182500766	0.256003374581612	1.02288376956698	0.065579209372047	1.22380808470105
2820	-2100.12254600473	999.124439327617	444.271892552663	17.3920458273767	0.256003374581612	1.02288376956698	0.065579209372047	1.20486931239841
2830	-2101.82625556691	999.124439327617	444.271892552663	17.3920458273767	0.24894040364561	1.01522060373614	0.065579209372047	1.20486931239841
2840	-2100.9987382934	999.124439327617	450.640836048433	17.3920458273767	0.24894040364561	1.01522060373614	0.0661362909442877	1.15928232513177
2850	-2101.58190784247	999.124439327617	447.106478153939	17.3802429542306	0.254822320093682	1.01522060373614	0.0661362909442877	1.11958693545543
2860	-2102.15461615445	999.124439327617	447.106478153939	17.7312859947181	0.245377536434224	1.01522060373614	0.0661362909442877	1.11958693545543
2870	-2101.21295915123	999.124439327617	452.878008920364	17.4991840840188	0.2491538324153	1.03931065412359	0.0661362909442877	1.12594736883548
2880	-2101.19768014309	999.124439327617	454.531537383538	17.4991840840188	0.2491538324153	1.03931065412359	0.0661362909442877	1.12594736883548
2890	-2101.65608050637	999.124439327617	454.531537383538	17.4991840840188	0.250678922095546	1.07887339881485	0.0661362909442877	1.12594736883548
2900	-2100.41639676412	999.124439327617	460.994928199514	17.4991840840188	0.254917045729623	1.04885366701892	0.0661362909442877	1.12594736883548
2910	-2101.99716593834	999.124439327617	460.994928199514	17.4991840840188	0.256982220017328	1.04885366701892	0.0661362909442877	1.0705026382363
2920	-2101.99716593834	999.124439327617	460.994928199514	17.4991840840188	0.256982220017328	1.04885366701892	0.0661362909442877	1.0705026382363
2930	-2103.22928870874	999.124439327617	454.099092754157	17.4991840840188	0.256982220017328	1.04885366701892	0.0644649893176111	1.15278500591617
2940	-2100.12983488867	999.124439327617	453.452573871456	17.498226708563	0.263257675801115	1.07886535042979	0.0644649893176111	1.22634475641273
2950	-2100.84322870367	999.124439327617	461.648372151631	17.6154857627048	0.263857575618744	1.12370532749472	0.0644649893176111	1.28226370516397
