iteration	likelihood	noise_sigma_SSL_surf_IFN1_data0	noise_sigma_SSL_surf_none_data0	gM	upfactor	offset	s1	s2	sf
5000	-1021.70534938223	43.5706660435302	14.9662377766044	2.22263258697898	50.1722623295667	201.79322216008	0.107125937436927	0.689498802597703	0.00898953403048079
5010	-1021.70534938223	43.5706660435302	14.9662377766044	2.22263258697898	50.1722623295667	201.79322216008	0.107125937436927	0.689498802597703	0.00898953403048079
5020	-1018.75146233746	43.5706660435302	14.9662377766044	2.22263258697898	47.4188217827423	229.763644634593	0.115378287375403	0.689498802597703	0.00956370279211049
5030	-1015.8413616284	40.6627971920053	14.9662377766044	2.48655650809196	47.4188217827423	205.273989454203	0.11542990203644	0.831008900797195	0.00943880992437439
5040	-1014.13937704053	39.0427301954375	13.6480799078586	2.48655650809196	42.7150044428271	243.565018203881	0.140972866476734	0.876357155687247	0.00943880992437439
5050	-1015.4178998091	34.802527021761	15.2353870352706	2.48655650809196	42.7150044428271	243.565018203881	0.140972866476734	0.855102397567971	0.00943880992437439
5060	-1013.91036991126	36.335858778461	12.4325323111031	2.57680449530431	45.452811522282	260.436275811444	0.140972866476734	0.855102397567971	0.00907140256269852
5070	-1015.16343067856	34.2709612851797	12.4325323111031	2.57680449530431	43.1579861736631	258.936327654002	0.122822397746166	0.759927319107257	0.00907140256269852
5080	-1014.9316181128	34.5546934097557	13.0256522757007	2.46811978762428	43.9811694923653	274.134559923881	0.114185997910483	0.664221215322953	0.00947714975020758
5090	-1014.42885958572	35.4143256644331	13.0256522757007	2.57972475811835	45.3705993669258	274.134559923881	0.114185997910483	0.877499794529547	0.00947714975020758
5100	-1015.67201861044	38.27828032224	11.6336790703317	2.3280433233769	43.6440497944431	273.000049443198	0.155084061145303	0.868020818629577	0.00908555690666137
5110	-1015.95822698718	38.27828032224	11.6336790703317	2.63017789407832	44.3484606066413	233.055497336893	0.155084061145303	0.868020818629577	0.0089942722633328
