Time	Me-P1	Me-P2	Me-P3	Me-P4	Me-P5	Me-P6	Me-P7	Me-P8	Me-P9
0	0	0	0	0	0	0	0	0	0
3.59999298906687	0	0	0	0	0	0	0	0	0
7.19993446891265	0	0	0	0	0	0	0	0	0
10.8000434070059	0	0	0	0	0	0	0	0	0
14.4000603371525	0	0	0	0	0	0	0	0	0
18.0000900773454	0	0	0	0	0	0	0	0	0
21.6000919330792	0	0	0	0	0	0	0	0	0
25.2001164734323	0	0	0	0	0	0	0	0	0
28.800081239367	0	0	0	0	0	0	0	0	0
32.4001252407293	0	0	0	0	0	0	0	0	0
36.0001326883177	0	0	0	0	0	0	0	0	0
39.6001339105328	0	0	0	0	0	0	0	0	0
43.2001379588271	0	0	0	0	0	0	0	0	0
46.8001586410014	0	0	0	0	0	0	0	0	0
50.4002034231987	0	0	0	0	0	0	0	0	0
54.0001916649162	0	0	0	0	0	0	0	0	0
57.6002341892575	0	0	0	0	0	0	0	0	0
61.2002423443648	0	0	0	0	0	0	0	0	0
64.8002592481114	0	0	0	0	0	0	0	0	0
68.4002853202097	0	0	0	0	0	0	0	0	0
72.0003116535488	0	0	0	0	0	0	0	0	0
75.6003096855386	0	0	0	0	0	0	0	0	0
79.2003067572785	0	0	0	0	0	0	0	0	0
82.8003447182365	0	0	0	0	0	0	0	0	0
86.40034595732	0	0	0	0	0	0	0	0	0
90.0004072783753	0	0	0	0	0	0	0	0	0
93.6004019436492	0	0	0	0	0	0	0	0	0
97.2004721812843	0	0	0	0	0	0	0	0	0
100.800470791371	0	0	0	0	0	0	0	0	0
104.400487582076	0	0	0	0	0	0	0	0	0
108.000472717284	0	0	0	0	0	0	0	0	0
111.6005187928	0	0	0	0	0	0	0	0	0
115.200552574198	0	0	0	0	0	0	0	0	0
118.800597157524	0	0	0	0	0	0	0	0	0
122.40065616976	0	0	0	0	0	0	0	0	0
126.00067213635	0	0	0	0	0	0	0	0	0
129.600679328617	0	0	0	0	0	0	0	0	0
133.200696401109	0	0	0	0	0	0	0	0	0
136.800705245782	0	0	0	0	0	0	0	0	0
140.400729585292	0	0	0	0	0	0	0	0	0
144.000750974063	0	0	0	0	0	0	0	0	0
147.600716672474	0	0	0	0	0	0	0	0	0
151.200765208732	0	0	0	0	0	0	0	0	0
154.800806816091	0	0	0	0	0	0	0	0	0
158.400793751797	0	0	0	0	0	0	0	0	0
162.000809236206	0	0	0	0	0	0	0	0	0
165.600847914869	0	0	0	0	0	0	0	0	0
169.200807591564	0	0	0	0	0	0	0	0	0
172.800899145941	0	0	0	0	0	0	0	0	0
176.400940217167	0	0	0	0	0	0	0	0	0
180.000933557859	0	0	0	0	0	0	0	0	0
