iteration	likelihood	noise_sigma_SSL_surf_IFN1_data0	noise_sigma_SSL_surf_none_data0	upfactor	offset	s1	s2	sf
5000	-1022.3492060912	49.5811104464972	11.8507887817037	2901.04606699185	176.253856982897	0.240507393761233	1.75816845963055	0.00014790671760623
5010	-1023.93906083343	49.5811104464972	11.8507887817037	2459.48641311368	189.968135174468	0.236085405943173	1.30279476538267	0.000138901871804647
5020	-1020.53159632492	44.2058879920322	14.4692552321587	2851.30503681538	164.732173591291	0.257713272673982	1.59793778278082	0.000145086824566667
5030	-1021.66565122368	36.9992088085716	14.4692552321587	2851.30503681538	164.22474742211	0.261945747814045	1.59793778278082	0.000145086824566667
5040	-1022.87745454058	36.9992088085716	14.4692552321587	3002.82594595858	184.634612103965	0.261945747814045	1.87648036398416	0.000147348846577385
5050	-1022.85282729363	36.9992088085716	13.8050032723531	3002.82594595858	184.634612103965	0.264510656613984	1.87648036398416	0.000148894593710554
5060	-1021.71826754729	39.1727932066191	13.6471158394641	3002.82594595858	184.634612103965	0.264510656613984	1.87648036398416	0.000148894593710554
5070	-1022.84419991684	39.1727932066191	13.6471158394641	3002.82594595858	184.634612103965	0.278011982259595	1.71945743199385	0.000148894593710554
5080	-1024.68672075669	51.8618452295436	13.8153461621239	3002.82594595858	184.634612103965	0.278011982259595	1.71945743199385	0.000148894593710554
5090	-1023.10240959792	37.2727216885072	16.3387680760563	3138.93679207926	175.746468014865	0.258173809797217	1.49515332184805	0.000135323992368038
5100	-1028.38819052895	41.4093426281272	18.0756405377442	2902.30367585947	151.159932386851	0.20154913316721	0.926550175615085	0.000146144876779879
5110	-1025.12487720882	41.4093426281272	18.0756405377442	2401.32299815453	149.630928481635	0.264966557139497	0.971285743966432	0.000140535243091468
5120	-1024.15449635082	42.4764096636962	14.4401553330197	2195.81357045637	155.096109482234	0.262161561773802	1.04673870664538	0.000142419367568891
5130	-1025.106127129	40.920215292617	18.2983251395881	2467.00518055483	128.028995047695	0.283313770421891	1.04673870664538	0.000142419367568891
5140	-1024.26919320748	43.1226396299088	17.0729057434783	2632.75091311528	128.028995047695	0.289481790052384	1.38997554342068	0.000148931941810394
5150	-1023.0716745044	43.1226396299088	17.0729057434783	2632.75091311528	130.717352457917	0.284196873382562	1.56895928933637	0.000148931941810394
5160	-1021.47752537035	41.6266529653017	13.530527855359	2420.4145185406	153.828637115573	0.287339434560716	1.37231452011224	0.000140919646441432
5170	-1020.95942253992	41.6266529653017	13.530527855359	2420.4145185406	153.828637115573	0.287339434560716	1.6142415253831	0.000151361698544264
5180	-1026.70187088819	39.6875929140604	15.0654289333579	2545.03224339523	175.254537193539	0.355401769563562	1.7656902374271	0.000151361698544264
5190	-1024.20831435105	39.6875929140604	15.0654289333579	2340.61066490652	137.043644046187	0.355401769563562	1.76796578011924	0.000151361698544264
5200	-1022.94253180366	46.0106081816692	15.0654289333579	2340.61066490652	174.763712570874	0.337885457476166	2.05823884828274	0.000149216667966492
5210	-1025.83448318148	52.4092479683286	11.9399226581774	2581.5477212372	159.96447923285	0.341119597654922	2.69104359145887	0.000149216667966492
5220	-1023.60389723148	47.4874109446855	12.7569687651056	2581.5477212372	159.96447923285	0.33832796504696	2.58564360618051	0.000141085059381468
5230	-1023.47264361745	47.4874109446855	13.7136359534899	2581.5477212372	191.768267333681	0.321524574216382	2.8474363734416	0.000146165324713857
5240	-1022.78796601307	50.0291813110102	12.0699391899051	2875.57242218592	193.105209387823	0.321524574216382	2.25624772566363	0.00014200536237572
5250	-1023.56452230553	50.0291813110102	12.0699391899051	2875.57242218592	193.105209387823	0.336795064989274	2.09196126130928	0.000137827400919569
5260	-1023.52023043694	50.0291813110102	12.488921655661	2481.32449502194	180.913785276114	0.275231702909986	2.09196126130928	0.000137827400919569
