Time	Gag	Pol	Nef	Env	Vpr	Vpu	Vif	Rev	Tat
17690.4376279543	2786	138	137	70	587	27	8	0	0
17694.0376377772	2785	138	137	70	587	27	8	0	0
17697.6376457958	2785	138	137	70	587	27	8	0	0
17701.2376553168	2785	138	137	70	587	27	8	0	0
17704.8376596315	2785	138	137	70	587	27	8	0	0
17708.4376650442	2785	138	137	70	587	27	8	0	0
17712.0376629608	2785	138	137	70	587	27	8	0	0
17715.6376659936	2785	138	137	70	587	27	8	0	0
17719.2376665706	2784	138	137	70	586	27	8	0	0
17722.8376709912	2783	138	137	70	586	27	8	0	0
17726.4376842217	2783	138	137	70	586	27	8	0	0
17730.0376874439	2782	138	137	70	586	27	8	0	0
17733.6376973166	2782	138	137	70	586	27	8	0	0
17737.237692385	2781	138	137	70	586	27	8	0	0
17740.8376964896	2781	138	137	70	586	27	8	0	0
17744.437700193	2780	138	137	70	586	27	8	0	0
17748.0377035005	2780	138	137	70	586	27	8	0	0
17751.6377176879	2780	138	137	70	586	27	8	0	0
17755.2377260594	2780	137	137	70	586	27	8	0	0
17758.8377622728	2779	137	137	70	586	27	8	0	0
17762.4377678995	2779	137	137	70	586	27	8	0	0
17766.0377688034	2779	137	137	70	586	27	8	0	0
17769.6377743948	2779	137	137	70	586	27	8	0	0
17773.2377687486	2778	137	137	70	586	27	8	0	0
17776.8377807745	2777	137	137	70	586	27	8	0	0
17780.4377814676	2777	137	137	70	586	27	8	0	0
17784.0377838073	2775	137	137	70	586	27	8	0	0
17787.6377768803	2775	137	137	70	586	27	8	0	0
17791.2377979648	2775	137	137	70	586	27	8	0	0
17794.8378020366	2775	137	137	70	586	27	8	0	0
17798.4378063438	2774	137	137	70	586	27	8	0	0
17802.0378095857	2774	137	137	70	586	27	8	0	0
17805.6378190969	2774	137	137	70	586	27	8	0	0
17809.2378255838	2774	137	137	70	586	27	8	0	0
17812.8378233706	2773	137	137	70	586	27	8	0	0
17816.4378237196	2772	137	137	70	586	27	8	0	0
17820.0378279397	2772	137	137	70	586	27	8	0	0
17823.6378384797	2772	137	137	70	586	27	8	0	0
17827.2378390366	2771	137	137	70	586	27	8	0	0
17830.8378497286	2771	137	137	70	586	27	8	0	0
17834.4378573693	2771	137	137	70	586	27	8	0	0
17838.0378613426	2771	137	137	70	586	27	8	0	0
17841.6378739861	2771	137	137	70	586	27	8	0	0
17845.2378703865	2771	137	137	70	586	27	8	0	0
17848.8378807246	2771	137	137	70	586	27	8	0	0
17852.4378781635	2769	137	137	70	586	27	8	0	0
17856.0378847493	2769	137	137	70	586	27	8	0	0
17859.6378840696	2769	137	137	70	586	27	8	0	0
17863.237891039	2769	137	137	70	586	27	8	0	0
17866.8378873659	2768	137	137	70	586	27	8	0	0
17870.4379019149	2768	137	137	70	586	27	8	0	0
17874.0379159145	2768	137	137	70	586	27	8	0	0
17877.6379175119	2768	137	137	70	586	27	8	0	0
17881.2379229463	2767	137	137	70	586	27	8	0	0
17884.8379345611	2767	137	137	70	586	27	8	0	0
17888.4379326846	2767	137	137	70	586	27	8	0	0
17892.0379494753	2767	137	137	70	586	27	8	0	0
17895.637951488	2767	137	137	70	586	27	8	0	0
17899.2379608118	2766	137	137	70	586	27	8	0	0
17902.8379578413	2766	137	137	70	586	27	8	0	0
17906.4379636479	2766	137	137	70	586	27	8	0	0
17910.0379618932	2766	137	137	70	586	27	8	0	0
17913.6379646143	2766	136	137	70	586	27	8	0	0
17917.2379704202	2765	136	137	70	586	27	8	0	0
17920.837962846	2765	136	137	70	586	27	8	0	0
17924.4379773225	2765	136	137	70	586	27	8	0	0
17928.0379844126	2763	136	137	70	586	27	8	0	0
17931.637998776	2763	136	137	70	586	27	8	0	0
17935.2380036949	2761	136	137	70	586	27	8	0	0
17938.8380048322	2761	136	137	70	586	27	8	0	0
17942.4380059831	2761	136	137	70	586	27	8	0	0
17946.0379976663	2761	136	137	70	586	27	8	0	0
17949.6380026894	2760	136	137	70	586	27	8	0	0
17953.2380065905	2759	136	137	70	586	27	8	0	0
17956.8380270027	2759	136	137	70	586	27	8	0	0
17960.4380283023	2759	136	137	70	586	27	8	0	0
17964.0380405153	2759	136	137	70	586	27	8	0	0
17967.6380274883	2759	136	137	70	586	27	8	0	0
17971.2380432702	2759	136	137	70	586	27	8	0	0
17974.8380624487	2759	136	137	70	585	27	8	0	0
17978.4380697251	2759	136	137	70	585	27	8	0	0
17982.038071155	2759	136	137	70	585	27	8	0	0
17985.6380695178	2759	136	137	70	585	27	8	0	0
17989.2380743448	2759	136	137	70	585	27	8	0	0
17992.8380819433	2758	136	137	70	585	27	8	0	0
17996.4380817415	2758	136	137	70	585	27	8	0	0
18000.0380968142	2757	136	137	70	585	27	8	0	0
18003.6380855307	2757	136	137	70	585	27	8	0	0
18007.2381036092	2757	136	137	70	585	27	8	0	0
18010.8381042324	2756	136	137	70	585	27	8	0	0
18014.438102992	2756	136	137	70	585	27	8	0	0
18018.0381099881	2756	136	137	70	585	27	8	0	0
18021.6381150126	2755	136	137	70	585	27	8	0	0
18025.2381145678	2754	136	137	70	585	27	8	0	0
18028.8381237665	2754	136	137	70	585	27	8	0	0
18032.438131736	2754	136	137	70	585	27	8	0	0
18036.0381234612	2754	136	137	70	585	27	8	0	0
18039.6381428823	2754	136	137	70	585	27	8	0	0
18043.2381560372	2754	136	137	70	585	27	8	0	0
18046.8381550147	2753	136	137	70	585	27	8	0	0
18050.4381431462	2753	136	137	70	585	27	8	0	0
18054.0381565673	2753	136	137	70	585	27	8	0	0
18057.6381638916	2753	136	137	70	585	27	8	0	0
18061.2381767746	2753	136	137	70	585	27	8	0	0
18064.8381696713	2751	136	137	70	585	27	8	0	0
18068.4381907929	2750	136	137	70	585	27	8	0	0
18072.0381897826	2749	136	137	70	585	27	8	0	0
18075.6381928665	2748	136	137	70	585	27	8	0	0
18079.2381923117	2748	136	137	70	585	27	8	0	0
18082.8381978282	2748	136	137	70	585	27	8	0	0
18086.4382050335	2748	136	137	70	585	27	8	0	0
18090.0382281694	2747	136	137	70	585	27	8	0	0
18093.6382253715	2747	136	137	70	585	27	8	0	0
