iteration	likelihood	noise_sigma_SSL_surf_IFN1_data0	noise_sigma_SSL_surf_none_data0	gM	upfactor	s1	s2	sf
5000	-1056.80967231621	37.8249056381318	49.2656788404431	0.406180834871328	4.90260028453661	0.148013164139998	0.603129315681125	0.0743633176031142
5010	-1057.53665575737	37.8249056381318	49.2656788404431	0.459622428658643	4.90260028453661	0.146851849099558	0.476801040992442	0.0743633176031142
5020	-1057.11098310071	36.6615119644761	49.2656788404431	0.459622428658643	4.90260028453661	0.139980352161617	0.607177653249534	0.0759884307988594
5030	-1057.16380046422	36.6615119644761	48.7365002635209	0.428058423147167	4.90260028453661	0.139980352161617	0.607177653249534	0.0781620404896423
5040	-1057.88864222455	36.6615119644761	57.8259298230872	0.3087548864845	4.90260028453661	0.14273816585877	0.657171991795685	0.0781620404896423
5050	-1058.15530163787	36.6615119644761	60.3965594863621	0.279812150728323	4.98650798752557	0.162987285962924	0.490544393557234	0.0701269502803722
5060	-1061.59424370155	31.5790254325526	58.5197857106434	0.262552466238693	4.78574672886926	0.174066957468104	0.455564972143407	0.0733511527751103
5070	-1059.44178381381	31.5391355183086	54.4151927712138	0.316406111843461	4.78574672886926	0.174066957468104	0.601194529820017	0.0733511527751103
5080	-1060.21360944462	31.5391355183086	53.5929536657787	0.316406111843461	5.06757851410273	0.174066957468104	0.601194529820017	0.0733511527751103
5090	-1060.77754011258	31.5391355183086	52.7264394191515	0.326865139869083	4.93189442099747	0.174066957468104	0.45613025143094	0.0694956017693793
5100	-1060.79341561233	31.5391355183086	52.7264394191515	0.345697178582	5.32562234760972	0.177703876219507	0.571096485661941	0.0694956017693793
5110	-1058.31580981183	39.9907898168871	55.2092035325724	0.345697178582	5.32562234760972	0.173288284376066	0.672093363620425	0.0640113649609847
5120	-1059.34094287342	41.0071372250065	56.1766811011127	0.484130106044786	5.58286473889241	0.173288284376066	0.672093363620425	0.0640113649609847
5130	-1059.41745147698	41.0071372250065	56.1766811011127	0.430310061202734	6.20897078081627	0.154282340497408	0.57341056453608	0.0640113649609847
5140	-1058.92394629625	39.7322876311887	51.2009963191116	0.46121889974636	6.52565753292601	0.135615124103169	0.57341056453608	0.0640113649609847
5150	-1058.42835606341	41.0715728774983	51.2009963191116	0.416487477891361	5.69735594166294	0.135615124103169	0.57341056453608	0.0640113649609847
5160	-1058.36869422337	38.3782993333016	51.2009963191116	0.416487477891361	5.69735594166294	0.135615124103169	0.57341056453608	0.0640113649609847
5170	-1057.96652695597	36.9184713358053	53.6794635693072	0.543905648440576	6.22603360791276	0.135615124103169	0.57341056453608	0.0640113649609847
5180	-1058.63442210259	35.9742512726279	60.8476747294432	0.492630023982059	6.22603360791276	0.135615124103169	0.57341056453608	0.0640113649609847
5190	-1058.8332286293	35.9742512726279	60.8476747294432	0.476290137300088	6.18483164982536	0.135615124103169	0.516134475691638	0.0640113649609847
5200	-1057.88924560968	39.2491329377193	60.8476747294432	0.476290137300088	6.18483164982536	0.129691838550015	0.620676628373307	0.0628576391618939
5210	-1057.89757559054	38.2939765045475	60.8476747294432	0.476290137300088	6.18483164982536	0.129691838550015	0.620676628373307	0.0628576391618939
5220	-1057.99355256358	38.9311755209717	60.8476747294432	0.476290137300088	6.47864400301848	0.131662707641059	0.620676628373307	0.0580837406148155
5230	-1058.97639511692	38.9311755209717	60.566078669388	0.444255551943778	7.37806836848203	0.131662707641059	0.620676628373307	0.0580837406148155
5240	-1059.65115616928	38.9311755209717	57.702438608004	0.482843547069831	7.51247214117437	0.131662707641059	0.625843802360545	0.0580837406148155
5250	-1057.10791586908	38.9311755209717	57.702438608004	0.510436864232227	7.07797705307763	0.131662707641059	0.550334415859978	0.0534479190711047
5260	-1058.81061507775	32.2718510220487	50.6504638541443	0.606521850204882	6.63471186658972	0.164808328734483	0.644575593505931	0.0527559973976074
5270	-1062.0413432349	32.2718510220487	50.3817766992564	0.865587251807235	7.22165818663016	0.164808328734483	0.556341224543084	0.0474655866189637
5280	-1060.32874653627	41.2516518576723	53.8644188960063	0.776105197809236	6.91559603046578	0.164808328734483	0.556341224543084	0.0474655866189637
5290	-1061.00563365489	43.484544971138	47.2138680305333	0.759551309717241	6.99821228543919	0.170437460351121	0.834832615805905	0.046720872899251
5300	-1058.70686538462	43.484544971138	43.3341493203107	0.66471310247975	6.99821228543919	0.174961022831921	0.504325508458046	0.046720872899251
5310	-1060.39159500352	42.2848535502797	41.4044029410777	0.732097287141562	6.59316660324936	0.184959480559082	0.703963731200577	0.051758990798676
5320	-1062.15909936124	41.3571802077437	41.4044029410777	0.732097287141562	5.76585579523138	0.194619790031577	0.643644303389763	0.0569757978085536
5330	-1061.93381607415	40.8194223488047	47.7341577893758	0.62832335698413	5.26905722042403	0.202114466544989	0.842132572722579	0.0586451686719392
5340	-1060.52140719924	40.8194223488047	48.3972235016164	0.610680351860415	5.52019736350466	0.185817434517992	0.842132572722579	0.0602835978438276
5350	-1060.41706782204	40.8194223488047	48.3972235016164	0.610680351860415	5.52019736350466	0.180894328479354	0.842132572722579	0.0602835978438276
5360	-1063.23960126599	43.6453521418341	46.3938091104865	0.667209641104767	6.3330166264163	0.168902961295169	0.881920841619612	0.0609602418600114
5370	-1061.31244338673	43.6453521418341	46.3938091104865	0.563746525076589	5.80201155078865	0.167963733027319	0.881920841619612	0.0609602418600114
5380	-1059.55545157404	43.6453521418341	46.3938091104865	0.563746525076589	5.80201155078865	0.168574304039129	0.765103127846335	0.0609602418600114
5390	-1059.55176634891	43.5690483639507	46.3938091104865	0.563746525076589	5.44613365425305	0.168574304039129	0.765103127846335	0.0625671245408984
5400	-1060.95133364512	40.9916018003631	54.1121832479642	0.542500490917405	5.44613365425305	0.150024263971748	0.765103127846335	0.0610121383941895
5410	-1060.55719128041	43.9413149253388	54.1121832479642	0.470487719533739	6.99683552011124	0.150024263971748	0.765103127846335	0.0577835723039162
5420	-1059.96857229742	43.9413149253388	54.1121832479642	0.508763133648654	6.99683552011124	0.150024263971748	0.664720407688607	0.0577835723039162
5430	-1059.61408140458	43.9413149253388	57.0382952047	0.482461193727459	6.99683552011124	0.141451904827773	0.664720407688607	0.0585062516381046
5440	-1059.46279574988	44.9513987178655	59.0806685841117	0.440634750389141	6.99683552011124	0.141451904827773	0.626061858828188	0.0572326969839554
5450	-1059.4147068904	38.5277243487321	52.7115427256459	0.470196915033102	6.4514870061312	0.121909513130362	0.649934468815245	0.0667848430576465
5460	-1059.2844057797	35.1878710626914	56.6881280074166	0.441193604824124	6.31646893805805	0.121909513130362	0.649934468815245	0.0667848430576465
5470	-1058.65247128498	37.2680793443543	57.7885697215168	0.441193604824124	6.31646893805805	0.121909513130362	0.649934468815245	0.0667848430576465
5480	-1057.33482380301	39.0829580044406	58.5326938667891	0.441193604824124	6.31646893805805	0.127487247334569	0.563379846385009	0.0632657142414351
5490	-1058.98208814677	39.0829580044406	58.5326938667891	0.45612253450496	6.05684318362025	0.158672850668688	0.649205776706584	0.064080244288545
5500	-1058.7948422999	39.0829580044406	55.4744839612936	0.481124917588805	6.05684318362025	0.158672850668688	0.649205776706584	0.0639918632466299
5510	-1058.8121551034	39.0829580044406	45.6310127717265	0.5683197759026	5.47088189244867	0.177637777090896	0.649205776706584	0.0639918632466299
5520	-1057.78850278358	40.6017549143161	45.6310127717265	0.58120247387027	5.47088189244867	0.156989421097781	0.638722782952073	0.0628497743567027
5530	-1057.79734081693	40.6017549143161	45.627479361919	0.58120247387027	5.91354059446573	0.139101294023466	0.604557635242778	0.0628497743567027
5540	-1059.92143517193	38.5208531000404	47.1767838043927	0.58120247387027	6.37284373595692	0.147138669854937	0.411789660112449	0.0590753219535447
5550	-1060.66149002401	35.6824303053011	52.6128248671592	0.518370193648655	6.48134054383669	0.132816533818072	0.524447220379268	0.0658328332839882
5560	-1059.46742592686	35.6824303053011	52.6128248671592	0.518370193648655	6.48134054383669	0.132816533818072	0.524447220379268	0.0645152793540847
5570	-1061.84672573945	33.8705734130087	46.4044571664496	0.741132107454501	6.12587712658903	0.112130981114958	0.524447220379268	0.0645152793540847
5580	-1062.82962786564	33.8705734130087	46.4044571664496	0.707421324964936	5.86606468782372	0.112130981114958	0.540883718505183	0.0645791108934343
5590	-1063.27778466413	34.5899592726707	42.6944252067516	0.707421324964936	5.86606468782372	0.112130981114958	0.540883718505183	0.0645791108934343
5600	-1060.72221022949	39.2648303521511	47.1179526393546	0.719249091198366	5.86606468782372	0.126208158270587	0.612596571496562	0.0682509889831024
5610	-1059.28048551911	39.6053606781612	40.9190040613841	0.54707129431799	5.75436395707444	0.16304135675197	0.648726907210978	0.0633830873562597
5620	-1058.26307195457	39.5128377979175	40.9190040613841	0.54707129431799	5.59394605641657	0.16304135675197	0.530741283884268	0.0624820321003828
5630	-1058.67332851137	41.8649745202202	40.9190040613841	0.572896712035853	5.2424202105717	0.16304135675197	0.558561982529191	0.0624820321003828
5640	-1058.68393720501	42.0711346532793	41.4791858565117	0.569645705049118	5.2424202105717	0.16304135675197	0.470085249537168	0.0624820321003828
5650	-1059.08903425942	45.0467750518666	51.7224958914363	0.357706394374844	5.19537082661305	0.16304135675197	0.618245628372148	0.0678926014041923
5660	-1057.2453014595	39.1479794642951	58.1925634347331	0.376521073494932	5.19537082661305	0.16304135675197	0.618245628372148	0.0678926014041923
5670	-1059.46417326893	39.1479794642951	63.1403330992463	0.363170837156842	6.166864877775	0.16304135675197	0.618245628372148	0.0632642125127401
5680	-1060.80687488436	40.3423664291005	51.3672860561733	0.54833013774287	6.20582855294043	0.134548878696443	0.385900484887094	0.0628519022368568
5690	-1059.10118674447	39.1906312464775	45.7977092386542	0.552038235304653	6.20582855294043	0.134548878696443	0.385900484887094	0.055115874527586
5700	-1058.23295659738	39.1906312464775	41.4211786761587	0.598921267991085	6.41457532805577	0.163042304150732	0.467539249537469	0.053066913064312
5710	-1057.91701442947	39.1906312464775	43.3545624699237	0.589700728145857	6.65611096549739	0.171400179001876	0.593750588737616	0.053066913064312
5720	-1058.7749656659	37.8142543876614	51.9567689895246	0.55186956383907	7.23146472056597	0.157569678683071	0.593750588737616	0.0543964956619319
5730	-1058.495327447	40.4619198666469	50.0061684681042	0.500457052421211	7.29878047117533	0.138846053519798	0.552995416406585	0.0508299368815838
5740	-1057.75257064809	40.4619198666469	49.7794636481889	0.559223527824403	7.38487670886895	0.161220512950769	0.552995416406585	0.0450980907172552
5750	-1058.03124375034	40.4619198666469	49.7794636481889	0.575488382300592	7.18757725139919	0.187775920367126	0.552995416406585	0.0450980907172552
5760	-1057.71072604961	40.5317398850193	46.7314391485002	0.664458806345318	7.29099868403984	0.148250143222788	0.427011307607059	0.0472025791844555
5770	-1058.54739507326	42.8978674365055	46.7314391485002	0.600930481437635	6.80473775745684	0.158808829322947	0.427011307607059	0.0472025791844555
5780	-1057.79546357582	42.8978674365055	46.7314391485002	0.600930481437635	7.00749958479818	0.154909152994088	0.482503117825945	0.0483845563789311
5790	-1057.01508285711	39.1081749435215	46.7314391485002	0.600930481437635	7.00749958479818	0.154909152994088	0.482503117825945	0.0500257969220349
5800	-1057.99910908741	39.1081749435215	57.6823055918876	0.600930481437635	6.8820109152449	0.13863381317336	0.482503117825945	0.0519921608006787
5810	-1058.3517672462	35.0581116995134	57.6823055918876	0.600930481437635	7.01239888127307	0.13863381317336	0.482503117825945	0.0519921608006787
5820	-1058.09154484041	33.4033405797545	47.6654789269758	0.600930481437635	7.23093093604056	0.136274387562645	0.512108887557065	0.0523728304913087
5830	-1058.068837526	33.4033405797545	50.6119186548507	0.535318124790145	6.80473592987361	0.153572408822159	0.464405871508738	0.0523728304913087
5840	-1057.02344052102	36.1303920291143	50.6119186548507	0.535318124790145	6.50024551748241	0.168804097086441	0.537170530866776	0.0523728304913087
5850	-1058.05470805209	43.2336926352351	52.0316778411577	0.487633738983607	6.50024551748241	0.168804097086441	0.54026329768907	0.050708122284576
5860	-1057.31852697076	40.0538169430009	52.6173214444982	0.507383246466116	6.50024551748241	0.168804097086441	0.544926739466434	0.050708122284576
5870	-1057.31852697076	40.0538169430009	52.6173214444982	0.507383246466116	6.50024551748241	0.168804097086441	0.544926739466434	0.050708122284576
5880	-1057.29735891532	40.0538169430009	53.7704959718189	0.507383246466116	6.81192238904846	0.169239774397976	0.544926739466434	0.050708122284576
5890	-1058.5192500868	41.1393215831691	48.4803917266195	0.507383246466116	6.73595469661256	0.176618673232635	0.544926739466434	0.0472424430534393
5900	-1058.99931053127	41.1393215831691	48.4803917266195	0.507383246466116	6.73595469661256	0.176618673232635	0.585373764903377	0.0470924646330457
5910	-1057.84866969348	35.6957026067056	57.1396792225119	0.507383246466116	7.54562024461345	0.176071725984521	0.649318984291433	0.047095759626011
5920	-1057.0367755686	38.0537921217945	57.1396792225119	0.507383246466116	7.54562024461345	0.163245529131793	0.569713684257049	0.047095759626011
5930	-1058.82356801256	40.1535523763938	60.5541083479936	0.404673324774416	7.31840260758243	0.180952000041672	0.548552717206034	0.047095759626011
5940	-1058.14026740354	37.5640181710222	52.0308603259968	0.457691305042271	7.31840260758243	0.180952000041672	0.548552717206034	0.047095759626011
5950	-1058.16492692011	37.5640181710222	52.0308603259968	0.457691305042271	7.02566021350623	0.180952000041672	0.548552717206034	0.047095759626011
5960	-1061.57375194409	39.3077639349978	59.4922758837506	0.457691305042271	7.02566021350623	0.180952000041672	0.440385871518063	0.0425518826027348
5970	-1059.88385045211	35.2773304953645	52.05689773178	0.59153057646468	7.3637351421231	0.180952000041672	0.440385871518063	0.0425518826027348
5980	-1060.98342024029	33.6360293579711	50.3758646065357	0.665420332097837	7.3637351421231	0.180952000041672	0.440385871518063	0.0425518826027348
5990	-1061.41025388244	36.1869290978837	53.5252488230691	0.665420332097837	7.3637351421231	0.194337263029193	0.472571030470564	0.0415153050093743
6000	-1062.21146770383	40.2733016333053	52.2103724623644	0.625530578105801	6.86549233809495	0.205222420227592	0.452412168637598	0.0423709756539
6010	-1060.28186994428	42.1820215986233	54.138198883948	0.603110695365198	7.17290893855908	0.201387755649335	0.69960559874491	0.0423721274491613
