iteration	likelihood	noise_sigma_SSL_surf_none_data0	s1	s2	sf
2000	-494.584981491065	549.796930502426	0.00175818889574475	0.508787621962356	0.00326227000125116
2010	-495.593276899222	549.796930502426	0.00175818889574475	1.096984477655	0.00388046418528673
2020	-493.898739779829	549.796930502426	0.00198447994856037	0.800453869519112	0.00312249393429051
2030	-494.538632491964	495.15279759245	0.00198447994856037	0.800453869519112	0.00305318102128468
2040	-494.031900200098	521.504243562749	0.00216209353878747	0.632210743270941	0.00281859639427698
2050	-495.353399060003	621.967664748826	0.00204056610923175	0.714873730938046	0.00281859639427698
2060	-494.886077565952	547.135121819958	0.00250368439714128	1.19597447750655	0.0026473299201828
2070	-493.95445980698	547.135121819958	0.00238250012547587	0.914814069260088	0.00261852858763698
2080	-493.971230047925	547.135121819958	0.0023259744719795	0.599069817950735	0.0026236316905073
2090	-494.617873201904	609.348853941291	0.00243343899807248	0.72149167729966	0.00258146902067639
2100	-495.745628999066	483.242190927815	0.00278082002277212	0.472619888008546	0.00207610078569187
2110	-493.932848607321	535.690485315137	0.00287077808232382	0.767586677145387	0.00225228193117889
2120	-494.036416353174	535.690485315137	0.00284316716186653	0.994522201003419	0.00223461837420912
2130	-495.021018336876	595.651190045184	0.00300121814092209	1.04594112744208	0.00200380372653088
2140	-496.091434648833	642.57507770431	0.00357484987881484	1.20807135032706	0.00188691483974041
2150	-495.94297926665	641.59904747018	0.00347840479389888	1.06662907728721	0.00195022383465689
2160	-494.364625312294	503.824811520222	0.00381933591262229	0.555137816193215	0.00165471456563693
2170	-494.484589891714	513.664089521765	0.00375703418831084	0.947398675575187	0.00160110179302013
2180	-495.436230574946	478.473431386829	0.00393165827458781	0.484307392000831	0.00150480308073611
2190	-497.494930895397	634.726866565667	0.00332524130009775	0.290212344945931	0.00170318633262634
2200	-495.582919212644	634.726866565667	0.00361232872138171	0.472439353536817	0.00167334449678463
2210	-494.155314507901	566.220359732723	0.00332234331502416	0.602706656283686	0.00192719780062248
2220	-493.969193905514	580.020395890508	0.00345033122274735	0.866106516351006	0.00179133451603658
2230	-494.984287129437	614.180279062248	0.00339518692634062	0.564575876153656	0.00171168241492161
2240	-494.050087094525	498.223707014505	0.0037123226877258	0.82241142033571	0.00165908212838571
2250	-494.308461213552	523.569886423685	0.0037123226877258	1.10569713908313	0.00177934053925879
2260	-493.545570939134	549.08486562903	0.00378663699130651	0.761594292417381	0.00169667972003595
2270	-493.733361544009	549.08486562903	0.00353568824523638	0.72241086990437	0.00169667972003595
2280	-497.068343143806	457.668596860296	0.00399008646930753	0.52783468004682	0.00163281711631569
2290	-493.971845104483	559.641864022426	0.00363583992484121	0.973849047461496	0.00170693687062642
2300	-494.77473586328	504.854532254441	0.00343543816697049	1.14700175811145	0.00185846724979384
2310	-494.006854305167	504.854532254441	0.00343543816697049	0.630915172998959	0.00182103784939396
2320	-497.528969604697	625.838271751069	0.00315920741360497	0.955929078300744	0.00171919458552321
2330	-493.764732461512	515.518807768779	0.00336115894512559	0.656692883065585	0.00182587891000499
2340	-494.904810239385	515.518807768779	0.00336115894512559	0.5077736746213	0.0016909660496163
2350	-495.528944485309	484.32807490744	0.00336115894512559	0.5077736746213	0.0017099686884678
2360	-494.421365583756	533.16998004643	0.00336115894512559	0.5077736746213	0.0017205385924527
2370	-496.826892879179	528.095393482694	0.00369809115978737	0.422625554565252	0.00178527988537804
2380	-494.089858748921	526.999391705394	0.00334269481336337	0.637042438649115	0.00174991537385762
2390	-494.184822620235	526.999391705394	0.0041638522388792	1.1353844531167	0.00155319675041496
2400	-494.37044075665	523.237205247538	0.00455900467766438	1.01659388391834	0.00150904953974472
2410	-493.920035316817	575.283536707541	0.00396643575538703	0.588791299821611	0.0015861124664471
2420	-493.8517383735	575.283536707541	0.00378410961240908	0.848194219749675	0.00171736724194931
2430	-493.75566514571	504.851472840864	0.00416887301320502	0.873375829487763	0.00153538610112806
2440	-493.84027880098	503.028887523049	0.00416887301320502	0.873375829487763	0.00155564764780736
2450	-495.664396729823	620.440951150204	0.0036657682979441	0.483752550446428	0.00174945289904485
2460	-494.637233485501	620.440951150204	0.00413755490763061	0.652708317183001	0.00146753444724699
2470	-494.384505013287	570.474872373499	0.00356474787979465	0.486879211640909	0.00172373592126809
2480	-496.958199137736	436.19367533961	0.00416587290317164	0.643276968613341	0.00145585562611657
2490	-493.637548871474	517.049052872121	0.00424328514888257	0.832597892781174	0.00145585562611657
2500	-495.278757715588	573.167991029441	0.00417659203675077	1.22960274222544	0.00145585562611657
2510	-493.334028657817	543.244871267278	0.00436042282785986	0.791694925843221	0.00144364850125751
2520	-493.52309636227	543.244871267278	0.00418412699883764	0.683485102244504	0.00144913800519726
2530	-498.688448899004	516.513857001756	0.00430353799268735	0.99540531006809	0.0017491744455654
2540	-496.945251080829	640.622555286714	0.00406369789442183	1.46392180532315	0.00173529130560273
2550	-493.746718859223	543.893025044915	0.00371379186260092	0.964834766346823	0.00173529130560273
2560	-494.068345506116	565.28452566512	0.00354652842360601	0.964834766346823	0.00173574452404677
2570	-497.567357392885	495.547331148707	0.00290646129358405	1.24999109664355	0.00199596065799786
2580	-496.389975664128	528.055269012958	0.0028157409903932	1.01580512372411	0.00199596065799786
2590	-494.89422498396	528.055269012958	0.00346833885801186	1.25849598335666	0.00192266197839014
2600	-493.986402129728	528.055269012958	0.00360658842206165	0.855757473155551	0.0016698447692323
2610	-494.155468859636	528.055269012958	0.00369774377462365	0.524830361189814	0.00169076009341345
2620	-493.747155132549	578.938386600928	0.00444581317961428	0.674483596881268	0.00144602760988348
2630	-493.459957189763	520.804221155382	0.00444581317961428	0.860270883036219	0.00145355832734836
2640	-495.586560536555	601.895938601841	0.00449614113003227	0.413362132992034	0.00141245136402987
2650	-494.048521085373	488.745942931496	0.00441208337760253	0.642723625063793	0.00141245136402987
2660	-493.404982150785	540.244580338256	0.00475785820923837	0.743563522868316	0.00137812548695937
2670	-493.804070213025	502.513855018706	0.00442950642772328	0.617620960208146	0.0014189057560275
2680	-493.942885007577	502.513855018706	0.00455441337067957	0.884872854758471	0.00135964264914705
2690	-493.942885007577	502.513855018706	0.00455441337067957	0.884872854758471	0.00135964264914705
2700	-493.801276077557	502.513855018706	0.00455441337067957	0.833872547702818	0.00144246284292813
2710	-493.618694611279	502.513855018706	0.00455441337067957	0.811816805973419	0.00138909373067926
2720	-493.642087805624	502.513855018706	0.00455441337067957	0.84114918452328	0.00140541074332003
2730	-493.298076487157	553.213949863724	0.00471735122079547	0.801800008815477	0.00135728824125139
2740	-494.093394620431	573.886684656143	0.00503352595884021	0.801800008815477	0.00135728824125139
2750	-495.446650946244	594.0292075095	0.0053480404374139	0.92781487614428	0.00134826770490836
2760	-494.011439135822	528.003885184765	0.00441952332837208	0.579066119363813	0.00132864757545311
2770	-495.432790324991	614.724841820896	0.00404618273928017	0.456071442225772	0.00141390247719783
2780	-495.087824849571	614.724841820896	0.00452999208068973	0.503160647606817	0.00141390247719783
2790	-495.083984114223	589.359424264387	0.00467688061283752	0.602887322726183	0.00120517350882837
2800	-494.453695347952	589.359424264387	0.00431858770662182	0.602887322726183	0.0015205188364274
2810	-496.396558107586	439.823391449063	0.00422926571748706	0.756893564805308	0.00147690362821006
2820	-493.76853563333	530.34439878954	0.00392498141535898	0.625416426159214	0.00163138716261533
2830	-493.370018046901	521.354413840107	0.00489126162746426	0.685344741189733	0.00131844137708296
2840	-493.323203395068	523.576601933072	0.00593269608063963	0.991295518524887	0.00110291004256952
2850	-493.385224285737	518.630416496992	0.00573643275135206	0.868527616922274	0.00117383516332258
2860	-493.443732658779	518.630416496992	0.00576554813801185	0.868527616922274	0.00117383516332258
2870	-494.728215981176	518.630416496992	0.00510802305682738	0.924730076581602	0.00115924016123814
2880	-493.521215539215	499.895651095979	0.00590103686065405	0.774876554216703	0.00113204996308052
2890	-493.440979315569	499.895651095979	0.00608594642899024	0.75079807487904	0.00109508727221382
2900	-494.024850815348	499.895651095979	0.00685728534098961	0.925575709171393	0.00102839653866502
2910	-493.452071390658	507.314235752046	0.00685728534098961	0.996522611821713	0.00100288628021257
2920	-495.628505448095	492.465646944162	0.00671506448627383	1.28654401039827	0.0010812665058542
2930	-493.350121732122	492.465646944162	0.00640716024418252	0.845206488690853	0.00101760261159683
2940	-494.429990288806	559.164906531293	0.00553266314462816	1.13783028944376	0.00112113925437482
2950	-494.26673016975	480.357358240201	0.00608373579253595	1.03264736712735	0.00109794362453061
2960	-494.151596695947	605.984073902292	0.00528886880715038	0.78101648588081	0.00116435171868511
2970	-495.521024322431	606.020239231085	0.00486870680703907	0.545646661198113	0.00114818627366281
2980	-494.020497678674	561.655419936215	0.00486870680703907	0.672400879876621	0.00120627738445699
2990	-497.071981726867	703.961887735767	0.00529261127224243	0.696854281863767	0.00121003383615037
3000	-497.671870931686	703.961887735767	0.00541296425912336	0.476362013666666	0.00108893313179961
3010	-496.504843723372	621.946174393576	0.0063684576282503	0.76184589384449	0.00115684310209871
3020	-495.705604615913	625.055958867137	0.0063684576282503	0.76184589384449	0.00112775830245556
3030	-495.207771278409	631.485426316807	0.00584107502244494	0.637216403111386	0.00100717125291686
3040	-494.120373574238	595.672956625594	0.00657151588958394	0.67418799974746	0.00104149528810032
3050	-493.190640693105	547.600214021088	0.00644607337633676	1.00439544768703	0.00102125488828305
3060	-493.352487358644	559.598697548467	0.00590454370513775	0.619500648110703	0.00103911469678642
3070	-496.080641885358	473.429652443904	0.00550635030699233	0.619500648110703	0.00103911469678642
3080	-495.104539409616	629.097767153397	0.00601802582026286	0.467119161878905	0.00103225288154927
3090	-494.471451831762	573.115948223783	0.00680958751439228	1.09241900224291	0.00106308071903993
3100	-493.740934607957	530.722760235363	0.00496847528401361	0.919516599856812	0.00123928885959441
3110	-495.441600965306	606.677111264004	0.00652500785743007	0.755819604520222	0.00110705368371802
3120	-493.261829892654	562.960537837793	0.00602983612231559	0.755819604520222	0.00110705368371802
3130	-493.470784635946	562.960537837793	0.00602983612231559	1.03126965338524	0.00110705368371802
3140	-497.354398930146	560.301796484486	0.00494108536409997	0.759345161323961	0.00107605211310428
3150	-497.077320419918	570.054240008579	0.00378041376772421	0.397301667282791	0.00137971904169958
3160	-496.236049833675	566.935091749646	0.00433804866962273	0.455478024167614	0.00154948527916754
3170	-494.800041481911	603.345768301	0.00438240029048573	0.534705216996751	0.00147379725838184
3180	-494.432687974813	603.345768301	0.00431349274702477	0.590631820717104	0.00138041223470876
3190	-494.693477155105	621.907527276001	0.00451831093983811	0.643648574293366	0.00133487406219568
3200	-493.583082431605	546.687878917479	0.00411820568282088	0.704481577519243	0.00146717332547158
3210	-494.270317259211	546.687878917479	0.0044212846883979	0.605645716766621	0.0015013479281023
3220	-494.197909149854	546.687878917479	0.00441420335144833	1.03316602457433	0.00154767807208695
3230	-495.727526535407	601.594171035738	0.0040095413155239	1.29169768224553	0.00152832919186621
3240	-496.195948872352	610.751330722174	0.00380215046224269	1.44921510602294	0.00164584550906165
3250	-493.634503641029	538.059354304127	0.00365202290086812	0.651422145007514	0.00165411896409618
3260	-495.436921015565	542.341093981521	0.00459265783790661	0.480427205374798	0.00144932924087619
3270	-493.969763242615	567.764992814111	0.00448558177145016	0.887699150876145	0.00135433647392327
3280	-495.707917146508	581.355868261852	0.00373050417379167	0.363879006818739	0.00163307764743338
3290	-496.06499902538	565.70445063481	0.00433368956903983	0.317517808944639	0.00135961227485847
3300	-495.488311243653	474.789586488141	0.00459236057458584	0.841055445851858	0.00149056279656854
3310	-494.933658730233	631.439836493922	0.00453435551387158	0.701981648309493	0.00144151827945587
3320	-495.205566972254	631.439836493922	0.00453435551387158	0.749850787583824	0.00148252048705015
3330	-493.696309584022	517.566272404504	0.00409550858201718	0.78528218820914	0.00148924603559519
3340	-496.537596922349	473.566112885809	0.00376154534547568	1.10207586810294	0.00159782250133939
3350	-493.923169157403	538.433528925464	0.00366450991262067	0.749825243674824	0.0017985794446847
3360	-493.952746416398	541.588195563172	0.00338770170313614	1.01651780386171	0.00190325431808434
3370	-493.818175628436	505.736653090373	0.00347054526816903	0.71952717556368	0.00177826235899237
3380	-495.215450217011	466.630923863651	0.00377255658099115	0.71952717556368	0.00171461619803743
3390	-493.789623523427	537.111896628575	0.00336993928604698	0.613654658591597	0.00186487287713118
3400	-493.784266407496	540.130059689512	0.00336993928604698	0.613654658591597	0.00186487287713118
3410	-495.657265360752	461.515365911124	0.00336993928604698	0.613654658591597	0.00186487287713118
3420	-497.282869715953	461.515365911124	0.00336993928604698	0.613654658591597	0.00165725759149916
3430	-497.50968207145	597.737836615366	0.00277075766911097	0.325617421579577	0.00188074808608611
3440	-496.848053145882	687.543881861762	0.0026503508135323	0.742814699607081	0.00228747554899165
3450	-493.931146480854	537.652918052365	0.00233086088934847	0.804632036392604	0.0025862582681956
3460	-494.898713602095	537.652918052365	0.00233086088934847	1.16124031179751	0.00263336182570979
3470	-495.536248131554	615.625488307347	0.00222719613618826	0.912053598004802	0.00260414033587411
3480	-493.975906535892	534.800954630258	0.00245580927256202	0.912053598004802	0.00258906990603471
3490	-498.089772447033	597.355616613113	0.00240837595019522	0.861356322414237	0.00302272115984379
3500	-495.845750667701	656.398262221181	0.00238941212051554	0.793287792644434	0.00256143253507921
3510	-495.825606048514	656.398262221181	0.00238941212051554	0.752871500522537	0.00256143253507921
3520	-494.474863497941	521.883243050201	0.00245401146881488	0.856942007616136	0.00240020821071368
3530	-495.162902866662	613.408556797931	0.00249295577312942	0.951517908125745	0.00239619962445117
3540	-494.163268137005	522.547665034205	0.00254250049670094	0.951517908125745	0.00242731515330496
3550	-494.316502893018	507.203879274246	0.00258704077065554	0.951517908125745	0.00245116218909964
3560	-493.753825003634	522.319133687208	0.00281384184723687	0.716846224346673	0.00218979705461896
3570	-493.92915188602	522.860045488765	0.00286244562090488	0.771422373418082	0.002098843879802
3580	-494.394605558474	522.860045488765	0.00317927173315977	0.988812223452454	0.00190969072044079
3590	-494.968094493266	577.190830057332	0.00317927173315977	1.11879544872392	0.00190180106195416
3600	-494.238104111251	594.574629449494	0.00299985235538387	0.864750774483246	0.00207847358640594
3610	-494.262681850005	558.847472554892	0.00359531694893838	1.09475538145834	0.00184360758340773
3620	-495.990935021173	654.274234911998	0.00385568116169666	1.0104864438249	0.00173927769285453
3630	-495.020562901244	532.680987950131	0.00269435377755861	1.2606042585104	0.00243687597049062
3640	-494.839519983513	544.527449513979	0.00238980303151705	0.620661305199178	0.00234122253451829
3650	-497.18069682047	579.38496266073	0.00183873242108778	0.644989511769987	0.0028095469569824
3660	-497.497518104239	599.650916915775	0.00193625276969622	0.52063701551109	0.00263070738372363
3670	-496.684935785768	632.940906234698	0.00193625276969622	0.36609494342985	0.00304102134461578
3680	-494.277290766965	559.077853593553	0.00196658754289413	0.539889649569067	0.0030361252038435
3690	-494.375090398964	559.077853593553	0.0021382350330174	0.737724035284737	0.00303583900396131
3700	-494.863654792114	580.144974231251	0.0021209231425108	1.09410933203203	0.00287406547295556
3710	-494.824128421753	591.474987074175	0.00224440192503502	1.09410933203203	0.00287406547295556
3720	-495.135698182276	563.943981181418	0.00236952197147796	0.975845940880857	0.00287406547295556
3730	-495.597684356719	602.367166199431	0.00257331663489793	1.28780153207656	0.00259260418254177
3740	-495.511106940829	602.367166199431	0.00257331663489793	1.28780153207656	0.00256290110556378
