iteration	likelihood	noise_sigma_SSL_surf_none_data0	upfactor	s1	s2	sf
2000	-988.716210207856	509.86510449394	0.106330447638818	0.00124264514188767	0.694905673296165	0.00480584240680568
2010	-988.584371277489	570.127593483727	5.04271529700316	0.00126991856653742	0.694905673296165	0.00480584240680568
2020	-988.932504164226	570.127593483727	5.04271529700316	0.00128138210957852	0.652804429016322	0.00480584240680568
2030	-989.245539619678	515.912879218971	3.1848447079235	0.00121710063016057	0.549014334995165	0.00480584240680568
2040	-988.764016955001	541.043688019688	0.898275133495657	0.00121710063016057	0.549014334995165	0.00481724620748822
2050	-989.122275980533	541.043688019688	0.308644293844696	0.00121739217961221	0.517692827177296	0.00475953829012026
2060	-989.143775715302	541.043688019688	1.71996504040701	0.0012588110807389	1.05135951715246	0.0049398152289718
2070	-988.089590147698	541.043688019688	1.71996504040701	0.00123382025804906	0.743523237032842	0.0049398152289718
2080	-988.882872825698	541.043688019688	0.340205696595176	0.00132408653648677	0.786310261571964	0.0048441297577914
2090	-988.330515980246	541.043688019688	0.340205696595176	0.00132408653648677	0.853283907408755	0.00473068534326654
2100	-989.312281522036	586.145507899935	0.0158491198646612	0.0013267321080391	0.775841843304189	0.00481881351105803
2110	-988.916000782645	580.524574225921	0.0119691846623624	0.0014025286680726	0.877140500062629	0.0042826230532174
2120	-989.310140676457	598.878980723282	0.139446816220478	0.0014025286680726	0.817908207798155	0.00426588302228739
2130	-991.608639004604	613.245909010015	0.227987078735905	0.00131479575682252	0.836491211220148	0.00427072789738631
2140	-990.172089352538	613.245909010015	0.989844576879336	0.00146407474527344	0.550072938547395	0.0040580066918887
2150	-992.036507876093	588.493346933381	0.156860919588257	0.00146407474527344	0.478114731033173	0.00435354070933108
2160	-989.296812795594	588.493346933381	0.100872257806581	0.00140894994656082	0.841566831110318	0.00454391357331379
2170	-989.9898679986	588.493346933381	0.734535037424874	0.00140894994656082	1.11572777200388	0.00441306937853235
2180	-991.133618658336	512.281223762565	0.431498575720557	0.00137070856139568	1.22456159382757	0.00451576144301769
2190	-993.712045699094	660.732039442971	0.0463645629446046	0.00140154204926486	1.22456159382757	0.00451576144301769
2200	-991.341546946199	611.551273255332	2.03108843566228	0.00140154204926486	1.22456159382757	0.00451576144301769
2210	-988.322281118774	526.257951254756	3.11618985005986	0.00131280661043087	0.817979389653798	0.00466219513651117
2220	-988.764022243901	526.257951254756	3.11618985005986	0.00131255241836029	0.935978142633247	0.00462136945091694
2230	-989.901530677958	526.257951254756	3.11618985005986	0.00131255241836029	1.01453826721421	0.00448198404659526
2240	-988.25261369343	553.647024100223	0.0871493448258956	0.00137506759564937	0.789773991598359	0.00434029407301349
2250	-989.495819318676	590.88160696617	7.3280657080734	0.00132556440046413	0.971694860254733	0.00460556482684764
2260	-989.301552030598	590.88160696617	1.71674292980736	0.00137784388707065	0.957286202128899	0.00447097101528244
2270	-989.321017753204	596.395660463446	9.75734690974454	0.00134702132783921	0.75577212915223	0.00447097101528244
2280	-989.19703837245	596.395660463446	0.127152372978026	0.00133547520602269	0.750409420814985	0.00443621287227541
2290	-989.629129408689	596.395660463446	0.00114937802009711	0.00124497129339523	0.879104802598432	0.00476409728662434
2300	-989.271340637363	596.395660463446	0.00114937802009711	0.00119131913430162	0.872658253838703	0.00517156867658848
2310	-989.276228013195	596.395660463446	0.00114937802009711	0.00119131913430162	0.87398665828437	0.00517156867658848
2320	-988.505878997655	528.455192488305	0.00730522184800923	0.00117759358681721	0.87398665828437	0.00517554816982354
2330	-988.788140980491	567.868186093834	0.0456619832035527	0.00108812176130036	0.635417878484729	0.00532217972773973
2340	-990.000812641557	564.50457673454	0.0456619832035527	0.00106208462412467	0.475229647759672	0.00567466716959968
2350	-988.845864365799	523.490391848711	0.320268193371532	0.00103248170191431	0.664163314575379	0.00561260235120154
2360	-988.189668265011	551.172149485483	0.0159954234547673	0.0011794549121267	0.779798084745589	0.00524173599568077
2370	-988.728748246233	551.172149485483	11.7647565165907	0.00122698377063003	0.832832871667383	0.00493373370909271
2380	-993.536823816722	552.056714890051	4.64904485582679	0.00127080699808871	1.52583044788893	0.00470922176793957
2390	-995.745645582064	584.892435351316	17.8313152485368	0.00145163338005201	1.47939314563846	0.00462705227034768
2400	-993.669196131398	575.190259327297	0.08622800395426	0.00144563152575489	1.59942401932149	0.00468783192603803
2410	-996.937049558949	486.853358534985	0.08622800395426	0.00144563152575489	1.57941896772669	0.00468783192603803
2420	-996.861890061442	486.853358534985	0.08622800395426	0.00144563152575489	1.41563438641333	0.00479190429708569
2430	-991.292019229085	497.089115616778	0.0692108874638393	0.00144563152575489	0.96121239594613	0.00403247451617626
2440	-989.402934025503	586.012404926489	0.0692108874638393	0.00144563152575489	0.818521146057068	0.00403247451617626
2450	-989.427851649154	590.036312353121	0.00296039094187744	0.0016806777382897	0.818521146057068	0.00384800532208836
2460	-988.877777695296	532.101854323186	0.247677326270132	0.0016806777382897	0.818521146057068	0.00384800532208836
2470	-989.475146011688	488.982957310478	0.0638393289889993	0.00160997099336571	0.734675553965688	0.00375889170112118
2480	-988.027910493194	533.796294003743	0.124251764039094	0.00158079473051448	0.734675553965688	0.00391305646503516
2490	-988.009675071786	543.999218224611	0.0233412720011458	0.00157742255304061	0.818612281964336	0.00393065635623248
2500	-990.58960629432	543.999218224611	0.0233412720011458	0.00167844272113315	0.424714724446806	0.00358296600426215
2510	-988.648993685551	540.283721236269	0.106569372265368	0.00167844272113315	0.542865549382413	0.00358296600426215
2520	-989.127000013375	537.097963813703	0.14617118175544	0.00180911408575309	0.715976979353172	0.00358296600426215
2530	-990.252564021102	607.7651149189	6.37400715926431	0.00163791350375135	0.517615537358336	0.00350826204301074
2540	-990.694411673036	584.319472702897	20.8580827893444	0.00163791350375135	0.535568488764974	0.00325183969546803
2550	-992.740100770155	584.319472702897	20.559295057432	0.00166282737917601	0.446815240998529	0.0030461912897358
2560	-993.731904798827	533.279683676549	1.21216025408923	0.00172669187626249	0.375189977422551	0.0030461912897358
2570	-993.613668167584	533.279683676549	0.350788139635747	0.00176047263251186	0.361787514564934	0.00301868332621506
2580	-988.619714293096	549.205025894005	10.1934512088438	0.00185173351974604	0.600891906588384	0.00322933144826626
2590	-988.557354667939	518.882900300056	10.1934512088438	0.00185148144864483	0.746374089909563	0.00313220042452659
2600	-989.342561572903	576.479463443408	2.8274898042436	0.00193929569530428	1.09232503479378	0.00320824499160966
2610	-988.704489746872	562.031127913198	5.77833088236804	0.00188669801487764	0.656251279707159	0.00301282174948669
2620	-987.991687713877	562.031127913198	5.77833088236804	0.00188669801487764	0.757240962755382	0.00318181010182045
2630	-989.425074648398	538.596532730063	0.00934795086640627	0.00206715128948378	0.814937380764407	0.00320548380224071
2640	-989.646830222082	497.938485763879	0.00102038332916804	0.00196548222977586	0.995725564782452	0.00320548380224071
2650	-988.541716593924	505.485029926052	0.0646133113279569	0.00192298376367375	0.816866609932383	0.00320548380224071
2660	-989.090882227035	505.485029926052	0.00300690889389039	0.00192298376367375	0.816866609932383	0.00308692412712377
2670	-989.345465381838	518.424626790807	0.0369068852903535	0.00203736832769716	0.6903016360784	0.00317543463710147
2680	-988.552273898766	531.251021592646	0.488612453098301	0.00190809456945664	0.970412857072473	0.00332681009200429
2690	-988.573359283539	531.251021592646	4.37789048033366	0.00187451426740397	0.970412857072473	0.00332681009200429
2700	-988.573359283539	531.251021592646	4.37789048033366	0.00187451426740397	0.970412857072473	0.00332681009200429
2710	-988.324284323499	531.251021592646	4.37789048033366	0.00187451426740397	0.591608993458753	0.00318913893438403
2720	-990.031902611803	508.187945331324	0.109623980448521	0.00184772679043508	0.555881038487637	0.00306593897004035
2730	-992.981041499281	659.409705242755	0.481829495857941	0.00174718565497063	0.818560043198204	0.00329597537974284
2740	-988.02910163606	527.533797654797	2.02711834693724	0.00174718565497063	0.799216400129534	0.00347130259751398
2750	-988.972453487802	517.114103800749	0.924213318098609	0.00177679477688293	0.867035375536149	0.00361799528760184
2760	-988.076558863514	534.073164016024	0.162882268591997	0.0016143897606732	0.783629375837995	0.00372368194347818
2770	-988.122675771114	559.275215392642	0.0718199171593642	0.0016143897606732	0.783629375837995	0.00372368194347818
2780	-988.655187004029	581.411266668385	0.930924017046955	0.00148603402083974	0.65827914978198	0.00411837995625882
2790	-989.727633310708	528.271844850235	0.332230028407545	0.00146893230800285	1.07758572711114	0.00412870862954885
2800	-989.561546343779	528.271844850235	0.371095793496796	0.00148177539620715	1.07758572711114	0.00412870862954885
2810	-989.794993351546	569.020146283803	0.0532924119523146	0.00157555336978174	1.0878786194218	0.00383123099640758
2820	-988.830601257809	505.373229081445	0.0584544972079688	0.00163122891223515	0.839881903050636	0.00383123099640758
2830	-988.76797687007	507.060798190971	0.121642027404438	0.0015550291855563	0.645879745832431	0.00391727593526549
2840	-988.733933916498	507.060798190971	2.56301254214485	0.00166836063437167	0.645879745832431	0.00362536095217523
2850	-988.227124155134	557.378624848145	6.52095442078805	0.0015602797127647	0.720717831116563	0.00390051361359649
2860	-988.014465281877	557.378624848145	1.56361794736136	0.0015602797127647	0.704365003788194	0.00390051361359649
2870	-990.237598503777	557.378624848145	2.50715491100618	0.00150038621549095	0.666208698427261	0.00365852640543724
2880	-987.939365536143	557.378624848145	0.169919429480535	0.00188466898726627	0.792141173530779	0.00331089092910852
2890	-988.075702360995	557.378624848145	8.18632444376484	0.00185907202340108	0.792141173530779	0.00320937913361021
2900	-988.903885151345	525.411453412215	7.14274150564072	0.00184092979333876	0.936851134653339	0.00321296421510647
2910	-988.446036270851	525.411453412215	0.00142527583112899	0.00176038123489905	0.899551458238498	0.00346156086278601
2920	-988.873627416642	525.411453412215	0.0372102873967112	0.00178007940206216	1.00638138403368	0.00347770680409534
2930	-989.960175068145	498.598676603572	4.40870519151655	0.00164999790137231	0.894435985437313	0.00355607739748175
2940	-988.357508189511	553.130557072954	5.33358344449725	0.00175300354612562	0.894435985437313	0.00355607739748175
2950	-988.623454214483	581.546041025196	6.85597400294425	0.00183811908397185	0.837141702857878	0.00333966058535279
2960	-989.081626803036	581.546041025196	6.85597400294425	0.00179731007689171	0.979580462229087	0.00344400879461141
2970	-989.426432654604	588.915573456635	6.85597400294425	0.00182220180770533	0.98967485181386	0.00344400879461141
2980	-989.839602001564	588.915573456635	22.3811244521493	0.00163579077874961	0.801383178633047	0.00344400879461141
2990	-990.557889909842	497.482941220735	22.3811244521493	0.00163660986270799	0.801383178633047	0.0035413985246731
3000	-989.152741062261	507.480107513987	5.99029098974178	0.00166262063106727	0.702251117791692	0.00345626624807042
3010	-988.250383417068	571.799335376353	0.0558978932695347	0.00170130680862167	0.806596965505857	0.00357711891778882
3020	-990.727480952258	537.452051539725	0.0168829561497088	0.00184619075496282	0.644288012174419	0.00357711891778882
3030	-988.703437778385	588.485532546476	0.0868670084182716	0.00193236797111767	0.706909706945984	0.00323729562294505
3040	-989.209458830307	588.485532546476	1.66669079963634	0.00177923837944629	0.587715302667928	0.00324314498695695
3050	-989.162832610793	588.485532546476	1.66669079963634	0.00177923837944629	0.627746355589612	0.00350156074771802
3060	-989.111071481396	570.835775003197	3.11078409116373	0.00178617282053416	0.610270892563805	0.00350156074771802
3070	-989.127485279792	570.835775003197	0.00974817673602808	0.00175015611934887	0.528573260879882	0.00329749111798049
3080	-989.335692770087	570.835775003197	0.0173291744215969	0.00177129243721673	0.566840438025232	0.00354266114018805
3090	-989.001368386448	520.055634162255	0.95635364811331	0.0015705183904011	0.540701767450735	0.00374901206508571
3100	-988.604992036598	547.743506208609	0.0160200789646585	0.00157845402748565	0.935247368460957	0.00404433333257273
3110	-988.353747619516	578.378353682918	0.00425420374039262	0.00161965355495701	0.765051338485743	0.00378355323414578
3120	-988.205595724149	567.997718709463	0.00107073335763771	0.00159234191733977	0.765051338485743	0.00378355323414578
3130	-988.309423177132	564.134755795488	0.689657386581156	0.00159234191733977	0.725246092336082	0.00392733213153244
3140	-990.350957271817	564.134755795488	1.92160734393677	0.00159588481827231	0.77230631274698	0.00414732442452487
3150	-990.874303539352	564.134755795488	1.92160734393677	0.00159588481827231	0.63549416652488	0.00410585544927593
3160	-988.365488961717	564.134755795488	0.377481532621154	0.00173521426463754	0.800124724316448	0.00342387450849828
3170	-988.524120800966	573.367854912973	0.0944784570615465	0.0016757802579316	0.62380940517553	0.00351464026054409
3180	-988.923331633137	521.536492427777	0.114888676418851	0.00175676578193491	0.947552401425376	0.00344380956031739
3190	-989.817230387412	521.536492427777	0.0150989207172329	0.00163120000923629	1.04968186376679	0.00369203676886158
3200	-990.406580565938	497.484774838446	0.0150989207172329	0.00163120000923629	1.00064111651691	0.00369203676886158
3210	-989.435388760024	497.484774838446	0.288559304413849	0.00158906347345877	0.631907161679303	0.00368971794569173
3220	-988.669208498231	574.052041884544	0.00763894756209089	0.0015900261235203	0.740458390716979	0.00368971794569173
3230	-989.833824432909	595.059827834383	0.067317832652475	0.0015900261235203	0.722822664912496	0.00359610711002166
3240	-988.909487432165	595.059827834383	0.067317832652475	0.00165894809178857	0.812210634836659	0.00369142934789717
3250	-989.007908848936	595.059827834383	0.00175163564542739	0.00159790543361639	0.701016236993894	0.00371640408735454
3260	-990.455364677508	559.72484321474	0.00102212447442691	0.00153620825419548	0.654380426097327	0.00427177211205856
3270	-988.735854822903	520.158599327148	0.0152022014126737	0.00143925990741225	0.61626999720522	0.00427177211205856
3280	-989.524469284249	520.158599327148	0.00681229394916498	0.00135279999629795	0.540152737447591	0.00422274639612835
3290	-989.397133708395	497.925186296104	0.175638740288053	0.00143029724958587	0.613138796793007	0.00422274639612835
3300	-988.318239760847	536.017127192429	1.85263982937062	0.00142434268725545	0.614479567630671	0.00422762029790567
3310	-988.668854388623	536.017127192429	0.403513280359092	0.00132076926827399	0.700483455730327	0.00438013132687363
3320	-988.08435045609	536.017127192429	3.33414583135857	0.00136352578533842	0.719257939836748	0.00438013132687363
3330	-988.531238830166	536.017127192429	9.67154874461153	0.00148305060850153	0.719257939836748	0.00409600008763105
3340	-989.306439731582	543.376661186592	9.67154874461153	0.00153302396392754	0.753851981355565	0.00409600008763105
3350	-988.605170028184	543.376661186592	15.7231225485812	0.00163782983842584	0.688304685689181	0.00349352566022684
3360	-988.229519981766	559.505710210256	3.12134370273227	0.00166901539903291	0.747437647804976	0.00352327800229601
3370	-988.229519981766	559.505710210256	3.12134370273227	0.00166901539903291	0.747437647804976	0.00352327800229601
3380	-988.894516196219	550.449124500561	2.27635357087491	0.00169737429814944	0.611983800162683	0.0033432531673974
3390	-989.329179786983	500.782668902693	13.5311868250338	0.00176654352585229	0.732810431052473	0.0033432531673974
3400	-991.590214745689	645.224821158513	5.51197643677065	0.00176654352585229	0.607606701867327	0.00326194807865588
3410	-991.647321478697	484.616033620938	5.51197643677065	0.0017003824416212	0.607606701867327	0.00326194807865588
3420	-991.770274816156	484.616033620938	5.51197643677065	0.00182323926230931	0.506120440308121	0.00331980161003807
3430	-989.45427042379	600.63970090821	0.966899444089983	0.00166640417947721	0.89127412966082	0.00380192537437279
3440	-989.719668526361	600.63970090821	0.966899444089983	0.00166640417947721	1.00710192608486	0.00372806292148306
3450	-987.899294098812	549.941491905805	0.177918304177761	0.00173540362086437	0.741656308790037	0.00356616083083245
3460	-989.064415061087	549.941491905805	0.0104659956765932	0.00164810217665504	0.900463762681905	0.00356616083083245
3470	-990.278302656705	549.941491905805	0.0351025167872156	0.00158976520489412	0.526255330343522	0.00346487385349837
3480	-990.695274234995	549.941491905805	0.00378675537137294	0.0018530629946865	0.524195686579558	0.0034617223032183
