iteration	likelihood	noise_sigma_SSL_surf_IFN1_data0	noise_sigma_SSL_surf_none_data0	gM	upfactor	s1	s2	sf
5000	-2102.67234891199	999.310289613148	570.139670746818	0.291238306777934	4.05235651789793	0.255720292319763	0.980586223688057	0.282204479763214
5010	-2102.26097323891	999.310289613148	564.152531550681	0.301257392416524	4.07195723690488	0.250160589256905	1.01103626860616	0.282204479763214
5020	-2100.52957409036	999.310289613148	539.952370613568	0.284411711416949	4.06056777015126	0.253892698594358	1.00771531279872	0.282204479763214
5030	-2100.74533098418	999.310289613148	539.952370613568	0.284411711416949	4.06056777015126	0.251960946013254	1.00771531279872	0.282204479763214
5040	-2102.23931880033	998.479753240336	530.361846296794	0.28674475354801	4.07936828850918	0.252778826109532	1.00108023077987	0.280175738341478
5050	-2102.42359910623	998.570205895594	543.805606488204	0.28713974930456	4.07687966994496	0.252778826109532	1.00108023077987	0.281120401769003
5060	-2102.41392043436	998.570205895594	525.045902838793	0.301091541167825	4.09715661971579	0.249659120396337	1.00108023077987	0.28048812955384
5070	-2103.02092151677	998.570205895594	535.779260412827	0.295224635898402	4.09715661971579	0.249659120396337	1.05856536736226	0.279726992978187
5080	-2102.40940990982	998.570205895594	535.779260412827	0.28434979141061	4.18007906534577	0.253649542145257	1.00912403903951	0.274923952278218
5090	-2102.76368371764	998.570205895594	517.793954212629	0.28434979141061	4.18007906534577	0.253083816459421	0.999535368609121	0.277176674992575
5100	-2102.90130695585	998.570205895594	536.212881626131	0.306260906965106	4.22134674114586	0.25370436325088	1.00989218245218	0.27177287661882
5110	-2103.22839940023	998.570205895594	536.212881626131	0.306260906965106	4.21286013695748	0.257895126778741	1.01980098180204	0.268252309063266
5120	-2102.25441202985	998.570205895594	528.46906941203	0.294736758879423	4.21286013695748	0.255757495122757	1.0597169049519	0.270780529279623
5130	-2103.22386429705	998.2623089253	528.46906941203	0.307480781132723	4.21286013695748	0.25527568380821	1.0597169049519	0.270780529279623
5140	-2104.76732702014	998.2623089253	503.185098360181	0.307480781132723	4.23651336005023	0.25527568380821	0.975747805664671	0.270780529279623
5150	-2103.19865638665	998.2623089253	503.185098360181	0.307480781132723	4.28788689327862	0.260713591264308	1.05102440051313	0.266309051537372
5160	-2101.11200436117	999.377466123969	524.97185455274	0.31048816675671	4.24475690441257	0.263799195238563	1.06065151936415	0.266309051537372
5170	-2101.11840918533	999.377466123969	524.97185455274	0.31048816675671	4.24475690441257	0.257096223601637	1.05529767915915	0.266895628391418
5180	-2100.23020431758	999.781167175092	524.97185455274	0.31048816675671	4.24475690441257	0.257096223601637	1.05529767915915	0.266895628391418
5190	-2099.72688015131	999.781167175092	501.775988978205	0.305176070852205	4.24475690441257	0.257096223601637	1.05529767915915	0.266895628391418
5200	-2099.41779489889	999.781167175092	483.656578551783	0.305176070852205	4.24475690441257	0.259402201862379	1.05985487772071	0.266895628391418
5210	-2101.01613929753	999.781167175092	483.656578551783	0.302235487466767	4.26372713411311	0.257531626414815	1.05985487772071	0.271917411014443
5220	-2099.59131985327	999.781167175092	478.584115354589	0.289412341174098	4.21179973750583	0.257531626414815	1.01775851082181	0.273592032676778
5230	-2098.54321002811	999.781167175092	478.584115354589	0.29046117890266	4.19188778061644	0.252212771879029	1.0198034132404	0.273592032676778
5240	-2099.46115879592	999.781167175092	478.584115354589	0.29046117890266	4.19737825388372	0.255413688552114	0.986768126753725	0.269897630776237
5250	-2098.61389714482	999.781167175092	466.693217126146	0.29046117890266	4.19737825388372	0.255413688552114	1.03542692991883	0.271206882626932
5260	-2098.57965508039	999.781167175092	475.225601621593	0.284055368782836	4.21491347536693	0.255413688552114	1.01956535911515	0.271206882626932
5270	-2098.74951014224	999.781167175092	475.225601621593	0.29409115949721	4.21491347536693	0.255413688552114	1.01991583414667	0.272212547970865
5280	-2098.89631856889	999.781167175092	461.477945660818	0.28647848951006	4.17630366033496	0.255413688552114	1.01991583414667	0.272212547970865
5290	-2099.50477028802	999.781167175092	432.740885148273	0.298879970481811	4.1512207005262	0.256334406303311	1.07308995763932	0.276667204902144
5300	-2099.95403698084	999.781167175092	416.241582849722	0.298879970481811	4.12145596617996	0.253800152399291	1.05291702193648	0.276667204902144
5310	-2099.98028720677	999.781167175092	404.288595203814	0.289517822214309	4.18826643068505	0.250291000991827	1.05291702193648	0.276667204902144
5320	-2102.9124772574	999.781167175092	408.96195779325	0.272173756930625	4.18826643068505	0.243883324637743	1.05291702193648	0.276667204902144
5330	-2104.11330024034	998.667501225581	416.872509003839	0.282592095144705	4.18826643068505	0.243883324637743	1.10433121245428	0.279776537467156
5340	-2104.0704399085	998.667501225581	421.398010005026	0.282592095144705	4.21854177975651	0.245193649548354	1.05217624113174	0.280062729102854
5350	-2103.62553190309	998.667501225581	421.398010005026	0.282592095144705	4.23235882071243	0.239371985892694	1.02976040370161	0.278476963442608
5360	-2103.62632252212	998.667501225581	423.561866513436	0.280927827486745	4.23235882071243	0.243050996787898	1.00271121850338	0.278476963442608
5370	-2102.17425414556	998.667501225581	417.119801680201	0.286866589638801	4.15200233677877	0.245540913859661	1.00271121850338	0.278476963442608
5380	-2102.2016479833	998.667501225581	407.44729693613	0.277220397102658	4.14620188405449	0.254135983212597	1.00271121850338	0.276683955995203
5390	-2100.28248573719	999.616386026773	406.368345472184	0.283536606305654	4.14402419371225	0.255509895487834	1.00271121850338	0.276683955995203
5400	-2101.66739124737	999.616386026773	406.368345472184	0.283536606305654	4.14402419371225	0.252562806033189	1.07294762978743	0.275181638350832
5410	-2102.20682669155	999.616386026773	405.592466785394	0.283536606305654	4.14402419371225	0.252562806033189	1.08831725108525	0.275181638350832
