iteration	likelihood	noise_sigma_SSL_surf_IFN1_data0	noise_sigma_SSL_surf_none_data0	upfactor	offset	s1	s2	sf
5000	-1021.92032270531	50.7900815595121	12.8562692577925	3433.45707085862	256.747679412145	0.240219641780502	2.0249609047851	0.000138321846951496
5010	-1022.01396036435	45.1288049498821	12.8562692577925	3433.45707085862	256.747679412145	0.246821901563336	1.6202394042553	0.000138321846951496
5020	-1022.46468056548	51.7642704505709	12.5227467302907	2507.2387060058	251.417257684735	0.246821901563336	1.51224336260075	0.000138321846951496
5030	-1022.24881666881	51.7642704505709	11.9926635061238	2507.2387060058	251.417257684735	0.259948736620052	1.76951224668141	0.000138321846951496
5040	-1023.40974033991	45.5734993047225	11.9926635061238	2490.83245002812	251.417257684735	0.309285839074567	1.58524040677209	0.000127691519802613
5050	-1022.34278610032	45.5734993047225	11.9926635061238	2533.46804157381	251.417257684735	0.309285839074567	2.2697335061767	0.000147294717932249
5060	-1023.1336446196	45.5734993047225	11.1625286246731	2618.86201309597	251.417257684735	0.316803186341173	2.64237655584372	0.00014389761231697
5070	-1022.44073457597	45.5734993047225	12.1831819644966	2618.86201309597	196.302290340261	0.325941560710873	1.93284396552929	0.000146927222477271
5080	-1022.55668261724	43.5626212007983	12.5858245750535	2412.55318259122	242.276423053846	0.336033697730236	1.8483722833182	0.000137950013881041
5090	-1023.45717724411	36.5006559695303	13.3961607380993	2721.43303856629	242.276423053846	0.336033697730236	1.8483722833182	0.000137950013881041
5100	-1023.22330601557	43.7448563710521	13.3961607380993	2935.28014052956	242.276423053846	0.331639722515619	2.09021858003854	0.000137950013881041
5110	-1022.81595668309	43.7448563710521	12.5739739314191	2935.28014052956	242.276423053846	0.331639722515619	2.09021858003854	0.000137950013881041
5120	-1022.00273538324	39.776674240262	13.1960142194655	2903.72218420606	228.004498426302	0.32824817968141	2.09021858003854	0.000137950013881041
5130	-1022.55534466726	39.776674240262	13.1960142194655	2903.72218420606	228.004498426302	0.317217948275163	1.97072161165698	0.00012141677558349
5140	-1021.34667196395	39.776674240262	12.2908782649388	2763.58792737888	225.475219158532	0.328805898894127	1.9387840002913	0.000138654650075514
5150	-1021.20401104522	40.7482785296763	12.1036408171696	2522.27970475129	225.475219158532	0.328805898894127	1.78590504827677	0.000138654650075514
5160	-1020.80201545513	40.7482785296763	12.3258264913611	2522.27970475129	213.239622105594	0.328805898894127	1.78590504827677	0.000138654650075514
5170	-1020.77698021099	40.7482785296763	12.3258264913611	2522.27970475129	213.239622105594	0.328805898894127	1.92978133329953	0.000139188531823471
5180	-1020.84015896236	39.9796232091177	13.1849629496173	2520.35486792189	213.239622105594	0.328805898894127	1.92978133329953	0.000139188531823471
5190	-1020.97432890693	39.9796232091177	13.1849629496173	2520.35486792189	213.239622105594	0.328805898894127	1.97663474814275	0.000138034787878277
5200	-1020.65118410241	41.0150186544478	13.1849629496173	2520.35486792189	213.239622105594	0.317477083124103	1.97663474814275	0.000138034787878277
5210	-1020.61685029453	41.0150186544478	13.1849629496173	2664.12568524864	213.239622105594	0.310635255331957	1.90841934895306	0.000144621533637851
5220	-1021.0073244879	41.0150186544478	13.1849629496173	2475.02408402886	207.856466879676	0.327632980305172	1.90841934895306	0.000144621533637851
5230	-1021.07925514153	41.7441268087237	12.7949185785248	2518.52224912426	231.613873759799	0.310421306187326	2.09497182928233	0.000140326338249506
5240	-1021.07135302573	37.3542958229059	13.5312081959049	2556.32000978897	239.312347402245	0.27844360601434	1.45151978172097	0.000136485572582371
5250	-1020.77850827087	41.3576571535998	13.1232683371245	2617.93435070566	239.312347402245	0.298975968118794	1.74471716247856	0.000143453135705671
5260	-1020.34990351284	41.3576571535998	12.6382820021421	2986.3290217423	239.312347402245	0.308970274214275	1.83865272000158	0.000129981574162108
5270	-1020.01885459484	43.0272659008138	12.6382820021421	2986.3290217423	236.582055306205	0.299417115913698	1.83865272000158	0.000129981574162108
5280	-1022.12756213721	43.0272659008138	10.5972378332319	2986.3290217423	236.582055306205	0.299417115913698	1.83865272000158	0.000129981574162108
5290	-1021.74134079365	43.0272659008138	10.5972378332319	2807.06574093984	236.582055306205	0.299417115913698	1.83865272000158	0.000134475904192446
5300	-1021.74190071617	42.9534408631531	10.5972378332319	2823.69988072306	236.582055306205	0.299417115913698	1.83865272000158	0.000134475904192446
5310	-1022.07593476246	37.5988012775326	11.4371232900159	2950.6938851287	194.521103869699	0.299417115913698	1.83865272000158	0.000133796866113788
5320	-1021.43021381101	42.8034215562518	11.7300889885743	3033.96719138065	194.521103869699	0.259550290508021	1.83865272000158	0.000133796866113788
5330	-1020.29277051819	42.8692292931097	14.0774123714781	2900.3353443338	194.521103869699	0.259550290508021	1.74222187842967	0.000133796866113788
5340	-1020.58183421073	47.367574076099	12.6137914357904	2900.3353443338	194.521103869699	0.259550290508021	1.74222187842967	0.000133796866113788
5350	-1020.36261464272	45.6089624353894	12.6137914357904	2900.3353443338	194.521103869699	0.259550290508021	1.74222187842967	0.000133796866113788
5360	-1020.20743337617	45.6089624353894	12.9265803936004	2900.3353443338	194.521103869699	0.259550290508021	1.74222187842967	0.000133796866113788
5370	-1024.0104387728	46.0302800085014	12.9265803936004	2751.98902414377	185.465475589438	0.220366392059691	1.46973299138673	0.000134844447651165
5380	-1021.10621451389	47.7473526377843	14.0355920711513	2751.98902414377	186.053149210034	0.233443208587237	1.28689869171274	0.000140735641797057
5390	-1021.22157276928	43.5752165065799	15.2665319103446	2741.24012201635	186.053149210034	0.233443208587237	1.46363165094026	0.000140735641797057
5400	-1022.71997061148	43.0357823398874	14.3929931439146	3002.80788950289	166.709659066877	0.259416768075612	1.46363165094026	0.000125208275658612
5410	-1021.52517080299	42.9298377521832	12.760150990296	3047.59128322979	187.323409912421	0.298132744345672	1.45948985536645	0.000125208275658612
5420	-1021.41439725314	37.2536917106901	13.6725543311348	2519.83205322072	191.598526958747	0.337072353262907	1.78721650622948	0.000139826473084209
5430	-1022.28687903887	37.2536917106901	14.2759120549693	2561.05233188324	206.324217590577	0.340152726807651	1.78721650622948	0.000139826473084209
5440	-1022.14125525793	37.2536917106901	14.0641265997626	2561.05233188324	206.324217590577	0.340152726807651	1.78721650622948	0.000139826473084209
5450	-1022.49791586536	37.2536917106901	12.5994142962732	2688.85222114767	206.324217590577	0.340152726807651	1.78721650622948	0.000139826473084209
5460	-1021.88680260492	37.2536917106901	12.5994142962732	2583.47996524196	185.525853453759	0.340152726807651	1.78721650622948	0.000139826473084209
5470	-1022.08174721568	36.9242912464904	12.5385671033032	2583.47996524196	173.192906422661	0.290981565259412	1.78721650622948	0.000139826473084209
5480	-1021.95972556169	43.4193443736489	14.0445693014303	2532.04494311361	170.819348742809	0.297123388019651	1.22506360427551	0.000139826473084209
5490	-1023.01950684218	41.3476404138533	14.0445693014303	2532.04494311361	136.959014641413	0.288800631271115	1.22506360427551	0.000139826473084209
5500	-1022.40166310234	46.4488445686195	14.5355271792053	2770.47347073183	172.956725274957	0.267024484618871	1.17870229542513	0.000138550959467234
5510	-1021.13037204306	42.6234632333936	14.5355271792053	2498.75221258539	180.267282009881	0.285601866553056	1.20968933777466	0.000137864889812758
5520	-1021.09363617616	42.6234632333936	14.3708913596258	2498.75221258539	180.267282009881	0.285601866553056	1.20968933777466	0.000137864889812758
5530	-1023.12467244092	46.7165022146752	13.0938647088544	2498.75221258539	232.371792689555	0.285601866553056	1.20968933777466	0.000137864889812758
5540	-1023.6448375199	48.7231862745238	12.9740354838654	2291.20411274878	194.752520515704	0.285601866553056	1.20968933777466	0.000137864889812758
5550	-1023.17562650228	47.9063426978057	12.9740354838654	2327.26202175029	194.752520515704	0.285601866553056	1.20968933777466	0.000137864889812758
5560	-1024.64112208847	47.9063426978057	12.4518307045221	2362.61295441904	214.268488984628	0.276863635369604	1.47370856897162	0.000160321090515033
5570	-1021.95355300246	43.5719088062981	12.1982140739291	2362.61295441904	263.044064096263	0.276863635369604	1.58861651682726	0.000144243166737658
5580	-1020.64050966276	43.5719088062981	12.1982140739291	2373.35756021921	233.678066626425	0.281402534418437	1.58861651682726	0.000144243166737658
5590	-1019.82219369506	43.5719088062981	12.5815509748951	2562.57567965751	182.230914075372	0.278698604023365	1.58861651682726	0.000143271465299084
5600	-1020.06891614625	42.961099080195	12.5815509748951	2562.57567965751	182.230914075372	0.279767610125999	1.48702592010599	0.000143271465299084
5610	-1020.98837098104	41.5613510083772	12.6571664234893	2710.16766093046	182.230914075372	0.293368820563097	1.49749412235581	0.000143271465299084
5620	-1019.56651815547	41.5613510083772	12.8477737784197	2638.19951827751	182.230914075372	0.261553240069247	1.49749412235581	0.000143271465299084
5630	-1020.14442729829	38.8793545772549	12.5068863105502	2638.19951827751	251.487726789475	0.261553240069247	1.49749412235581	0.000143271465299084
5640	-1020.78681831577	38.8793545772549	12.5068863105502	2591.75697039951	251.487726789475	0.275542827287649	1.83920992584865	0.000143271465299084
5650	-1020.93969976983	38.8793545772549	12.5068863105502	2732.10382848866	236.204908279828	0.252702374623003	1.97804666926227	0.000150190679281061
5660	-1019.98264398211	44.4073745419286	12.3973726157333	2871.73319819996	236.287705395232	0.232592158829085	1.97804666926227	0.000150190679281061
5670	-1020.3012040994	49.9752537172864	11.5031126988041	2871.73319819996	236.287705395232	0.232592158829085	1.97804666926227	0.000150190679281061
5680	-1020.03119087103	48.7464781563625	11.7346135489743	2871.73319819996	236.287705395232	0.232592158829085	1.97804666926227	0.000150190679281061
5690	-1020.30237484631	48.7464781563625	12.3873138696712	2871.73319819996	236.287705395232	0.232592158829085	1.97804666926227	0.000152675595888326
5700	-1020.91732620208	48.7464781563625	12.3873138696712	2871.73319819996	228.767137128126	0.232592158829085	1.97804666926227	0.000157796161788612
5710	-1020.71542446166	48.7464781563625	12.3873138696712	2871.73319819996	241.021184122171	0.215027945573611	1.97804666926227	0.000150986768433163
5720	-1020.46438028698	48.7464781563625	12.3873138696712	2871.73319819996	195.538183160416	0.237391987579409	1.97804666926227	0.000150986768433163
5730	-1022.04742948373	48.7464781563625	12.3873138696712	2871.73319819996	195.538183160416	0.237391987579409	2.34638026896898	0.000148834460530541
5740	-1021.40273527436	48.7464781563625	14.1425850315379	2736.12392608769	186.917837530005	0.246230558448602	2.02929646745757	0.000144269211301175
5750	-1026.39301691291	56.9163002159924	13.4167694511301	3404.17267062986	209.059668278461	0.230739235180071	2.59447493868841	0.000132908706674976
5760	-1025.10768973885	56.9163002159924	13.4167694511301	3430.21009163496	270.31156278834	0.239297334753068	2.3915758154033	0.000135984266595614
5770	-1024.16780528921	57.547622250472	12.0650644710682	3156.2491911507	270.31156278834	0.239297334753068	2.3915758154033	0.000135984266595614
5780	-1027.82554838017	48.6506158751257	14.2960024873731	3866.14040698281	310.371927142357	0.239297334753068	2.36890925670996	0.000135984266595614
5790	-1029.35942146423	43.9024505846374	14.8355364071478	4542.04335160631	312.821803998131	0.218787401409822	1.81705907443349	0.000125696951230636
5800	-1025.9252026145	43.9024505846374	14.8355364071478	4345.35626240256	227.406044155671	0.219352864540727	1.75427625254153	0.000125696951230636
5810	-1025.64804260966	43.9024505846374	14.8355364071478	4250.02711897808	245.664562844361	0.226263337540723	1.87299261752626	0.000125696951230636
5820	-1025.76280339375	43.9024505846374	14.8355364071478	3910.65906495185	270.785384606456	0.226263337540723	1.87299261752626	0.000125986395018629
