iteration	likelihood	noise_sigma_SSL_surf_IFN1_data0	noise_sigma_SSL_surf_none_data0	upfactor	s1	s2	sf
2000	-6702.88320214998	999.987040185092	999.737137478229	0.0337234213421674	0.397372717897184	1.22078770334924	0.00340430735998156
2010	-6703.42841150385	999.987040185092	999.737137478229	0.0337234213421674	0.397372717897184	1.30799486504903	0.00340477182912476
2020	-6702.51634176956	999.987040185092	999.737137478229	0.0337234213421674	0.397372717897184	1.45289736900423	0.00344298398712246
2030	-6702.02117103224	999.987040185092	999.737137478229	0.0337234213421674	0.397372717897184	1.25681511403118	0.00344298398712246
2040	-6702.76919070216	999.987040185092	999.737137478229	0.0351434093985153	0.397421559033416	1.32308270658777	0.00348231632856264
2050	-6703.08478299398	999.987040185092	999.737137478229	0.0351434093985153	0.380251974465227	1.39141404170508	0.00347188173784266
2060	-6703.32458328723	999.987040185092	999.737137478229	0.0351434093985153	0.380251974465227	1.44847749714867	0.00349144451743785
2070	-6702.89283861878	999.987040185092	999.737137478229	0.0344012718936104	0.396528952578148	1.24714358217096	0.00340951381205404
2080	-6703.49236100875	999.987040185092	999.737137478229	0.034146085857142	0.386867555932693	1.28847342477097	0.00340951381205404
2090	-6704.02874627512	999.987040185092	999.737137478229	0.0330288600307692	0.397612801675064	1.30243172811138	0.00349406269694585
2100	-6702.49673772219	999.987040185092	999.737137478229	0.0325161913920329	0.41140244711416	1.37614198958763	0.00345887779951874
2110	-6701.60749460551	999.987040185092	999.737137478229	0.0322794659895365	0.402271063258168	1.37614198958763	0.00345887779951874
2120	-6702.85235878676	999.987040185092	999.737137478229	0.0324805088866709	0.388037475570653	1.50733134730849	0.00351155663920783
2130	-6703.26923542284	999.987040185092	999.737137478229	0.0312429933548817	0.390839063389689	1.40811239224944	0.0035395666657119
2140	-6705.50712920398	999.987040185092	999.737137478229	0.032613826254167	0.390839063389689	1.63997512398481	0.0035395666657119
2150	-6704.24245663178	999.987040185092	999.737137478229	0.032613826254167	0.394320117760765	1.57125691894484	0.00355855692287883
2160	-6701.61871703142	999.987040185092	999.737137478229	0.0315428211318472	0.391968441010306	1.45807977558981	0.00349638550340166
2170	-6702.171929175	999.987040185092	999.737137478229	0.0322836822564965	0.388872767680193	1.45807977558981	0.00349638550340166
2180	-6702.2141346531	999.987040185092	999.737137478229	0.0322836822564965	0.391664922677963	1.48875115588072	0.00348261854725966
2190	-6701.50623837216	999.987040185092	999.737137478229	0.0322836822564965	0.403269778194134	1.41280470788361	0.00346632134600634
2200	-6701.99629075688	999.987040185092	999.737137478229	0.0322836822564965	0.391322996264152	1.41280470788361	0.00346632134600634
2210	-6702.33434371464	999.987040185092	999.737137478229	0.0307534119653768	0.40174589179502	1.50624404745271	0.00346632134600634
2220	-6703.22503271896	999.987040185092	999.737137478229	0.0294147729292944	0.429288852436426	1.46287387677844	0.00346632134600634
2230	-6701.77977073409	999.987040185092	999.737137478229	0.0294203751523047	0.421949209348109	1.46505362577125	0.00341245712013812
