iteration	likelihood	noise_sigma_SSL_surf_IFN1_data0	noise_sigma_SSL_surf_none_data0	upfactor	s1	s2	sf
2000	-3662.67378321751	999.99497635699	995.585167198895	999.797785473351	0.00551202712757647	0.33996589484906	0.0152264242149596
2010	-3662.62179220715	999.99497635699	998.97996846937	999.797785473351	0.00551202712757647	0.338670206046387	0.0153375662786353
2020	-3662.89771202714	999.99497635699	998.97996846937	999.797785473351	0.00551202712757647	0.338670206046387	0.0151989466343249
2030	-3663.58960145552	999.99497635699	993.354789249471	999.797785473351	0.00548426235548438	0.338670206046387	0.0151989466343249
2040	-3662.15282865865	999.99497635699	993.354789249471	999.797785473351	0.00551493739156086	0.334540107602103	0.0151440190329423
2050	-3664.63099406404	999.99497635699	983.670981422837	999.797785473351	0.00553855560824212	0.335394215545228	0.0151003740786477
2060	-3660.49467577852	999.99497635699	983.670981422837	996.73835702418	0.00557432352411524	0.320802160345556	0.0148870336985582
2070	-3660.31641096145	999.99497635699	983.670981422837	998.075162071464	0.0056471461716641	0.32644375481904	0.0149227537180481
2080	-3661.28335851667	999.99497635699	980.85982781207	979.376898759238	0.00567716177088065	0.323441552331517	0.0152584525369749
2090	-3657.48171489364	999.99497635699	987.267206886665	979.376898759238	0.00567716177088065	0.319209049016734	0.0149818173042552
2100	-3658.34580183225	999.99497635699	975.682190369153	984.416984338345	0.00567716177088065	0.319209049016734	0.0149818173042552
2110	-3658.60067485779	999.737900177207	983.871844873996	981.395011234049	0.00568739686824834	0.3212417587533	0.0149200235162754
2120	-3658.37533764081	999.737900177207	990.664829329957	981.367927329055	0.00570460294422878	0.325220721098221	0.0149200235162754
2130	-3661.98697841616	999.737900177207	990.664829329957	983.261978611451	0.00570460294422878	0.325220721098221	0.0149200235162754
2140	-3659.64827753664	999.737900177207	995.759510687408	974.765063290062	0.00574319944132586	0.323455354529489	0.0150393777963401
2150	-3659.6016601474	999.737900177207	990.638966691652	986.335465661575	0.00574319944132586	0.323455354529489	0.0147290416302379
