iteration	likelihood	noise_sigma_ASN_surf_IFN1_data10	noise_sigma_SSL_surf_IFN1_data0	noise_sigma_SSL_surf_none_data0	upfactor	s1	s2	sf	gM
2000	-3390.49091135533	357.626609555974	999.829159245807	754.628067489639	1.23415052201127	2.63068993578938	0.0465930577089309	1.16788527241471	0.0980163632995184
2010	-3391.31178366384	359.644953038312	999.829159245807	754.628067489639	1.26637598612516	2.49898522172781	0.0461021278238187	1.16788527241471	0.0980163632995184
2020	-3393.88112247724	351.479986667534	999.829159245807	756.776973660512	1.26157006684851	2.42739313397059	0.0461021278238187	1.16788527241471	0.111502745948563
2030	-3394.67363543223	317.759359546161	999.829159245807	797.186031777676	1.26157006684851	2.37613356107243	0.0465345755265115	1.18739565967837	0.110071567345217
2040	-3390.87550767876	341.26306262593	999.829159245807	803.773228732052	1.24581952828582	2.49182919307988	0.0390384576177114	1.19991785069646	0.0870750834726512
2050	-3390.69967248386	333.859046132479	999.829159245807	803.773228732052	1.24581952828582	2.49182919307988	0.0390384576177114	1.21644776952581	0.092685748913261
2060	-3389.16759519236	333.859046132479	999.829159245807	803.773228732052	1.24581952828582	2.40981855180841	0.0389957096560137	1.22494741924315	0.0932081546322455
2070	-3388.55002510072	333.859046132479	999.829159245807	795.871120328851	1.24345807853317	2.40981855180841	0.0389957096560137	1.22494741924315	0.0932081546322455
2080	-3389.25432066772	333.859046132479	999.829159245807	787.690625414553	1.24491632412017	2.46586176655885	0.0396283200837148	1.21232883198725	0.0953916352592788
2090	-3389.02568494393	333.859046132479	999.829159245807	787.690625414553	1.2375801643585	2.47207053585975	0.0396283200837148	1.21401185977334	0.0890066224144064
2100	-3388.71732054394	333.859046132479	999.829159245807	773.155192676759	1.19872416418692	2.55273191785677	0.0437576134319102	1.21401185977334	0.10066036442849
2110	-3386.10285910503	319.353642052495	999.829159245807	749.576355414031	1.19872416418692	2.65374416944699	0.0433925976334921	1.23281795142462	0.0879568641051282
2120	-3387.12169743478	320.052148655287	999.829159245807	737.559536537171	1.1815839551507	2.65374416944699	0.0433925976334921	1.23281795142462	0.0804343447181514
2130	-3385.96563504205	320.052148655287	999.829159245807	737.559536537171	1.19880966045865	2.57327899481636	0.044853150376106	1.24300510344033	0.0804343447181514
2140	-3387.09296999722	303.886297376062	999.829159245807	745.111421916642	1.20546544115245	2.57042869278455	0.0404298861074642	1.24300510344033	0.0804343447181514
2150	-3387.08166880802	303.886297376062	999.829159245807	745.111421916642	1.20546544115245	2.57042869278455	0.0438083533984625	1.25104713399097	0.0804343447181514
2160	-3384.39387821229	303.886297376062	999.829159245807	677.741065269451	1.18046087454764	2.61319665220943	0.0438083533984625	1.2521403161927	0.0889616806830697
2170	-3384.9247524592	303.886297376062	999.829159245807	722.378068616048	1.18046087454764	2.61319665220943	0.0438083533984625	1.2521403161927	0.0834488283053496
2180	-3384.99684548524	303.886297376062	999.829159245807	722.378068616048	1.18046087454764	2.57606835580441	0.0409680271060073	1.25607610502541	0.0834488283053496
2190	-3384.01289115535	342.296704518731	999.829159245807	722.685705510572	1.18046087454764	2.57606835580441	0.043106902040034	1.25607610502541	0.0834488283053496
2200	-3383.31844441066	342.296704518731	999.829159245807	725.114812089757	1.17996813003207	2.57606835580441	0.043106902040034	1.25607610502541	0.0903107742178337
2210	-3382.65402652301	340.767435439361	999.979667628673	737.040029859883	1.17125099973318	2.5975320492442	0.0451285923311941	1.25607610502541	0.0903107742178337
2220	-3382.53884343802	340.767435439361	999.979667628673	737.040029859883	1.17125099973318	2.56819228588628	0.0487031937334727	1.28013431664451	0.0903107742178337
