iteration	likelihood	noise_sigma_SSL_surf_IFN1_data0	noise_sigma_SSL_surf_none_data0	upfactor	s1	s2	sf	gM
2000	-2101.74733065113	999.298859184768	471.994246956829	73.8436140506872	0.254333564013406	1.05796880171652	0.0156654427291777	8.93339250182065
2010	-2101.37341524203	999.298859184768	472.628532221267	72.8955250295533	0.259636912620817	1.01372012669349	0.0157031842291499	8.93339250182065
2020	-2101.14678426037	999.298859184768	482.966507515439	72.0423327660124	0.259636912620817	1.01372012669349	0.0157031842291499	9.07160266011837
2030	-2103.05211176092	998.533993096894	491.384736340975	72.8146527429254	0.259636912620817	1.02988675810535	0.0157031842291499	9.35839792817877
2040	-2102.81046176686	998.533993096894	491.384736340975	72.4067907106391	0.259636912620817	1.06146725412146	0.0157673981636916	9.43190118259692
2050	-2100.65860847391	999.490654842632	477.235398627698	71.2356680458659	0.257858222440098	1.02416367087569	0.0159064053133263	9.3216073856174
2060	-2101.96098218494	999.490654842632	485.534066191409	70.8070352739616	0.257858222440098	0.976868241175188	0.0159064053133263	9.3216073856174
2070	-2101.34129504118	999.490654842632	485.534066191409	70.8070352739616	0.257858222440098	1.02080152663366	0.0159064053133263	9.3216073856174
2080	-2103.62761620308	999.490654842632	485.534066191409	72.7851355274856	0.257858222440098	1.02080152663366	0.0159064053133263	9.3216073856174
2090	-2100.03077720345	999.490654842632	485.534066191409	72.7851355274856	0.253207063178287	1.02080152663366	0.0157047268418281	9.3216073856174
2100	-2100.20820986443	999.490654842632	485.534066191409	72.7851355274856	0.253207063178287	1.02080152663366	0.0157047268418281	9.12324942887688
2110	-2100.20820986443	999.490654842632	485.534066191409	72.7851355274856	0.253207063178287	1.02080152663366	0.0157047268418281	9.12324942887688
2120	-2100.2782297875	999.490654842632	485.534066191409	72.7851355274856	0.262720015197751	1.09128254650106	0.0157286075079831	9.12324942887688
2130	-2102.43097741783	999.490654842632	485.534066191409	72.4378891635523	0.267879461064063	1.09976749485815	0.0155329358974788	9.91004435911525
2140	-2102.16785971585	999.490654842632	485.534066191409	72.2262963421759	0.267879461064063	1.09976749485815	0.0155329358974788	9.91004435911525
2150	-2102.16785971585	999.490654842632	485.534066191409	72.2262963421759	0.267879461064063	1.09976749485815	0.0155329358974788	9.91004435911525
2160	-2101.57033727421	999.490654842632	451.741384137528	71.8892037131178	0.265530476785371	1.12662099940606	0.0156993776706617	9.69470316890492
2170	-2101.80847912353	999.490654842632	451.741384137528	71.223499892839	0.269443329081555	1.11311848548661	0.0156993776706617	9.69470316890492
2180	-2104.11660006755	999.502609046222	450.058337062185	72.407889692806	0.248945633944551	1.08989906522757	0.0156993776706617	9.69470316890492
2190	-2104.47341680136	999.502609046222	444.399286290485	72.407889692806	0.248945633944551	1.08989906522757	0.0156808344372266	9.62558860899318
2200	-2103.79105988706	999.502609046222	444.399286290485	72.407889692806	0.248945633944551	1.08584741105381	0.0158026238085054	9.23300029089145
2210	-2101.5891421518	999.502609046222	444.399286290485	72.407889692806	0.252279868794241	1.08584741105381	0.0158026238085054	9.23300029089145
2220	-2100.92665381536	999.502609046222	444.009948827213	72.8982059191854	0.259590649983783	1.08584741105381	0.0155375116175797	9.23300029089145
2230	-2100.28120486412	999.502609046222	444.009948827213	72.8982059191854	0.259590649983783	1.08977006369744	0.0157050615019526	9.23300029089145
2240	-2100.30273789501	999.502609046222	456.456048893707	72.8982059191854	0.259590649983783	1.08977006369744	0.0157440123957332	9.1841929006241
2250	-2100.30273789501	999.502609046222	456.456048893707	72.8982059191854	0.259590649983783	1.08977006369744	0.0157440123957332	9.1841929006241
2260	-2101.14537012226	999.502609046222	456.456048893707	72.8982059191854	0.259590649983783	1.03396729429501	0.0157440123957332	9.31561161003029
2270	-2101.19847392388	999.502609046222	443.438447817529	71.9435012405653	0.259590649983783	1.03396729429501	0.0158735189141191	8.69534842378545
2280	-2104.51511931216	999.502609046222	443.438447817529	72.5205091311105	0.264826781899814	1.03396729429501	0.0158735189141191	9.26961459080949
2290	-2102.72290980405	999.502609046222	447.155283218333	71.213676691859	0.264826781899814	1.04989694120681	0.0155953030889747	9.26961459080949
2300	-2102.55931338099	999.502609046222	447.155283218333	71.213676691859	0.264826781899814	1.04989694120681	0.0155881944768197	9.3832146831709
2310	-2102.44315026595	999.502609046222	447.155283218333	71.0827295062303	0.276108506146441	1.04989694120681	0.0155881944768197	8.85106768523247
2320	-2102.46908423184	999.502609046222	447.155283218333	71.0535213550223	0.276108506146441	1.04989694120681	0.0159271404792827	8.77331005226282
2330	-2103.71935373446	999.212179493314	436.14096364027	70.6750588468812	0.276108506146441	1.1016407532941	0.0160551054938061	9.20762484264628
2340	-2102.79156855103	999.212179493314	437.669707890613	70.6750588468812	0.276108506146441	1.14486657573559	0.0160551054938061	9.20762484264628
2350	-2102.90794126163	999.212179493314	437.669707890613	69.7644164916006	0.268272854062838	1.1499035403444	0.0160551054938061	9.20762484264628
2360	-2102.61340568677	999.212179493314	438.722979944268	69.7514329450928	0.281852173053742	1.17430291978668	0.0160551054938061	9.20762484264628
2370	-2107.8819931064	997.261437845141	453.901723915098	69.7514329450928	0.28308441822365	1.1615092928805	0.015762122319158	9.11205578356318
2380	-2106.68650499479	997.261437845141	453.901723915098	69.7514329450928	0.28308441822365	1.11182956775039	0.015814092243551	9.1020726334259
2390	-2106.62516281813	997.261437845141	452.920300761051	69.7514329450928	0.28308441822365	1.11437975736669	0.0160024923544945	8.72680817396754
2400	-2105.40483440684	997.860743333593	447.436306460979	70.6718713763417	0.28308441822365	1.11437975736669	0.0157887341532207	8.86306314416234
2410	-2105.79726359647	998.799358663312	454.242211404261	71.628469066958	0.28308441822365	1.11437975736669	0.0157887341532207	8.86306314416234
2420	-2103.2976023218	998.799358663312	454.711727851602	71.6883069544259	0.281033021805191	1.13909001388913	0.0156112703021857	8.86306314416234
2430	-2105.49257156074	998.799358663312	454.711727851602	71.6883069544259	0.288552145189492	1.1332961101942	0.0153321095843592	8.86306314416234
2440	-2104.29179119329	998.799358663312	454.711727851602	71.8522453898938	0.285973634379843	1.15044022076218	0.0154590555269821	8.88181642809911
2450	-2102.25667926792	998.799358663312	454.711727851602	71.8522453898938	0.271832164800498	1.1278032717308	0.0156781717348605	8.88181642809911
2460	-2102.39033083488	998.799358663312	432.696302115415	72.6687902783735	0.271832164800498	1.11785986696848	0.0155506721344666	8.88181642809911
2470	-2105.88124662712	998.416640290079	432.696302115415	72.6687902783735	0.264046915052922	1.0355890749799	0.0155064471376834	8.67845594642386
2480	-2103.69356368735	998.416640290079	433.38983293997	72.6687902783735	0.264046915052922	1.0355890749799	0.0155064471376834	8.96306855093688
2490	-2103.69356368735	998.416640290079	433.38983293997	72.6687902783735	0.264046915052922	1.0355890749799	0.0155064471376834	8.96306855093688
2500	-2103.8461180585	998.416640290079	427.846478140216	72.6687902783735	0.264046915052922	1.0355890749799	0.0155064471376834	8.96306855093688
2510	-2107.5393529911	998.416640290079	414.526301224735	72.5744741460099	0.278023475980399	1.03931554544936	0.0155452637834566	8.96306855093688
2520	-2103.94593408392	998.416640290079	412.882248878718	72.5744741460099	0.259874588270422	1.0328777064075	0.0157624300338177	8.96306855093688
2530	-2104.04233340614	998.416640290079	404.460946939005	73.1547657474834	0.261719443594373	1.08193459715906	0.0157056893191182	9.18487100436634
