iteration	likelihood	noise_sigma_SSL_surf_IFN1_data0	noise_sigma_SSL_surf_none_data0	upfactor	s1	s2	sf	gM
2000	-2115.02089521758	999.367460638071	569.533808646136	4.40661694577657	0.373628735276964	1.27114485848496	0.50465600050176	0.763956226243206
2010	-2114.38873397002	999.367460638071	569.533808646136	4.40661694577657	0.396440274617553	1.38854281737453	0.49536113854048	0.767000127094048
2020	-2113.21135349387	999.367460638071	569.054309683449	4.40172647023681	0.397819889321979	1.54285421242537	0.495917382029276	0.767000127094048
2030	-2111.70655392655	999.367460638071	562.52910191612	4.46820942547959	0.378683838374737	1.41691063499391	0.495917382029276	0.767000127094048
2040	-2112.42834899434	999.367460638071	562.52910191612	4.46820942547959	0.378683838374737	1.41691063499391	0.501028719385743	0.758879676299468
2050	-2112.19741624111	999.367460638071	562.52910191612	4.45521252629761	0.378683838374737	1.41691063499391	0.49952739096116	0.743717318715465
2060	-2112.13641767669	999.367460638071	562.52910191612	4.46866175802084	0.378683838374737	1.41691063499391	0.498139876469086	0.743717318715465
2070	-2112.09509734974	999.367460638071	585.896330133086	4.46866175802084	0.378683838374737	1.46561824600683	0.498139876469086	0.751980079590614
2080	-2114.99561554525	999.367460638071	574.685557932148	4.4358198959815	0.380989213204095	1.34047954534881	0.48721384063204	0.835457024091221
2090	-2114.89726459451	999.367460638071	574.685557932148	4.4358198959815	0.362893955516243	1.31716492099098	0.489492630072096	0.835457024091221
2100	-2112.44159633333	999.367460638071	574.685557932148	4.4358198959815	0.362893955516243	1.37900228896286	0.499409173105022	0.815736466516564
2110	-2112.44020899155	999.367460638071	533.252447402904	4.4358198959815	0.362893955516243	1.37900228896286	0.502954609941194	0.815736466516564
2120	-2112.3625488659	999.367460638071	533.252447402904	4.4358198959815	0.362893955516243	1.38716369391804	0.501043315300249	0.782207762130269
2130	-2112.04839078147	999.367460638071	549.064411985987	4.4358198959815	0.365301948232911	1.34650182248522	0.50769968809681	0.749428796973747
2140	-2111.55227811557	999.367460638071	549.064411985987	4.4358198959815	0.366720916743801	1.41687937847592	0.509501561171834	0.765425505158253
2150	-2113.46128426104	999.367460638071	549.064411985987	4.4358198959815	0.354108924991664	1.26464550984057	0.506727856163842	0.765425505158253
2160	-2113.62840153772	999.367460638071	557.391076170818	4.4358198959815	0.354108924991664	1.26464550984057	0.506727856163842	0.763063653429459
2170	-2112.31552904395	999.367460638071	557.391076170818	4.49100090192009	0.355448393936723	1.30007577032098	0.502841208809341	0.763063653429459
2180	-2118.22442495408	998.0871224431	567.520894913479	4.59328843552499	0.355173861042245	1.47746715629775	0.499218581809307	0.781070199949337
2190	-2116.30735573942	998.0871224431	556.05207761708	4.59328843552499	0.360135175224607	1.45500718316222	0.49538127640301	0.73148146726705
2200	-2115.4922296169	998.0871224431	555.60078688618	4.59328843552499	0.360135175224607	1.4546996144273	0.487642826506591	0.762797246456024
2210	-2114.36745142672	998.0871224431	570.874105340128	4.54607040670371	0.368434747913107	1.4546996144273	0.487011973618894	0.794703844490931
2220	-2115.99617353318	998.0871224431	570.874105340128	4.63767513526688	0.351339189346606	1.4546996144273	0.488325055205404	0.794703844490931
2230	-2116.23498759076	999.067735854631	570.874105340128	4.61247802248116	0.357328532480835	1.4546996144273	0.493845227080766	0.794703844490931
2240	-2115.23756071733	999.067735854631	570.874105340128	4.61247802248116	0.357328532480835	1.4546996144273	0.489934127715021	0.730688473605815
2250	-2114.76925550681	999.067735854631	574.032818047525	4.63407698378937	0.357328532480835	1.4546996144273	0.490761499935587	0.730688473605815
2260	-2114.28731017493	999.878696347876	602.968872961423	4.56912893258115	0.362251598354195	1.4546996144273	0.490761499935587	0.730688473605815
2270	-2111.9495025046	999.878696347876	603.517665930378	4.53930163231535	0.380116589245447	1.4546996144273	0.490761499935587	0.730688473605815
2280	-2112.35063478523	999.878696347876	576.683542060389	4.50067411409529	0.372227157863374	1.43403136982863	0.495067128534791	0.730688473605815
2290	-2112.60157785059	999.78835691156	578.632544457379	4.50067411409529	0.372227157863374	1.50943663019773	0.500072209296966	0.730688473605815
2300	-2112.48558307976	999.78835691156	578.632544457379	4.52591590327834	0.372004228478696	1.52703634481884	0.500072209296966	0.730688473605815
2310	-2112.62447621826	999.78835691156	578.632544457379	4.52591590327834	0.372004228478696	1.48557837120031	0.499306719525912	0.717741228901964
2320	-2112.13658616643	999.78835691156	578.632544457379	4.52591590327834	0.372004228478696	1.48557837120031	0.493316715430815	0.740842604329013
2330	-2112.18366995076	999.78835691156	578.632544457379	4.57796472457463	0.368176655281003	1.40253348333893	0.494249672245455	0.740842604329013
2340	-2112.1962887344	999.78835691156	578.632544457379	4.57796472457463	0.368176655281003	1.46577000462938	0.494779999555373	0.729351917084341
2350	-2111.40057795541	999.78835691156	547.421947425909	4.57796472457463	0.368176655281003	1.46577000462938	0.487556548996047	0.751016049727476
2360	-2110.76039637355	999.78835691156	519.781962235865	4.57796472457463	0.373932259413702	1.45144628265115	0.487537393931278	0.751016049727476
2370	-2110.63392488396	999.889674182114	510.453773172104	4.57796472457463	0.373932259413702	1.45144628265115	0.487537393931278	0.767427399383873
2380	-2110.41903124275	999.889674182114	510.453773172104	4.58889207687338	0.377912765290997	1.44058135904833	0.482145299251329	0.767427399383873
2390	-2110.82244904213	999.889674182114	510.453773172104	4.58889207687338	0.382562519775443	1.52084981815386	0.482145299251329	0.767427399383873
2400	-2111.00791294938	999.889674182114	510.453773172104	4.58889207687338	0.376555339637883	1.52084981815386	0.485882097015341	0.767427399383873
2410	-2110.24945549178	999.889674182114	527.96189316142	4.57817680640922	0.376555339637883	1.44591063945949	0.481371581308944	0.767427399383873
2420	-2110.24945549178	999.889674182114	527.96189316142	4.57817680640922	0.376555339637883	1.44591063945949	0.481371581308944	0.767427399383873
2430	-2111.06143099338	999.889674182114	527.96189316142	4.62103545979348	0.365974489102688	1.44591063945949	0.481371581308944	0.75520128096619
2440	-2110.92829346926	999.889674182114	529.888666832868	4.62492893111481	0.367058281901437	1.44591063945949	0.481371581308944	0.75520128096619
2450	-2110.12746258945	999.889674182114	529.977636880567	4.62492893111481	0.357315027384757	1.371703684202	0.481071000678137	0.791447858474332
2460	-2110.7230847439	999.889674182114	549.316060624789	4.6172707524202	0.362958734818921	1.47660787810556	0.479030090688754	0.825023220787848
2470	-2110.7230847439	999.889674182114	549.316060624789	4.6172707524202	0.362958734818921	1.47660787810556	0.479030090688754	0.825023220787848
2480	-2112.25852640109	999.889674182114	549.316060624789	4.6172707524202	0.362958734818921	1.47660787810556	0.479845426507612	0.847669903292422
2490	-2111.43482082345	999.889674182114	539.098969324338	4.6172707524202	0.359648092004485	1.48492326833915	0.483568473469522	0.822617272287269
2500	-2110.61384992524	999.728629833541	553.360230042922	4.55623265962031	0.370678570646754	1.39154183891872	0.481854455203466	0.809631700278959
2510	-2111.0024615706	999.728629833541	540.786165906964	4.56196697785633	0.370678570646754	1.39154183891872	0.481854455203466	0.773779969266897
2520	-2110.93170264799	999.728629833541	551.737960482821	4.59781012402057	0.370678570646754	1.48518347648398	0.484738763174252	0.773779969266897
2530	-2110.85305497323	999.728629833541	556.140263833999	4.59781012402057	0.370678570646754	1.42683422145357	0.484738763174252	0.76717596932799
2540	-2112.89309297939	999.728629833541	528.097059636626	4.59781012402057	0.370678570646754	1.48049481561282	0.477112892366357	0.76717596932799
