iteration	likelihood	noise_sigma_SSL_surf_IFN1_data0	noise_sigma_SSL_surf_none_data0	upfactor	s1	s2	sf	gM
2000	-2105.48365564793	999.761763373696	534.083139379366	9.02789823915844	0.29496587068022	1.15066315406422	0.18763950445269	1.71835470454851
2010	-2108.03374254604	999.761763373696	525.596277516214	8.97829811195337	0.294184365448478	1.11446852163198	0.185816561306451	1.71835470454851
2020	-2105.58734803893	999.761763373696	525.596277516214	9.14201132699051	0.298465477641453	1.11446852163198	0.184649073435848	1.71835470454851
2030	-2106.70356533065	999.134158524846	526.286025251084	9.16221595542845	0.295237339684544	1.11360888085898	0.184649073435848	1.70888323331037
2040	-2106.31045504506	999.812469322414	527.411427916891	9.16221595542845	0.295237339684544	1.080271635764	0.184649073435848	1.72769822436884
2050	-2109.60290155179	999.812469322414	520.132385832112	9.10312576601709	0.303915703328686	1.04852394631494	0.184649073435848	1.72769822436884
2060	-2109.53955135531	999.812469322414	520.132385832112	9.12078505080268	0.29815247499235	1.02083630488712	0.184649073435848	1.72769822436884
2070	-2107.53789789097	999.812469322414	520.132385832112	9.08115046700666	0.300257645238923	1.05149154720345	0.184461394199053	1.67322239002303
2080	-2109.34987389307	999.812469322414	520.132385832112	9.02358906112359	0.289124829908859	1.10164021509092	0.185540560443627	1.70072523231208
2090	-2106.35901517062	999.812469322414	530.240822312328	9.0941308272538	0.294607805889005	1.16419149913784	0.187748699772259	1.74925258146037
2100	-2105.23880119551	999.812469322414	530.240822312328	9.0941308272538	0.294607805889005	1.1306719757062	0.185865629185072	1.74698524327601
2110	-2106.09349976143	999.812469322414	531.740822287321	9.11224214282828	0.294130994271869	1.09499939422423	0.185865629185072	1.74698524327601
2120	-2106.00345780738	999.812469322414	532.895807392924	9.01209239934165	0.296019687166865	1.12398840053301	0.185865629185072	1.78370724987703
2130	-2106.00292786079	999.812469322414	527.850975076906	9.04942700116981	0.295129129894373	1.14315176345295	0.184838594637268	1.81026154429202
2140	-2106.80704120643	999.812469322414	526.19475594756	9.1406931504511	0.287650637383219	1.10475204210446	0.185679089867909	1.79794255839995
2150	-2106.80704120643	999.812469322414	526.19475594756	9.1406931504511	0.287650637383219	1.10475204210446	0.185679089867909	1.79794255839995
2160	-2105.75921968234	999.812469322414	526.19475594756	9.1406931504511	0.294594097494694	1.10475204210446	0.182661885252714	1.7954662922048
2170	-2106.58979609412	999.812469322414	535.20619214659	9.1406931504511	0.29669456564528	1.08366599046541	0.182661885252714	1.7954662922048
2180	-2106.70295948606	999.812469322414	535.20619214659	9.13213285986377	0.300065152494047	1.08366599046541	0.181242491033749	1.7954662922048
2190	-2105.56846831436	999.812469322414	528.000387349929	9.2006270666896	0.292956521049146	1.10824100782795	0.181752985638578	1.79646871661133
2200	-2107.01856754604	999.812469322414	517.948622764019	9.2006270666896	0.292956521049146	1.11767033134632	0.181752985638578	1.85530775533205
