iteration	likelihood	noise_sigma_ASN_surf_IFN1_data10	noise_sigma_SSL_surf_IFN1_data0	noise_sigma_SSL_surf_none_data0	upfactor	s1	s2	sf	gM
2000	-3417.98193707499	287.653939916158	999.827724196996	793.132088286025	510.611070387965	0.170791729895525	0.00695046930289628	0.00196729210046389	41.3334886484169
2010	-3417.20849680956	283.576513011797	999.827724196996	783.203327209898	508.88047763127	0.170791729895525	0.00723314954026704	0.00198181838482639	38.2513742239117
2020	-3416.14851713619	290.391198182228	999.827724196996	783.203327209898	508.88047763127	0.171790983678021	0.00773306527361456	0.00198181838482639	38.2513742239117
2030	-3416.45066140087	284.693973633516	999.827724196996	783.723843401172	509.934901365128	0.174458831259521	0.00730407469121881	0.00196122753762389	39.8561416612262
2040	-3418.00743188638	284.693973633516	999.827724196996	780.275891323079	509.934901365128	0.17068002074363	0.0074898048151398	0.00196122753762389	38.136729011196
2050	-3418.62393577619	284.693973633516	999.827724196996	788.481808354512	506.814188194378	0.171582842744727	0.0074898048151398	0.00196122753762389	38.136729011196
2060	-3417.51942624731	280.412433468806	999.827724196996	788.481808354512	508.74619414381	0.170952446673193	0.00744019417150764	0.00198919010866755	37.1033467474542
2070	-3417.70578061528	280.118045467808	999.827724196996	788.481808354512	508.74619414381	0.170952446673193	0.0071322389336915	0.00199086064682595	37.1033467474542
2080	-3416.62022249876	280.118045467808	999.827724196996	776.405170703395	503.662782797757	0.172632325625026	0.00735311032024295	0.00200869039924986	38.9160241126822
2090	-3416.74754962125	280.118045467808	999.798723503647	756.812999876764	498.182015343722	0.176465573861891	0.00738363514280543	0.00198530807071497	39.3446166134593
2100	-3416.96002887336	280.118045467808	999.798723503647	769.285680672313	499.495078158665	0.175185851203291	0.00710865297736607	0.00198530807071497	40.7216183968019
2110	-3416.97589558667	287.740681069483	999.798723503647	769.285680672313	499.495078158665	0.173631726615365	0.00695439516795048	0.00199053439350968	42.6753167831448
2120	-3418.00418575641	294.932127905681	999.798723503647	769.285680672313	499.495078158665	0.173631726615365	0.00700838672311399	0.00196579898665113	44.2277856402368
2130	-3418.81455234282	294.932127905681	999.798723503647	769.285680672313	499.495078158665	0.171081930530681	0.00731620013131126	0.00196579898665113	44.2277856402368
2140	-3415.83338539129	294.932127905681	999.798723503647	769.285680672313	499.495078158665	0.171081930530681	0.00713638320000539	0.00200256923969058	42.0557935301826
2150	-3415.35455992965	294.932127905681	999.798723503647	769.285680672313	499.495078158665	0.171081930530681	0.00745053706860024	0.00200883992922512	39.4810174030333
2160	-3415.61545948908	304.109208331349	999.798723503647	778.914939623858	499.495078158665	0.171081930530681	0.00718211818340445	0.00201122645819473	39.4810174030333
2170	-3415.86639199745	296.97993132293	999.798723503647	773.728621239516	498.434368530322	0.171865495959702	0.00708156349930035	0.00202019213012719	39.4810174030333
2180	-3415.28710541972	304.988547208633	999.847563889984	767.369752693079	496.925937382439	0.172001902658632	0.00717058445519337	0.00202019213012719	41.4970431905907
2190	-3416.35599292761	304.28151864051	999.847563889984	743.510971004884	496.172809810321	0.174824493837753	0.00717058445519337	0.00201543332780265	44.1092947558241
2200	-3416.16384502195	295.556009082247	999.664534572412	746.141465592184	495.730174167189	0.173109425318413	0.00729977615631205	0.00201349009645787	42.865909815951
2210	-3416.11964761615	295.556009082247	999.664534572412	746.141465592184	495.730174167189	0.170071440285149	0.00729977615631205	0.00201595774610215	42.1240242834199
2220	-3416.00868111901	295.556009082247	999.664534572412	736.129272837879	492.345026972207	0.173506572941618	0.00749131254718955	0.00201293287449235	42.6067797599662
2230	-3416.58559770979	295.556009082247	999.664534572412	731.958316287077	492.345026972207	0.174216466507096	0.00749131254718955	0.00201293287449235	44.4367977245072
2240	-3416.73889524006	304.301041781756	999.664534572412	725.567422832253	496.307361068036	0.174216466507096	0.00749131254718955	0.00197457094478747	44.7743387478843
2250	-3417.14247137177	305.385503046074	999.664534572412	756.393390893555	494.696417390734	0.176806013003358	0.00738491545662365	0.00197457094478747	42.9171264066099
2260	-3417.00753115512	305.385503046074	999.664534572412	761.189054099896	495.69557047323	0.176806013003358	0.00726577585731696	0.00197370667017276	42.9171264066099
2270	-3417.22324636843	305.385503046074	999.664534572412	761.189054099896	495.159956878259	0.177443524752019	0.00726577585731696	0.00197370667017276	42.9171264066099
2280	-3416.01522921398	324.793014749922	999.609742977895	761.189054099896	495.159956878259	0.179586497554065	0.00761265155937585	0.00197307737754709	42.4775335891722
2290	-3418.13071231573	329.643873545452	999.609742977895	759.288740914278	496.133408691182	0.183081611022979	0.00772774080416239	0.00194976605515829	46.5065035745707
2300	-3417.12066703311	329.643873545452	999.609742977895	759.288740914278	499.278641645091	0.179548155773665	0.00805610157208804	0.00193931196603481	46.5065035745707
2310	-3418.01024477834	329.643873545452	999.609742977895	756.913743433909	500.597351562258	0.178848283831625	0.00782775394258727	0.00193931196603481	47.7933335496601
2320	-3416.82125021174	329.643873545452	999.609742977895	756.913743433909	505.241697286029	0.178848283831625	0.00793495363276354	0.00193931196603481	46.1912023999027
2330	-3416.8025781952	339.592813612866	999.609742977895	751.284220506255	503.681010570803	0.181148051465483	0.0079781664310909	0.00193931196603481	46.1912023999027
2340	-3416.73441920648	336.015779025085	999.609742977895	751.284220506255	509.599169436131	0.179813687938394	0.00859086670229073	0.00193931196603481	46.0665683013557
2350	-3416.20483100303	328.729857301415	999.609742977895	765.279975735238	510.268071538089	0.177882951727717	0.00859086670229073	0.00192947344368371	45.0547817685934
2360	-3416.26613360806	328.729857301415	999.609742977895	765.279975735238	517.551737498897	0.174476986899105	0.00845091489857794	0.00192764315487659	45.0547817685934
2370	-3416.80010744045	322.105566610305	999.609742977895	765.279975735238	521.655596035925	0.174476986899105	0.00900903417482352	0.00191456694666132	44.4252740798097
2380	-3416.38191929969	315.620522256739	999.609742977895	765.279975735238	521.655596035925	0.175879171395652	0.008755092113698	0.00189049676848207	45.1350527841173
2390	-3415.07218738763	315.620522256739	999.959663755261	775.382567180455	521.655596035925	0.175879171395652	0.008755092113698	0.00189049676848207	44.9521193375132
2400	-3415.9255094466	320.806299482897	999.959663755261	783.95596525847	516.446841427242	0.169528062016862	0.00889428544058534	0.00194060376780882	43.7330716432727
2410	-3416.83053231938	325.874734204501	999.731615552919	783.95596525847	521.169030244053	0.165814581852504	0.00841120812494575	0.00194060376780882	43.7330716432727
2420	-3417.77120073459	317.123142448353	999.731615552919	789.396830423292	522.306899610042	0.166082210480403	0.00823787012736394	0.00192361640332417	42.795200863159
2430	-3416.89855473979	325.641656800614	999.731615552919	788.342216157827	525.287535049088	0.166371915311339	0.00836673819595358	0.00192361640332417	41.8142896504867
2440	-3416.36185939834	329.481183550846	999.707523944618	783.185659575133	525.287535049088	0.166860881423696	0.00777813853816614	0.00194426022160837	41.8142896504867
2450	-3414.54940650679	330.807370438493	999.707523944618	788.10817573736	518.903480195015	0.170855868316659	0.00816737514333288	0.00194426022160837	42.6486849618918
2460	-3415.47293708303	330.807370438493	999.707523944618	785.520905169447	518.903480195015	0.170827347396775	0.00816737514333288	0.00194426022160837	40.1881073353107
2470	-3415.94817812955	330.807370438493	999.707523944618	772.562286106098	518.903480195015	0.172997032438296	0.00906378824730538	0.0019391987115341	40.1881073353107
2480	-3415.98075178073	339.178783137799	999.707523944618	772.562286106098	518.903480195015	0.172149344078389	0.00916549704319328	0.0019380650514337	41.839825307821
2490	-3416.5794862202	343.304670978974	999.707523944618	772.562286106098	525.925363810824	0.174044278968855	0.00929528599435692	0.001914559392149	42.3234390092494
2500	-3416.51013294466	343.304670978974	999.707523944618	771.92883675871	526.377586385532	0.174044278968855	0.00929528599435692	0.00191593206397426	38.0760969103743
2510	-3415.7540379852	340.583034988801	999.887955352301	752.610976359272	527.708952975245	0.175097743080011	0.00905448031707241	0.00189239520367859	37.2184419597668
2520	-3415.0413131137	340.583034988801	999.887955352301	757.252617887418	525.252384440962	0.180657972219138	0.00893317203030921	0.00189239520367859	38.4380120179122
2530	-3415.2498344101	340.583034988801	999.887955352301	757.252617887418	525.252384440962	0.181753046479139	0.00890325790104166	0.00189609231388084	39.2793226210837
2540	-3415.58700502398	340.583034988801	999.887955352301	764.950841416725	513.666281175118	0.185774963060856	0.00884723188372291	0.00190666551205707	37.4814312397827
2550	-3415.61450642821	318.016958692789	999.887955352301	759.131071221027	513.666281175118	0.184164507035415	0.00852129324417126	0.00193062260215845	36.5793632334195
2560	-3416.5357253208	312.067978661425	999.887955352301	754.965238657268	522.739170385087	0.183849086406237	0.00878503833562612	0.00188925545573978	36.5793632334195
2570	-3418.19529894411	311.757911391042	999.887955352301	753.788000275034	529.330283326258	0.183849086406237	0.00878503833562612	0.00188925545573978	35.6381507708526
2580	-3416.29223780397	311.757911391042	999.887955352301	753.788000275034	529.330283326258	0.183555221454683	0.00865810482943189	0.00187017364462602	36.3625727169516
2590	-3417.1350464909	311.757911391042	999.887955352301	756.409857098174	531.835911264284	0.179366847766774	0.00808452540450686	0.00185871792272232	36.3625727169516
2600	-3417.61907657533	306.096525255937	999.887955352301	773.716125687768	528.053376108991	0.182854823741853	0.00768586559266536	0.00185871792272232	36.3625727169516
2610	-3418.47753880656	306.096525255937	999.887955352301	773.716125687768	530.462644509697	0.188901785268375	0.00790516573060414	0.0018483131014723	35.3079995376914
2620	-3416.46122037662	299.757432274906	999.887955352301	773.716125687768	530.462644509697	0.181473336471279	0.00790516573060414	0.00185386388364008	38.1814591031582
2630	-3416.290864922	292.245304607295	999.887955352301	773.716125687768	533.1319627619	0.179261997660221	0.00827444865358958	0.00186881014276656	39.1924824476099
2640	-3417.87732857944	287.125191601892	999.675093487283	784.964807581132	520.975644951387	0.180096721812005	0.00783441032220199	0.00191079710407103	42.309686298048
2650	-3416.4256223093	293.774569614292	999.987047919841	797.189199118418	522.600996516444	0.175724079144116	0.00794189454148155	0.00187331156909131	44.0478740499204
2660	-3416.79339422515	285.456834409379	999.987047919841	812.670701790324	522.600996516444	0.177761254538572	0.00794189454148155	0.00187136238529105	46.1337659625187
2670	-3416.94262337028	285.456834409379	999.987047919841	809.049879945258	531.887774326724	0.174367578200329	0.00846803330024412	0.00186280970392118	46.1337659625187
2680	-3416.94262337028	285.456834409379	999.987047919841	809.049879945258	531.887774326724	0.174367578200329	0.00846803330024412	0.00186280970392118	46.1337659625187
2690	-3418.70316262355	272.702225733111	999.987047919841	815.665706865138	534.950730634834	0.173002264251927	0.00846803330024412	0.00186280970392118	46.1337659625187
2700	-3418.834734854	275.51827173792	999.987047919841	805.174184346241	534.950730634834	0.171642720141265	0.00865083995240662	0.0018665036886375	43.6398942925656
2710	-3419.81442122667	275.341322167296	999.987047919841	805.174184346241	534.950730634834	0.170266701062677	0.00837149775532745	0.0019164560434972	38.6653458274353
2720	-3418.67783921774	275.341322167296	999.987047919841	796.865606255882	539.115672445743	0.172376000451103	0.00803736954956421	0.00189608127375376	38.6653458274353
2730	-3418.15779008103	275.341322167296	999.987047919841	784.872201771429	538.191855577459	0.168323105952248	0.00803736954956421	0.00187316916624794	40.6318078849395
2740	-3420.65372218777	275.341322167296	999.987047919841	784.872201771429	538.191855577459	0.168323105952248	0.00835870761510254	0.00187963004159366	37.0854969250667
2750	-3419.73145868834	275.258305297597	999.987047919841	784.872201771429	538.191855577459	0.168323105952248	0.00796834037331933	0.00192161049894774	36.4306503412185
2760	-3418.57013593798	275.258305297597	999.987047919841	784.872201771429	529.143384614598	0.167331984765191	0.00796834037331933	0.00194658645660808	37.9060083517699
2770	-3419.90970105344	275.258305297597	999.987047919841	784.872201771429	529.143384614598	0.167331984765191	0.00803692619404142	0.00193717712676004	35.1262576379006
2780	-3420.51866022904	275.774335488344	999.536397493003	766.930768013737	528.237450721573	0.16715416398214	0.008540095807949	0.00193794983016737	39.8046533667419
2790	-3422.40455750591	275.774335488344	999.536397493003	766.930768013737	528.237450721573	0.16715416398214	0.00877614466735829	0.00195041520424581	38.7059132082443
2800	-3421.92865712005	275.774335488344	999.536397493003	767.623101510683	528.237450721573	0.166546866623512	0.00877614466735829	0.00195041520424581	39.0809927875037
2810	-3420.14941081711	290.565563802302	999.536397493003	767.623101510683	528.237450721573	0.166546866623512	0.00878817254362005	0.00195041520424581	39.0809927875037
2820	-3421.94983151565	296.82171628405	999.536397493003	763.539859541719	530.513932359082	0.166715998775342	0.00908729941884197	0.00195041520424581	39.38971094147
2830	-3421.82253227497	298.039700104436	999.536397493003	769.334517558369	525.021376860189	0.165365267891063	0.0088885264006752	0.00197893365910226	38.7865363021326
2840	-3417.40456537534	298.039700104436	999.536397493003	767.102380518563	512.706875774124	0.170728937270829	0.00829821557353892	0.00199180978914894	38.7865363021326
2850	-3416.62421704764	298.635498195205	999.536397493003	767.102380518563	509.527269063842	0.170728937270829	0.0080282765520321	0.00198486555674482	38.4097168004335
2860	-3416.7027556908	309.799315367347	999.536397493003	767.102380518563	509.527269063842	0.174270061790557	0.00734626419750549	0.00197305697008748	38.4097168004335
2870	-3417.04776304779	302.460702546195	999.536397493003	771.59516733992	509.527269063842	0.174270061790557	0.00756478878382147	0.00195407257226701	38.6708330747193
2880	-3417.56631654391	300.84582324242	999.536397493003	771.59516733992	509.206318901092	0.172362752773036	0.00751297162320097	0.00195066163855599	39.8149414368911
2890	-3416.39278870868	302.258944756741	999.536397493003	769.383070726416	515.154076867334	0.171789360945469	0.00751363366949384	0.00195510466511396	39.8149414368911
2900	-3416.49051402797	302.413534645348	999.536397493003	763.018127740486	515.154076867334	0.174140434606146	0.00750562005833435	0.00193237665386567	40.1974277874499
2910	-3416.48108037528	316.032921773601	999.536397493003	763.018127740486	520.350723962657	0.174218642889622	0.00750562005833435	0.00191755948420821	40.1974277874499
2920	-3416.41714104618	316.032921773601	999.536397493003	766.640367568696	521.343619116219	0.177655147344036	0.00771903303574055	0.00191816208438399	40.1974277874499
2930	-3416.62298246949	329.726758322186	999.536397493003	766.640367568696	521.343619116219	0.17874611260631	0.00771903303574055	0.00191816208438399	40.1396984848279
2940	-3416.46702409907	339.000783143986	999.536397493003	766.640367568696	521.343619116219	0.177999583030102	0.00770409080744055	0.00191816208438399	40.1396984848279
2950	-3416.24784058935	338.519294217245	999.536397493003	767.451765314178	521.08222428528	0.180205826905947	0.00767693388924635	0.00188905394532689	41.8103942761291
2960	-3416.30890935241	338.519294217245	999.536397493003	767.451765314178	525.727071613294	0.179567631128577	0.00767693388924635	0.00188905394532689	41.8103942761291
2970	-3416.90799188919	344.555148071794	999.536397493003	764.562219037836	527.92073346866	0.174454487156989	0.00725946567042347	0.00188905394532689	41.8103942761291
2980	-3416.85750259269	342.937579212001	999.536397493003	762.953658736605	525.478974676986	0.174454487156989	0.00746641118705532	0.00188905394532689	41.8103942761291
2990	-3416.11530270085	339.016668663999	999.536397493003	746.24237774651	520.260311003586	0.177451396475035	0.00769279002276793	0.00191315074968676	43.0978979356782
