iteration	likelihood	noise_sigma_ASN_surf_IFN1_data10	noise_sigma_ASN_surf_none_data0	noise_sigma_SSL_surf_IFN1_data0	noise_sigma_SSL_surf_none_data0	upfactor	offset1	offset2	s1	s2	sf1	sf2
5000	-1772.10135463284	7.80879190755334	3.7712325646777	53.4499072501561	25.0195109992223	945.964770456021	42.5037880512917	147.352282948902	0.214653261103745	0.62692962311492	0.000251943883145624	1.02218310715313E-05
5010	-1771.21216540936	7.80879190755334	3.7712325646777	53.4499072501561	25.0195109992223	945.964770456021	53.166370033703	145.781215796927	0.2214412058715	0.669665265502681	0.000251943883145624	1.05449682642651E-05
5020	-1768.91864746125	7.80879190755334	3.7712325646777	51.2048465297982	24.7208213312573	972.547974879808	53.166370033703	145.781215796927	0.222010250556211	0.757656381166806	0.00024414388367165	1.05449682642651E-05
5030	-1769.22040561284	7.68861176437282	3.7712325646777	50.4957711594341	24.7208213312573	990.023660042287	53.4121628419302	145.781215796927	0.222010250556211	0.757656381166806	0.000222415348042298	1.05449682642651E-05
5040	-1767.94796513984	7.68861176437282	3.7712325646777	51.1833561360348	21.3773342239482	990.023660042287	53.4121628419302	145.781215796927	0.232570059984639	0.618441090448386	0.000226623066542101	1.12260097476171E-05
5050	-1767.69888954822	7.68861176437282	3.7712325646777	51.1833561360348	20.8055448275774	988.719034070522	80.5060394991003	142.509608722572	0.223276884422159	0.564212122269695	0.000226623066542101	1.12260097476171E-05
5060	-1769.32326518296	7.68861176437282	3.74831451405306	55.9288028413488	18.1372819085004	981.301846525676	102.872338246318	142.509608722572	0.230512927671371	0.564759414059703	0.000208749530902285	1.15580442430157E-05
5070	-1770.45457624351	7.68861176437282	3.74831451405306	55.5513069753071	19.3130371975522	958.240470746894	102.872338246318	145.039562873455	0.217821095087388	0.558724619384175	0.000208749530902285	1.15580442430157E-05
5080	-1773.60898299443	7.71534034407935	3.74831451405306	62.8825638417275	21.9482866649382	958.240470746894	102.872338246318	145.039562873455	0.191439150216933	0.474655755481421	0.000235864725345591	1.15580442430157E-05
5090	-1774.457619723	8.31559396001208	3.55134712571537	64.4139101125018	19.7544824776804	958.240470746894	91.9905716889393	145.039562873455	0.191439150216933	0.474928836882954	0.000235864725345591	1.15580442430157E-05
5100	-1774.19001958691	8.19693613355921	3.55134712571537	64.4139101125018	19.7544824776804	958.240470746894	91.9905716889393	140.888782857522	0.191439150216933	0.474928836882954	0.000223955799286356	1.27858080451594E-05
5110	-1777.80768772697	7.48038011350094	3.56654160606376	54.7498918387241	19.7478211453885	945.449416128977	111.194420565385	144.153302224766	0.199967234738558	0.38784691614131	0.000241880040789925	1.27858080451594E-05
