iteration	likelihood	noise_sigma_SSL_surf_IFN1_data0	noise_sigma_SSL_surf_none_data0	T0	upfactor	offset	s1	s2	sf
10000	-1014.14500388948	42.5110070325474	12.8217488343043	-2.96610504640478	3079.18170729907	178.151354458684	0.606261843353537	4.8807319554511	0.000394069877508669
10010	-1014.57259770621	36.5892330644671	11.7178067276052	-2.30311732039121	3153.03338746041	175.918070272835	0.606261843353537	4.8807319554511	0.000394069877508669
10020	-1012.62893798789	38.2931886769287	12.4349201606086	-2.30311732039121	3153.03338746041	190.998178853999	0.54869238124298	4.8807319554511	0.000394069877508669
10030	-1013.78799889139	43.3335643660691	13.1945478496185	-3.27924202545462	2960.21659208463	165.4786587068	0.533004389326112	4.56659529159399	0.000408026023862679
10040	-1015.25322094699	41.070223188248	13.0578595250401	-1.06654628104549	2701.13774324017	170.885256435495	0.701774611417568	3.75575186382272	0.000363474435153326
10050	-1016.50110345072	41.070223188248	13.0578595250401	-1.33621797206758	2852.04271418243	161.894920178773	0.821212414215695	5.09086238138719	0.000355355814395257
10060	-1016.25107442769	41.070223188248	14.8344877552763	-1.33621797206758	2897.03258517605	147.422070990266	0.753533064506499	4.10570840402782	0.000355355814395257
10070	-1015.9470825561	39.486410013573	14.8344877552763	-1.33621797206758	2897.03258517605	152.745403387577	0.753533064506499	3.84543302251266	0.000355355814395257
10080	-1015.75524288287	42.4289343904276	14.8301220734535	-1.33621797206758	2897.03258517605	177.790031865029	0.626482773310989	4.23444321784097	0.000355355814395257
10090	-1014.51968652669	42.4289343904276	14.8301220734535	-1.33621797206758	3245.99306824471	177.790031865029	0.626482773310989	4.23444321784097	0.000364112640445883
10100	-1016.18713489689	42.4289343904276	14.3387637260982	-1.33621797206758	3525.62217019593	177.790031865029	0.595726956609663	3.90154463859346	0.000373923404851482
10110	-1015.10428893039	41.8740152009437	14.5440594812967	-2.43120694617675	3452.04889560848	198.109853233903	0.529151733653688	4.54162571620038	0.000392108984580873
10120	-1016.48445308542	37.2836371052486	11.7735038726018	-2.95535333095166	3651.64578622036	178.296023610174	0.527517935600489	4.09883251007333	0.000354525380915432
10130	-1012.67215039939	39.5614709626229	13.4235975893897	-2.04013033245463	3354.54478836562	237.250461610268	0.499889502952561	4.23027851101396	0.000391909739684422
10140	-1011.40809861631	41.133943666854	10.8066459520907	-2.0738085910596	3098.85987551778	237.250461610268	0.521988646833773	4.23027851101396	0.000391909739684422
10150	-1011.76964412745	40.8806233547492	10.6833502550635	-1.23068675320449	3115.31723145464	258.515268035369	0.53092061484432	4.23027851101396	0.000391909739684422
10160	-1012.9942914734	44.7720139116287	10.6833502550635	-1.23068675320449	3115.31723145464	259.506421404578	0.538028067160555	4.23027851101396	0.000391909739684422
10170	-1012.44904376319	40.9380039452151	12.7866003057928	-2.30795270124349	2939.34978511821	227.655456765312	0.538028067160555	4.823252278933	0.000391909739684422
10180	-1012.93078744267	42.1900333703127	13.4128293570818	-2.30795270124349	3297.93830359102	209.830619151317	0.532905166679301	4.72497631594848	0.000379100275367603
10190	-1013.54534894297	41.7778415462984	12.7301176198492	-2.30795270124349	3297.93830359102	209.830619151317	0.521777735788147	4.96489933775946	0.000372066393739855
10200	-1013.95440531287	41.7778415462984	14.2421054441086	-1.39382244368755	3177.66788318032	241.64333538701	0.567283392586082	4.02787403288414	0.000372066393739855
10210	-1013.56437518988	40.173912286095	14.2421054441086	-1.39382244368755	3177.66788318032	241.64333538701	0.567283392586082	4.02787403288414	0.000372066393739855
10220	-1013.55357159626	40.173912286095	14.2421054441086	-1.36757114002734	3177.66788318032	241.64333538701	0.567283392586082	4.02787403288414	0.000372066393739855
10230	-1019.56574338429	34.5874210923958	13.5664680844473	-1.25602098951385	3500.48987405127	268.9459215066	0.404641145925326	3.73719604140559	0.000378019539894622
10240	-1017.65683388652	34.5874210923958	12.3934732923133	-1.65139450961262	3500.48987405127	268.9459215066	0.404641145925326	3.73719604140559	0.000378019539894622
10250	-1016.32091647953	40.7895658502475	12.7876467345331	-4.53026776781104	3671.89451939668	193.252347029196	0.493108360922519	5.16558092416584	0.00035072887302855
10260	-1013.19158031367	39.0536453552506	12.7876467345331	-4.53026776781104	3538.15669879458	256.510418871436	0.435296558431959	3.74998853091842	0.000376567589930432
10270	-1012.56631787346	39.0536453552506	11.0853242722638	-4.37439358922068	3538.15669879458	256.510418871436	0.443927507154872	3.84552003103378	0.000360694518889159
