iteration	likelihood	noise_sigma_SSL_surf_IFN1_data0	noise_sigma_SSL_surf_none_data0	gM	upfactor	offset	s1	s2	sf
5000	-1017.83421960341	39.2119533533381	14.8920270977727	10.0692949945946	186.318723190196	159.689075764832	0.152068142146978	0.889728943904094	0.00219099340412921
5010	-1017.16355271333	39.2119533533381	14.7657531518936	9.84995111538427	190.721727277307	185.143148364917	0.138271700680918	0.92496733569661	0.00212644251906774
5020	-1016.56386835856	39.2119533533381	14.7657531518936	9.84995111538427	203.096805177026	197.208263585784	0.135714160464115	0.92496733569661	0.00215603262981513
5030	-1016.22750385836	34.9966099682445	14.1674460168778	9.84995111538427	196.064298660106	197.208263585784	0.135714160464115	0.991001236481596	0.00225212727946967
5040	-1016.60282864267	34.9966099682445	14.1674460168778	9.27109618336771	188.315899879552	197.208263585784	0.137020801255892	0.927475824127443	0.00225212727946967
5050	-1017.06869720132	35.3491846118748	16.5620511095159	9.58709716376213	188.315899879552	197.208263585784	0.137020801255892	0.927475824127443	0.00225212727946967
5060	-1017.87450456049	35.3491846118748	17.1774499326161	9.68388473416436	188.315899879552	181.269834036811	0.137020801255892	0.927475824127443	0.00225212727946967
5070	-1015.24648083161	35.3491846118748	15.133409533531	10.4695514249915	188.777957829301	195.635183781263	0.137782156703015	0.865070437266069	0.0022137347027495
5080	-1015.24648083161	35.3491846118748	15.133409533531	10.4695514249915	188.777957829301	195.635183781263	0.137782156703015	0.865070437266069	0.0022137347027495
5090	-1017.93248213803	36.5100806271571	16.9941722235021	10.218727580484	173.365277938304	182.811015792831	0.126042970843917	0.778435483138022	0.00230688172043871
5100	-1016.72458198891	39.8629938621443	14.2357925429027	9.74756689751635	180.431871677813	186.636014259098	0.126898302515212	0.770089324574568	0.00230688172043871
5110	-1015.80587160764	39.8629938621443	14.2357925429027	10.3819844331553	182.821619546406	195.040002852082	0.123908761488821	0.770089324574568	0.00230688172043871
5120	-1019.96480913991	41.4432591580485	16.1718314480826	8.88165609440895	170.346842662617	195.040002852082	0.123908761488821	0.828151983828762	0.00230688172043871
5130	-1020.47021052587	41.4432591580485	13.8415772099409	8.88165609440895	170.346842662617	190.177104715514	0.123908761488821	0.708719726898072	0.00230688172043871
5140	-1021.46159076332	39.7072486587862	16.6358210187028	8.76371351328852	192.090346169149	186.210740966898	0.127288064733293	0.716857691438273	0.00246628928315355
5150	-1022.94423069089	39.7072486587862	16.6358210187028	9.59274691781375	194.638686830639	157.110505167796	0.127288064733293	0.716857691438273	0.00246628928315355
5160	-1018.59174927257	35.9581108965889	15.9720350102227	11.332245184205	183.145370974084	164.352172682081	0.13326940354661	1.04774940926913	0.00234210080144276
5170	-1017.86761570803	41.0554870370683	16.2390847653989	11.332245184205	183.145370974084	198.972385162109	0.130330852108028	1.01956644232133	0.00234210080144276
5180	-1018.9536364616	47.565798989784	13.7916620464306	10.7517521702417	183.490515403084	199.702168776955	0.119246177255213	1.01956644232133	0.00223351023704256
5190	-1019.04410314631	47.565798989784	15.1327125536296	11.4854573818159	185.122320516845	199.702168776955	0.119246177255213	1.01956644232133	0.00223351023704256
5200	-1016.93599495029	38.7564479246141	13.0278996989142	11.6308798746968	185.33302065918	181.476008860349	0.152998242710849	0.925876133838051	0.00218760442126443
5210	-1017.97121594557	38.9871431099921	14.0037010620075	11.6308798746968	179.06637980825	156.603315397587	0.152998242710849	0.925876133838051	0.00218760442126443
5220	-1018.0140682542	33.9013180996467	14.7899301457586	12.2706487520749	187.288066567233	186.406011386569	0.15087765629717	0.878889595875322	0.00218779482760013
5230	-1017.20514885814	33.9013180996467	14.7899301457586	12.2706487520749	187.288066567233	186.406011386569	0.141766318733055	0.970731239954054	0.00211952836815261
5240	-1017.20514885814	33.9013180996467	14.7899301457586	12.2706487520749	187.288066567233	186.406011386569	0.141766318733055	0.970731239954054	0.00211952836815261
5250	-1019.12765266291	34.4893055702414	14.7899301457586	12.2706487520749	175.586875010503	196.047497294043	0.141226165756831	0.970731239954054	0.00212079317631561
5260	-1018.64300947211	34.4893055702414	14.7899301457586	11.5546865551618	175.586875010503	152.483651567282	0.162517340301683	1.04198333040574	0.00217466946533046
5270	-1017.57639395463	34.4893055702414	14.2805199552092	10.7928289539918	188.268938670227	164.324563848456	0.169801726509956	1.02781611155488	0.00212820287444986
5280	-1019.68660042112	33.7857135577157	13.2909723550267	10.8917025512162	190.798206319382	164.324563848456	0.175392176995962	1.23498601245221	0.00210106207702751
5290	-1016.68251141983	36.6277869883081	15.1277230625288	10.5552994673207	184.687313588822	171.923565011156	0.170027158254065	1.05611053737495	0.0021176998170599
5300	-1018.80336407445	33.9812971115121	15.1277230625288	10.5552994673207	184.687313588822	171.923565011156	0.170027158254065	1.05611053737495	0.00198806039105251
5310	-1017.13519528034	33.9812971115121	15.1277230625288	10.3823302114295	194.698597483927	171.923565011156	0.160604803649643	0.972365333712923	0.00206822912716206
5320	-1018.79637677692	33.9812971115121	15.2427566014351	11.7534362847887	218.087457163535	179.006464539627	0.160667821988063	0.935337332731143	0.00197499583914016
5330	-1018.8221461819	35.9750744633586	16.9119985949709	10.6531373886458	216.202610961522	182.35897782662	0.163378681180931	1.07740252158334	0.00192003452979307
5340	-1017.72310364974	35.9750744633586	15.9264175575427	10.0621900138355	205.472520574232	199.314381735125	0.163378681180931	1.07611890462305	0.00199657475577486
5350	-1019.33414879757	36.5200569379344	16.2701963596303	10.3116349925522	205.472520574232	199.314381735125	0.174878551981366	0.976683397474602	0.00201399273819537
5360	-1021.4031063769	36.5200569379344	16.2701963596303	8.51544675122726	193.852832578726	189.409771556128	0.174878551981366	0.976683397474602	0.00201399273819537
5370	-1022.04110232613	36.5200569379344	16.2701963596303	8.51544675122726	193.852832578726	189.874541954837	0.183243198706146	0.941215039439106	0.00199384396067842
5380	-1022.52520972701	36.5200569379344	16.2701963596303	8.51544675122726	193.852832578726	177.974882873662	0.183243198706146	0.941215039439106	0.00199384396067842
5390	-1021.77002812987	35.8830631154232	18.4709508753124	10.0624115839198	193.852832578726	177.974882873662	0.183243198706146	0.941215039439106	0.00205046475001978
5400	-1022.6537129078	35.8171747623474	16.520175848573	10.3451472845406	212.762654108313	190.485817717329	0.183470772904635	0.888074519011233	0.00195832130282049
5410	-1017.42882081679	37.3958794261773	14.3398658554772	11.098919782114	212.762654108313	179.887234321077	0.174224202546011	1.15490121233124	0.00189240977506973
5420	-1020.50009725617	32.621526993763	13.1964973524402	12.2613059886234	195.476298658854	179.887234321077	0.179563571201543	1.35062614493108	0.00199813220890007
5430	-1019.37612713448	39.1765855452198	15.0616029711443	13.1182637697995	195.476298658854	193.057706579577	0.179563571201543	1.35062614493108	0.00198708252909875
5440	-1021.13296006314	38.2514830166347	15.3467036207632	13.5447534466056	195.476298658854	193.057706579577	0.197005074764457	1.35062614493108	0.00192547298921603
5450	-1020.57836111232	41.1629110472389	15.0016248260384	13.257869020379	188.310505823538	176.958083489946	0.195934528905065	1.24576741024699	0.00196925335824558
5460	-1020.83075816756	41.1629110472389	15.0016248260384	12.8076918436518	175.159353658579	164.875957143703	0.201626267331338	1.01681765842805	0.00185966803132116
5470	-1023.10221426564	45.5410052436068	15.0016248260384	12.8076918436518	175.159353658579	166.568654771687	0.203019696855363	1.01681765842805	0.00197728736363896
5480	-1020.28224077743	39.5329740148429	15.0016248260384	12.2896402770386	175.159353658579	158.682667615013	0.200437946937816	1.26969235634987	0.00205315410893317
5490	-1022.45858341099	39.5329740148429	13.5132220134861	13.0141867253542	185.704532710601	144.354992854761	0.19225319463971	1.31949048899762	0.00205315410893317
5500	-1021.55669136985	39.2341761388483	13.8414038968003	12.6807369730537	184.509348111551	144.354992854761	0.19225319463971	1.31949048899762	0.00205315410893317
5510	-1022.18651860234	39.5496803193399	16.1007370793657	13.0897362047283	177.855802485477	144.354992854761	0.19225319463971	1.31949048899762	0.00205315410893317
5520	-1020.34925657471	39.5496803193399	16.1007370793657	13.866785121745	197.830332709378	139.811636146238	0.160633005335035	1.1331222145612	0.00195254304034239
5530	-1021.05344752296	39.5496803193399	15.1713943155834	15.1132162849649	189.703141113084	174.434813497553	0.156518730482764	1.00179264551585	0.0018476181691501
5540	-1019.04304869017	33.419831717921	15.1713943155834	14.7536937863161	209.831601958323	179.873529036479	0.159733015772321	1.00179264551585	0.0018476181691501
5550	-1019.08630680241	33.419831717921	15.1713943155834	14.7536937863161	209.831601958323	179.873529036479	0.161064243050688	1.00179264551585	0.00184163597313439
5560	-1020.02259205935	34.7570655501441	12.6110789804638	13.5958252889774	184.746183789947	187.192162637692	0.173917480148471	1.03756592454455	0.00186735547597076
5570	-1020.5378388014	37.005854198996	13.1555481149585	14.3079847579764	184.746183789947	187.192162637692	0.179546708414699	0.956893620225356	0.00186180953215373
5580	-1020.23218383536	32.2368960970157	12.8141057655691	13.0957931519946	221.124684004985	167.489526490561	0.144709090777174	0.953857438530418	0.00179212729511623
5590	-1018.97947560504	31.9248339342452	14.6196842654416	14.4630207486882	206.476328320931	189.799722124063	0.140248236603301	0.833607796839102	0.00190321889979868
5600	-1017.26908922121	36.9407424308401	14.6196842654416	12.8348766415125	193.273146271423	189.799722124063	0.139399962888842	0.833607796839102	0.00190321889979868
5610	-1015.83641895955	36.338327943431	13.2200495074061	12.3369847549731	203.704248229432	189.799722124063	0.139399962888842	0.833607796839102	0.00191468509633255
5620	-1016.04218596623	40.6701743581475	13.5212686932683	12.3369847549731	203.704248229432	189.799722124063	0.139399962888842	0.833607796839102	0.00191468509633255
5630	-1016.8967393998	40.6701743581475	13.5212686932683	13.7234744783443	203.704248229432	189.799722124063	0.139399962888842	0.833607796839102	0.00186285024191273
5640	-1019.38984169453	42.1721188597837	15.5463597560719	13.9290410409202	204.356276133996	160.112260731819	0.13164343443049	0.833607796839102	0.00186285024191273
5650	-1018.63291398535	42.1721188597837	15.5463597560719	13.9345239613655	241.224022369974	191.383981444739	0.13164343443049	0.833607796839102	0.00186285024191273
5660	-1019.36952528539	42.1721188597837	15.5463597560719	13.9345239613655	212.893824389257	191.383981444739	0.124257172917994	0.629141152729492	0.00186285024191273
5670	-1019.29961847086	39.7241973778846	15.1665935451341	14.5317340410246	212.893824389257	191.383981444739	0.124257172917994	0.629141152729492	0.00186285024191273
5680	-1017.46162656802	32.1677437796281	15.1847311828148	12.373044751425	229.016135932516	195.043161241519	0.134410564005031	0.668646850468514	0.00178562034942879
5690	-1016.41825928851	32.1677437796281	14.7697433988809	12.626306560957	220.636611902534	195.043161241519	0.134410564005031	0.777837593285225	0.0018508896876536
5700	-1017.7113724955	32.1677437796281	14.7697433988809	13.350716759861	220.636611902534	174.106690548579	0.134410564005031	0.777837593285225	0.00188766202003352
5710	-1016.05189454777	37.8886918480074	13.7588689033591	13.350716759861	211.60655559512	194.051368288836	0.142071687989734	0.777837593285225	0.0018908226506255
5720	-1018.64650037706	40.0900715232524	16.3051112810825	13.8293592770499	211.60655559512	183.973025383151	0.129110281694824	0.983106577937746	0.0018908226506255
5730	-1017.32075617398	36.2258534380739	13.1370258533053	13.2588999810954	211.60655559512	183.973025383151	0.129110281694824	0.729278257610181	0.00190152988995141
5740	-1015.58183329513	35.2333933014012	14.6647467872355	12.3717933220424	213.478136106058	183.973025383151	0.138364214116926	0.839872178948129	0.00190152988995141
5750	-1018.71615981649	36.818869989917	16.3025317137176	13.523049135493	207.626557997964	176.650154505203	0.130604064286626	0.926192258483451	0.00190152988995141
5760	-1019.61131925471	39.1820029948286	17.5986787201696	13.1537339019486	216.881706588298	155.414492159746	0.126905502704766	0.926192258483451	0.00190152988995141
5770	-1018.83046763196	39.1820029948286	17.0364614091583	13.4826273706671	225.493632846318	155.414492159746	0.126905502704766	0.926192258483451	0.00190152988995141
5780	-1019.80538550454	39.1820029948286	17.9311078447902	11.1421658001756	234.098000424693	181.891000611212	0.129714812264532	0.900338899675606	0.00183062752537712
5790	-1019.38325554391	39.5268481307149	17.9311078447902	11.1421658001756	234.098000424693	187.021274009678	0.138545246771342	0.91311330436381	0.00183062752537712
5800	-1019.89354744696	39.5268481307149	17.7821262142701	11.0514740225603	242.860819578414	187.021274009678	0.138545246771342	0.91311330436381	0.00178773467057243
5810	-1019.100640055	39.5268481307149	17.7821262142701	11.4721109450052	235.010129667534	180.760025218658	0.138545246771342	0.91311330436381	0.00178773467057243
5820	-1018.46515676399	39.5268481307149	17.020486396561	12.2413099724375	235.010129667534	180.760025218658	0.134669563737063	1.01470949438935	0.00179110103654409
5830	-1017.31603713019	36.3642249752096	17.020486396561	12.2413099724375	235.010129667534	199.918771091815	0.140501808816637	0.779451577857256	0.0017339464552328
5840	-1019.7913477811	39.1761393281969	12.9218762470683	13.5734171092099	226.823655835897	181.959994418343	0.12609195005005	0.633064586593658	0.0017339464552328
5850	-1018.65249659534	34.7646073524744	16.4958696178374	13.5734171092099	240.385929154459	181.959994418343	0.133733229205453	0.633064586593658	0.0017339464552328
5860	-1018.38458658159	44.1087819245264	13.087956195673	12.6578679754485	221.11519569776	179.346461954181	0.133733229205453	0.912085743183105	0.00183482146948688
5870	-1018.31731389595	44.1087819245264	13.087956195673	12.6578679754485	221.11519569776	194.40040796092	0.145709434604702	0.771194848700689	0.00183482146948688
5880	-1015.98366773806	38.5440614657508	13.4147201200557	12.9432053378503	205.92754618598	194.40040796092	0.145709434604702	0.771194848700689	0.00183482146948688
5890	-1017.66163675032	38.5440614657508	13.4069810287852	12.7003851329139	205.92754618598	190.290943735477	0.135607516787512	0.703719759918004	0.00180756668847439
5900	-1017.92262665719	34.1487108143382	13.3300659456033	12.4092742989904	222.063386391875	177.134427868922	0.136850389273715	0.810472145492577	0.00179825503310657
5910	-1016.66552956736	38.5157237858839	15.6905406600431	12.4092742989904	222.063386391875	177.134427868922	0.136850389273715	0.810472145492577	0.00179825503310657
5920	-1018.17657394219	34.4768493885688	16.565373525782	12.7382408377522	236.314499558649	171.263215456078	0.135465729773	0.969574401504947	0.00181472698771505
5930	-1019.01043682098	34.6985969536599	14.3477080292897	13.7130396121576	229.824502334884	160.84616453469	0.135465729773	0.758372305302116	0.00187548737461779
5940	-1017.742135504	36.4725109276575	15.7921571391456	13.7274852532681	202.560042095023	177.700978531194	0.147529102300257	0.758372305302116	0.00187548737461779
5950	-1019.21297672394	39.5019130119948	14.9684916718783	13.2436634141019	213.917401452297	155.962366625918	0.162468470404742	0.766232395047967	0.00181223228614564
5960	-1017.56379118003	37.2824247667235	12.8358422119722	13.2436634141019	227.67564799997	199.909277555354	0.152822999438451	0.766232395047967	0.00181223228614564
5970	-1017.7628992572	36.0943373982366	13.2552498127043	14.7247837297367	227.67564799997	174.52141576512	0.152536398698553	1.06394490291474	0.00181223228614564
5980	-1020.19071584174	31.3554702559274	15.8461474358447	12.788438760597	227.67564799997	174.52141576512	0.152536398698553	1.06394490291474	0.0017375273044256
5990	-1017.20287838742	32.1164167355856	14.7209968222014	11.9034868231531	227.67564799997	191.580951736926	0.152536398698553	0.767691536613398	0.00172970294784693
6000	-1018.26983625947	33.4437390294232	12.8490277824132	12.9288770695796	225.122082550608	179.28227492864	0.137374041984878	0.73813121164407	0.00178250316007204
6010	-1021.03238943148	33.4437390294232	12.8490277824132	14.8069015738343	239.031437986939	174.413798032187	0.137374041984878	0.857326281650538	0.00186302358897787
6020	-1021.47871181464	32.580358985067	12.7956788074222	14.8069015738343	239.031437986939	174.413798032187	0.137480382312582	0.860405550977205	0.00186302358897787
