iteration	likelihood	noise_sigma_SSL_surf_IFN1_data0	noise_sigma_SSL_surf_none_data0	upfactor	s1	s2	sf
2000	-3700.3499938921	999.638920266688	993.760824568235	988.37549300779	0.00518287973163962	0.242188036591448	0.00454219530538762
2010	-3701.22503551658	999.638920266688	988.434491867144	988.37549300779	0.00518287973163962	0.242197402495653	0.00454219530538762
2020	-3699.7357426282	999.638920266688	988.434491867144	991.159469747781	0.00516978840290406	0.229154618554191	0.00452710340461046
2030	-3700.54966426033	999.638920266688	988.434491867144	990.428174252264	0.00516978840290406	0.229154618554191	0.0045899130742609
2040	-3701.21958977774	999.678980287785	988.434491867144	985.973629436661	0.00520959500245758	0.229154618554191	0.0045899130742609
2050	-3700.81205252326	999.678980287785	988.434491867144	996.774030494671	0.00513148568936072	0.228904633685736	0.0045899130742609
2060	-3700.36309112784	999.678980287785	988.434491867144	996.774030494671	0.00513402429089282	0.239417007905118	0.0045899130742609
2070	-3699.39774435614	999.678980287785	988.434491867144	999.044722755568	0.00513402429089282	0.239417007905118	0.0045595210093455
2080	-3697.86184254474	999.678980287785	999.686038647193	996.932413924491	0.00515593022310794	0.239140977557532	0.00457472308437608
2090	-3699.94623790347	999.649721528146	989.279012326309	995.902752408059	0.00517322403595292	0.236499038748377	0.00455797803098649
2100	-3699.65844490772	999.649721528146	989.279012326309	997.257241059746	0.00513371956996039	0.231227285863394	0.00455797803098649
2110	-3700.4612948163	999.649721528146	993.926034230394	985.853743932506	0.00519454326960405	0.234038462921776	0.00457409818568028
2120	-3701.33116479089	999.649721528146	990.673470169481	985.853743932506	0.00519454326960405	0.234038462921776	0.00447873578237271
2130	-3699.59752089706	999.564093373464	988.706543258006	992.754634834716	0.00526985826586399	0.234038462921776	0.00447873578237271
2140	-3701.74710293514	999.564093373464	991.737686243899	994.643964307602	0.00533321922941498	0.249943187317619	0.00447873578237271
2150	-3700.75700985599	999.564093373464	991.737686243899	993.392959979705	0.00533321922941498	0.249943187317619	0.00445350272180907
2160	-3697.8347398508	999.564093373464	991.737686243899	991.505087655886	0.0053271317625859	0.227043371833238	0.00435975741448449
